ts_code,trade_date,vol,price,amount,pre_close,turnover_rate,volume_ratio,float_share
159217.SZ,20260821,1307600.0,1.203,1573042.8,1.227,,0.17343,
159216.SZ,20260821,0.0,,0.0,1.479,,0.0,
159215.SZ,20260821,3800.0,1.301,4943.8,1.304,,0.0222565,
159213.SZ,20260821,54300.0,1.15,62445.0,1.15,,0.165205,
159178.SZ,20260821,1200.0,1.037,1244.4,1.041,,0.00846716,
159176.SZ,20260821,0.0,,0.0,0.986,,0.0,
159245.SZ,20260821,28100.0,0.809,22732.9,0.808,,1.08031,
159141.SZ,20260821,64500.0,1.141,73594.5,1.149,,0.0719045,
159139.SZ,20260821,1500.0,1.231,1846.5,1.229,,0.00431642,
159138.SZ,20260821,0.0,,0.0,0.907,,0.0,
159137.SZ,20260821,38800.0,1.001,38838.8,1.007,,0.0407157,
159136.SZ,20260821,0.0,,0.0,1.023,,0.0,
159135.SZ,20260821,0.0,,0.0,0.808,,0.0,
159133.SZ,20260821,2000.0,1.093,2186.0,1.096,,0.00520118,
159132.SZ,20260821,57000.0,0.999,56943.0,1.01,,0.12214,
159131.SZ,20260821,7946400.0,0.955,7588812.0,0.959,,0.480077,
159130.SZ,20260821,15700.0,0.971,15244.7,0.976,,0.110299,
159129.SZ,20260821,500.0,1.073,536.5,1.071,,0.00298274,
159128.SZ,20260821,20100.0,0.754,15155.4,0.754,,0.0288832,
159127.SZ,20260821,5600.0,0.973,5448.8,0.973,,0.081938,
159126.SZ,20260821,0.0,,0.0,0.959,,0.0,
159125.SZ,20260821,25000.0,0.739,18475.0,0.745,,0.0528555,
159123.SZ,20260821,0.0,,0.0,0.909,,0.0,
159122.SZ,20260821,0.0,,0.0,0.902,,0.0,
159121.SZ,20260821,854800.0,0.762,651357.6,0.768,,2.41707,
159120.SZ,20260821,10600.0,0.756,8013.6,0.76,,0.0796949,
159119.SZ,20260821,100.0,0.979,97.9,0.98,,0.00156979,
159118.SZ,20260821,0.0,,0.0,0.964,,0.0,
159117.SZ,20260821,0.0,,0.0,1.011,,0.0,
159116.SZ,20260821,0.0,,0.0,102.34,,0.0,
159115.SZ,20260821,0.0,,0.0,102.151,,0.0,
159113.SZ,20260821,0.0,,0.0,102.149,,0.0,
159112.SZ,20260821,0.0,,0.0,102.149,,0.0,
159111.SZ,20260821,0.0,,0.0,102.299,,0.0,
159110.SZ,20260821,0.0,,0.0,102.336,,0.0,
159140.SZ,20260821,40000.0,1.225,49000.0,1.233,,0.0693984,
159142.SZ,20260821,194400.0,1.169,227253.6,1.176,,0.253041,
159175.SZ,20260821,1900.0,0.912,1732.8,0.915,,0.00846913,
159143.SZ,20260821,5600.0,0.954,5342.4,0.954,,0.308122,
159173.SZ,20260821,0.0,,0.0,0.887,,0.0,
159172.SZ,20260821,11200.0,0.826,9251.2,0.833,,0.0791862,
159171.SZ,20260821,0.0,,0.0,0.797,,0.0,
159170.SZ,20260821,12900.0,0.874,11274.6,0.879,,0.0418227,
159169.SZ,20260821,153600.0,1.035,158976.0,1.039,,0.539561,
159168.SZ,20260821,126900.0,0.865,109768.5,0.866,,0.365994,
159167.SZ,20260821,22200.0,0.988,21933.6,0.994,,0.0332113,
159166.SZ,20260821,0.0,,0.0,0.859,,0.0,
159165.SZ,20260821,0.0,,0.0,0.866,,0.0,
159163.SZ,20260821,20600.0,0.768,15820.8,0.767,,0.290375,
159162.SZ,20260821,30000.0,0.829,24870.0,0.828,,0.320178,
159161.SZ,20260821,4200.0,0.935,3927.0,0.941,,0.514201,
159160.SZ,20260821,14800.0,0.845,12506.0,0.846,,0.0860731,
159159.SZ,20260821,0.0,,0.0,1.004,,0.0,
159158.SZ,20260821,19400.0,0.983,19070.2,0.986,,0.065052,
159157.SZ,20260821,274000.0,0.833,228242.0,0.833,,0.237919,
159156.SZ,20260821,0.0,,0.0,0.887,,0.0,
159155.SZ,20260821,0.0,,0.0,0.864,,0.0,
159153.SZ,20260821,1600.0,1.183,1892.8,1.188,,0.0136545,
159152.SZ,20260821,100.0,0.786,78.6,0.787,,0.000361326,
159151.SZ,20260821,17600.0,0.932,16403.2,0.939,,0.113746,
159150.SZ,20260821,0.0,,0.0,1.615,,0.0,
159149.SZ,20260821,0.0,,0.0,0.863,,0.0,
159148.SZ,20260821,31100.0,1.0,31100.0,0.993,,0.187851,
159147.SZ,20260821,300.0,0.86,258.0,0.864,,0.000764185,
159146.SZ,20260821,21500.0,0.994,21371.0,0.997,,0.0901232,
159145.SZ,20260821,0.0,,0.0,0.835,,0.0,
159243.SZ,20260821,17000.0,1.257,21369.0,1.26,,0.046152,
159246.SZ,20260821,113000.0,1.162,131306.0,1.169,,0.0706812,
159400.SZ,20260821,0.0,,0.0,101.185,,0.0,
159366.SZ,20260821,291500.0,1.494,435501.0,1.511,,0.139907,
159363.SZ,20260821,574600.0,1.24,712504.0,1.243,,0.0504486,
159362.SZ,20260821,0.0,,0.0,1.305,,0.0,
159361.SZ,20260821,246500.0,1.238,305167.0,1.24,,0.0217458,
159360.SZ,20260821,0.0,,0.0,1.314,,0.0,
159359.SZ,20260821,700.0,1.275,892.5,1.276,,0.00240762,
159358.SZ,20260821,0.0,,0.0,1.316,,0.0,
159357.SZ,20260821,0.0,,0.0,1.284,,0.0,
159356.SZ,20260821,0.0,,0.0,1.293,,0.0,
159355.SZ,20260821,0.0,,0.0,1.043,,0.0,
159353.SZ,20260821,1900.0,1.228,2333.2,1.235,,0.00117704,
159352.SZ,20260821,123700.0,1.262,156109.4,1.266,,0.00453701,
159351.SZ,20260821,700.0,1.215,850.5,1.216,,0.00017488,
159350.SZ,20260821,0.0,,0.0,1.576,,0.0,
159339.SZ,20260821,100.0,1.227,122.7,1.227,,0.000131651,
159338.SZ,20260821,1076800.0,1.215,1308312.0,1.217,,0.0376707,
159337.SZ,20260821,9100.0,1.788,16270.8,1.798,,0.075512,
159336.SZ,20260821,400.0,1.213,485.2,1.211,,0.00896395,
159335.SZ,20260821,0.0,,0.0,1.487,,0.0,
159333.SZ,20260821,6800.0,1.348,9166.4,1.355,,0.0888631,
159332.SZ,20260821,23900.0,1.216,29062.4,1.217,,1.56762,
159331.SZ,20260821,9300.0,1.314,12220.2,1.314,,0.205548,
159330.SZ,20260821,37200.0,1.434,53344.8,1.439,,0.175332,
159329.SZ,20260821,86000.0,0.907,78002.0,0.906,,0.346064,
159328.SZ,20260821,0.0,,0.0,1.04,,0.0,
159327.SZ,20260821,882000.0,1.165,1027530.0,1.176,,0.386062,
159326.SZ,20260821,422600.0,1.663,702783.8,1.672,,0.0882638,
159325.SZ,20260821,204400.0,2.133,435985.2,2.145,,0.273073,
159365.SZ,20260821,0.0,,0.0,1.016,,0.0,
159367.SZ,20260821,0.0,,0.0,1.734,,0.0,
159322.SZ,20260821,110300.0,1.79,197437.0,1.758,,0.987341,
159368.SZ,20260821,10300.0,0.668,6880.4,0.669,,0.00438046,
159398.SZ,20260821,0.0,,0.0,102.494,,0.0,
159397.SZ,20260821,0.0,,0.0,103.169,,0.0,
159396.SZ,20260821,0.0,,0.0,103.363,,0.0,
159395.SZ,20260821,0.0,,0.0,103.523,,0.0,
159393.SZ,20260821,0.0,,0.0,4.938,,0.0,
159392.SZ,20260821,0.0,,0.0,0.915,,0.0,
159391.SZ,20260821,0.0,,0.0,1.098,,0.0,
159390.SZ,20260821,0.0,,0.0,1.25,,0.0,
159389.SZ,20260821,0.0,,0.0,1.819,,0.0,
159388.SZ,20260821,283400.0,1.014,287367.6,1.018,,0.168012,
159387.SZ,20260821,6200.0,0.736,4563.2,0.74,,0.00172639,
159386.SZ,20260821,0.0,,0.0,1.28,,0.0,
159385.SZ,20260821,0.0,,0.0,1.796,,0.0,
159383.SZ,20260821,15000.0,1.719,25785.0,1.719,,0.252675,
159382.SZ,20260821,7800.0,2.626,20482.8,2.639,,0.00808218,
159381.SZ,20260821,186700.0,1.168,218065.6,1.175,,0.044371,
159380.SZ,20260821,6300.0,1.351,8511.3,1.358,,0.0816642,
159379.SZ,20260821,0.0,,0.0,1.358,,0.0,
159378.SZ,20260821,20000.0,0.985,19700.0,0.991,,0.0709014,
159377.SZ,20260821,939600.0,1.044,980942.4,1.076,,2.50456,
159376.SZ,20260821,0.0,,0.0,1.322,,0.0,
159375.SZ,20260821,5400.0,0.732,3952.8,0.739,,0.0249579,
159373.SZ,20260821,0.0,,0.0,1.761,,0.0,
159372.SZ,20260821,0.0,,0.0,1.848,,0.0,
159371.SZ,20260821,1800.0,1.724,3103.2,1.728,,0.0321006,
159370.SZ,20260821,0.0,,0.0,1.83,,0.0,
159369.SZ,20260821,32800.0,1.403,46018.4,1.408,,0.10871,
159323.SZ,20260821,91400.0,1.085,99169.0,1.081,,0.0536523,
159321.SZ,20260821,314500.0,1.7,534650.0,1.672,,0.820821,
159247.SZ,20260821,577100.0,1.042,601338.2,1.051,,0.895448,
159281.SZ,20260821,15000.0,0.953,14295.0,0.955,,0.0590388,
159279.SZ,20260821,31300.0,1.402,43882.6,1.408,,0.0502932,
159278.SZ,20260821,354100.0,0.934,330729.4,0.941,,0.190414,
159277.SZ,20260821,3200.0,1.002,3206.4,1.001,,0.0753207,
159276.SZ,20260821,0.0,,0.0,1.102,,0.0,
159275.SZ,20260821,0.0,,0.0,0.859,,0.0,
159273.SZ,20260821,36900.0,1.403,51770.7,1.418,,0.222643,
159272.SZ,20260821,1078600.0,0.792,854251.2,0.798,,0.435672,
159271.SZ,20260821,5600.0,0.97,5432.0,0.975,,0.0769322,
159270.SZ,20260821,0.0,,0.0,1.124,,0.0,
159269.SZ,20260821,52700.0,0.877,46217.9,0.881,,0.0463355,
159268.SZ,20260821,1600.0,0.792,1267.2,0.798,,0.00740931,
159267.SZ,20260821,152600.0,0.824,125742.4,0.827,,0.116112,
159266.SZ,20260821,100.0,0.971,97.1,0.969,,0.00106077,
159265.SZ,20260821,2700.0,0.823,2222.1,0.827,,0.0237744,
159263.SZ,20260821,606900.0,1.149,697328.1,1.151,,0.291281,
159262.SZ,20260821,156200.0,0.864,134956.8,0.868,,0.0447018,
159261.SZ,20260821,0.0,,0.0,1.394,,0.0,
159260.SZ,20260821,200.0,0.84,168.0,0.841,,0.000883079,
159259.SZ,20260821,468000.0,1.313,614484.0,1.321,,0.137378,
159258.SZ,20260821,61800.0,1.068,66002.4,1.079,,0.168613,
159257.SZ,20260821,7000.0,0.833,5831.0,0.83,,0.0810848,
159256.SZ,20260821,97000.0,0.81,78570.0,0.816,,0.0793362,
159255.SZ,20260821,1500.0,0.836,1254.0,0.835,,0.0393515,
159253.SZ,20260821,288200.0,0.974,280706.8,0.98,,3.92837,
159251.SZ,20260821,31400.0,0.795,24963.0,0.796,,0.108171,
159249.SZ,20260821,0.0,,0.0,1.383,,0.0,
159248.SZ,20260821,7200.0,1.728,12441.6,1.726,,0.0605629,
159280.SZ,20260821,7500.0,0.717,5377.5,0.725,,0.0930974,
159283.SZ,20260821,29500.0,0.832,24544.0,0.841,,0.243693,
159320.SZ,20260821,155700.0,0.618,96222.6,0.623,,0.166734,
159285.SZ,20260821,6700.0,0.791,5299.7,0.795,,0.0810449,
159318.SZ,20260821,4100.0,1.325,5432.5,1.33,,0.905117,
159316.SZ,20260821,2044800.0,1.181,2414908.8,1.198,,0.241694,
159315.SZ,20260821,107800.0,1.8,194040.0,1.776,,0.629418,
159312.SZ,20260821,0.0,,0.0,1.201,,0.0,
159311.SZ,20260821,0.0,,0.0,1.449,,0.0,
159310.SZ,20260821,39800.0,2.811,111877.8,2.83,,0.460295,
159309.SZ,20260821,65200.0,1.406,91671.2,1.403,,0.174626,
159307.SZ,20260821,261600.0,1.029,269186.4,1.03,,0.333451,
159306.SZ,20260821,0.0,,0.0,1.133,,0.0,
159305.SZ,20260821,6000.0,0.811,4866.0,0.817,,0.0150576,
159303.SZ,20260821,48800.0,1.639,79983.2,1.657,,0.0673343,
159302.SZ,20260821,4400.0,1.337,5882.8,1.336,,0.0737246,
159301.SZ,20260821,35600.0,0.958,34104.8,0.958,,0.154624,
159300.SZ,20260821,39900.0,4.971,198342.9,4.986,,0.27705,
159299.SZ,20260821,1500.0,0.682,1023.0,0.681,,0.00569114,
159298.SZ,20260821,0.0,,0.0,1.224,,0.0,
159297.SZ,20260821,466400.0,0.754,351665.6,0.766,,0.125265,
159296.SZ,20260821,0.0,,0.0,1.008,,0.0,
159295.SZ,20260821,10000.0,1.048,10480.0,1.057,,0.118145,
159293.SZ,20260821,0.0,,0.0,1.073,,0.0,
159292.SZ,20260821,0.0,,0.0,1.19,,0.0,
159291.SZ,20260821,0.0,,0.0,1.184,,0.0,
159290.SZ,20260821,11800.0,1.145,13511.0,1.151,,0.348603,
159289.SZ,20260821,1100.0,1.097,1206.7,1.097,,0.0304272,
159288.SZ,20260821,0.0,,0.0,0.996,,0.0,
159287.SZ,20260821,600.0,1.112,667.2,1.123,,0.00999207,
159286.SZ,20260821,472000.0,0.768,362496.0,0.78,,0.350234,
159109.SZ,20260821,6400.0,0.836,5350.4,0.84,,0.0552382,
159108.SZ,20260821,0.0,,0.0,0.96,,0.0,
159107.SZ,20260821,418700.0,0.738,309000.6,0.743,,0.361522,
123276.SZ,20260821,5420.0,163.711,887313.62,164.96,,,
123274.SZ,20260821,2230.0,144.996,323341.08,143.316,,,
123273.SZ,20260821,11040.0,333.5,3681840.0,332.0,,,
123272.SZ,20260821,240.0,153.5,36840.0,153.294,,,
123271.SZ,20260821,510.0,160.5,81855.0,160.5,,,
123270.SZ,20260821,2200.0,238.256,524163.2,237.89,,,
123269.SZ,20260821,110.0,146.0,16060.0,146.259,,,
123268.SZ,20260821,1260.0,184.0,231840.0,184.999,,,
123267.SZ,20260821,980.0,314.627,308334.46,313.127,,,
123266.SZ,20260821,60.0,139.5,8370.0,139.587,,,
123265.SZ,20260821,170.0,135.301,23001.17,135.298,,,
123264.SZ,20260821,140.0,123.38,17273.2,123.251,,,
123263.SZ,20260821,360.0,146.2,52632.0,145.95,,,
123262.SZ,20260821,70.0,132.096,9246.72,132.096,,,
123261.SZ,20260821,11630.0,160.0,1860800.0,160.506,,,
123260.SZ,20260821,110.0,139.7,15367.0,139.734,,,
123259.SZ,20260821,230.0,152.28,35024.4,152.2,,,
123258.SZ,20260821,7160.0,347.001,2484527.16,345.908,,,
123257.SZ,20260821,140.0,153.45,21483.0,153.38,,,
123255.SZ,20260821,1700.0,412.243,700813.1,417.034,,,
123253.SZ,20260821,170.0,133.399,22677.83,133.21,,,
123252.SZ,20260821,130.0,135.7,17641.0,135.6,,,
123250.SZ,20260821,70.0,124.697,8728.79,124.697,,,
123247.SZ,20260821,100.0,186.268,18626.8,186.269,,,
123245.SZ,20260821,1760.0,292.1,514096.0,292.899,,,
123243.SZ,20260821,4820.0,205.0,988100.0,205.7,,,
123241.SZ,20260821,1690.0,848.66,1434235.4,865.53,,,
123237.SZ,20260821,110.0,134.667,14813.37,134.729,,,
123275.SZ,20260821,1200.0,140.999,169198.8,140.819,,,
123277.SZ,20260821,2360.0,141.283,333427.88,142.08,,,
123229.SZ,20260821,350.0,130.749,45762.15,130.749,,,
123278.SZ,20260821,5260.0,159.16,837181.6,160.7,,,
127067.SZ,20260821,14541.0,199.0,2893659.0,195.0,,,
127064.SZ,20260821,220.0,136.01,29922.2,136.01,,,
127062.SZ,20260821,240.0,123.57,29656.8,123.565,,,
127061.SZ,20260821,2100.0,111.002,233104.2,111.211,,,
127060.SZ,20260821,140.0,129.967,18195.38,129.676,,,
127059.SZ,20260821,30.0,130.613,3918.39,130.381,,,
127056.SZ,20260821,10.0,129.319,1293.19,129.321,,,
127055.SZ,20260821,2570.0,189.732,487611.24,190.762,,,
127054.SZ,20260821,500.0,124.9,62450.0,124.9,,,
127053.SZ,20260821,670.0,176.969,118569.23,176.969,,,
127050.SZ,20260821,0.0,,0.0,130.958,,,
127049.SZ,20260821,630.0,115.156,72548.28,114.851,,,
127047.SZ,20260821,120.0,137.4,16488.0,137.4,,,
127046.SZ,20260821,10.0,129.75,1297.5,129.62,,,
127045.SZ,20260821,390.0,117.497,45823.83,117.5,,,
127044.SZ,20260821,210.0,116.448,24454.08,116.32,,,
127040.SZ,20260821,30.0,122.39,3671.7,122.243,,,
127038.SZ,20260821,80.0,122.82,9825.6,122.82,,,
127037.SZ,20260821,380.0,528.0,200640.0,528.799,,,
127034.SZ,20260821,1660.0,122.077,202647.82,121.91,,,
127033.SZ,20260821,0.0,,0.0,89.726,,,
127031.SZ,20260821,210.0,120.499,25304.79,120.499,,,
127030.SZ,20260821,30.0,118.721,3561.63,118.721,,,
127027.SZ,20260821,400.0,111.77,44708.0,111.656,,,
127025.SZ,20260821,40.0,105.687,4227.48,105.687,,,
123280.SZ,20260821,14745.0,156.55,2308329.75,157.2,,,
123279.SZ,20260821,6760.0,169.1,1143116.0,171.8,,,
123235.SZ,20260821,9740.0,160.1,1559374.0,162.13,,,
123225.SZ,20260821,390.0,139.172,54277.08,139.171,,,
159106.SZ,20260821,0.0,,0.0,1.055,,0.0,
123160.SZ,20260821,480.0,157.0,75360.0,156.9,,,
123157.SZ,20260821,1500.0,136.5,204750.0,136.2,,,
123155.SZ,20260821,100.0,132.267,13226.7,132.268,,,
123154.SZ,20260821,10.0,126.499,1264.99,126.499,,,
123151.SZ,20260821,290.0,120.021,34806.09,120.022,,,
123150.SZ,20260821,210.0,135.74,28505.4,135.88,,,
123149.SZ,20260821,190.0,131.73,25028.7,131.998,,,
123144.SZ,20260821,690.0,129.72,89506.8,129.72,,,
123142.SZ,20260821,110.0,124.47,13691.7,124.343,,,
123138.SZ,20260821,260.0,127.94,33264.4,128.102,,,
123133.SZ,20260821,170.0,130.087,22114.79,129.741,,,
123131.SZ,20260821,2260.0,284.999,644097.74,287.458,,,
123124.SZ,20260821,70.0,139.999,9799.93,140.0,,,
123122.SZ,20260821,50.0,128.206,6410.3,128.207,,,
123119.SZ,20260821,28830.0,125.5,3618165.0,126.817,,,
123118.SZ,20260821,6710.0,878.87,5897217.7,849.0,,,
123117.SZ,20260821,300.0,113.2,33960.0,113.326,,,
123114.SZ,20260821,100.0,126.369,12636.9,126.536,,,
123113.SZ,20260821,100.0,114.814,11481.4,114.84,,,
123112.SZ,20260821,17560.0,151.8,2665608.0,151.99,,,
123109.SZ,20260821,70.0,123.444,8641.08,123.615,,,
123107.SZ,20260821,190.0,112.9,21451.0,113.019,,,
123104.SZ,20260821,300.0,130.553,39165.9,130.932,,,
123092.SZ,20260821,740.0,120.5,89170.0,120.397,,,
123091.SZ,20260821,390.0,134.92,52618.8,135.055,,,
123090.SZ,20260821,270.0,111.567,30123.09,111.56,,,
123088.SZ,20260821,100.0,116.45,11645.0,116.6,,,
123080.SZ,20260821,20.0,125.482,2509.64,125.482,,,
123158.SZ,20260821,480.0,239.218,114824.64,238.8,,,
123165.SZ,20260821,360.0,132.2,47592.0,131.8,,,
123224.SZ,20260821,1340.0,135.75,181905.0,135.75,,,
123168.SZ,20260821,30.0,127.777,3833.31,127.624,,,
123223.SZ,20260821,720.0,137.6,99072.0,138.48,,,
123222.SZ,20260821,200.0,149.4,29880.0,149.472,,,
123220.SZ,20260821,80.0,131.596,10527.68,131.596,,,
123216.SZ,20260821,50.0,123.46,6173.0,123.426,,,
123215.SZ,20260821,70.0,123.898,8672.86,123.899,,,
123214.SZ,20260821,250.0,130.37,32592.5,130.5,,,
123213.SZ,20260821,5760.0,305.146,1757640.96,298.0,,,
123211.SZ,20260821,520.0,154.73,80459.6,154.396,,,
123209.SZ,20260821,90.0,162.3,14607.0,162.55,,,
123207.SZ,20260821,640.0,227.173,145390.72,227.173,,,
123199.SZ,20260821,40.0,144.597,5783.88,144.742,,,
123196.SZ,20260821,200.0,125.4,25080.0,125.4,,,
123195.SZ,20260821,7740.0,184.0,1424160.0,185.516,,,
123194.SZ,20260821,520.0,140.0,72800.0,139.77,,,
123193.SZ,20260821,310.0,128.221,39748.51,128.062,,,
123192.SZ,20260821,0.0,,0.0,124.927,,,
123189.SZ,20260821,1360.0,142.097,193251.92,142.097,,,
123187.SZ,20260821,440.0,180.0,79200.0,179.524,,,
123183.SZ,20260821,110.0,130.866,14395.26,130.867,,,
123180.SZ,20260821,190.0,128.37,24390.3,128.37,,,
123179.SZ,20260821,100.0,121.214,12121.4,121.455,,,
123178.SZ,20260821,1110.0,144.144,159999.84,145.0,,,
123176.SZ,20260821,3510.0,446.807,1568292.57,448.552,,,
123175.SZ,20260821,530.0,116.669,61834.57,116.67,,,
123173.SZ,20260821,80.0,137.219,10977.52,137.433,,,
123172.SZ,20260821,50.0,130.37,6518.5,130.5,,,
123171.SZ,20260821,110.0,132.621,14588.31,132.621,,,
127068.SZ,20260821,30.0,123.651,3709.53,123.651,,,
127069.SZ,20260821,1090.0,129.933,141626.97,129.449,,,
127070.SZ,20260821,1110.0,330.34,366677.4,331.384,,,
159063.SZ,20260821,208000.0,1.037,215696.0,1.049,,0.937218,
159061.SZ,20260821,0.0,,0.0,0.912,,0.0,
159060.SZ,20260821,0.0,,0.0,1.022,,0.0,
159059.SZ,20260821,200.0,1.011,202.2,1.01,,0.00238918,
159058.SZ,20260821,0.0,,0.0,0.967,,0.0,
159057.SZ,20260821,0.0,,0.0,1.04,,0.0,
159056.SZ,20260821,47700.0,1.045,49846.5,1.052,,0.416468,
159055.SZ,20260821,0.0,,0.0,0.918,,0.0,
159053.SZ,20260821,7900.0,0.904,7141.6,0.906,,0.0414394,
159052.SZ,20260821,0.0,,0.0,0.844,,0.0,
159051.SZ,20260821,30001.0,1.041,31231.041,1.057,,0.724255,
159050.SZ,20260821,49400.0,0.838,41397.2,0.846,,0.100023,
159049.SZ,20260821,500.0,1.029,514.5,1.019,,0.00729745,
159048.SZ,20260821,73400.0,0.842,61802.8,0.853,,0.294962,
159046.SZ,20260821,100.0,0.903,90.3,0.901,,0.000742649,
159045.SZ,20260821,0.0,,0.0,0.809,,0.0,
159042.SZ,20260821,0.0,,0.0,1.0,,0.0,
159041.SZ,20260821,200.0,1.02,204.0,1.021,,0.00378107,
159040.SZ,20260821,4800.0,1.114,5347.2,1.116,,0.0828604,
159039.SZ,20260821,148600.0,0.818,121554.8,0.829,,0.234594,
159038.SZ,20260821,321400.0,0.939,301794.6,0.94,,0.666137,
159037.SZ,20260821,0.0,,0.0,1.0,,0.0,
159036.SZ,20260821,300.0,0.929,278.7,0.93,,0.00162989,
159035.SZ,20260821,0.0,,0.0,0.824,,0.0,
159033.SZ,20260821,26900.0,0.977,26281.3,0.993,,0.0641823,
159032.SZ,20260821,93100.0,0.883,82207.3,0.886,,0.584226,
159031.SZ,20260821,1300.0,0.954,1240.2,0.971,,0.00858528,
159030.SZ,20260821,238100.0,0.857,204051.7,0.877,,0.512371,
159062.SZ,20260821,5900.0,0.824,4861.6,0.825,,0.0560302,
159065.SZ,20260821,0.0,,0.0,0.927,,0.0,
127072.SZ,20260821,210.0,134.0,28140.0,134.083,,,
159066.SZ,20260821,0.0,,0.0,0.916,,0.0,
159105.SZ,20260821,203500.0,0.977,198819.5,0.978,,0.136991,
159103.SZ,20260821,10600.0,0.643,6815.8,0.642,,0.0996205,
159102.SZ,20260821,135100.0,0.85,114835.0,0.859,,0.154028,
159101.SZ,20260821,50200.0,0.768,38553.6,0.768,,0.0244231,
159100.SZ,20260821,155200.0,1.048,162649.6,1.052,,0.548371,
159099.SZ,20260821,13000.0,0.967,12571.0,0.978,,0.082687,
159098.SZ,20260821,0.0,,0.0,1.001,,0.0,
159095.SZ,20260821,0.0,,0.0,0.946,,0.0,
159093.SZ,20260821,0.0,,0.0,1.034,,0.0,
159091.SZ,20260821,5400.0,1.054,5691.6,1.054,,0.144016,
159087.SZ,20260821,0.0,,0.0,1.039,,0.0,
159086.SZ,20260821,0.0,,0.0,1.022,,0.0,
159085.SZ,20260821,300.0,1.032,309.6,1.037,,0.0137872,
159083.SZ,20260821,100.0,0.999,99.9,0.999,,0.000979532,
