ts_code,trade_date,vol,price,amount,pre_close,turnover_rate,volume_ratio,float_share
159355.SZ,20260819,0.0,,0.0,1.029,,0.0,
159353.SZ,20260819,43400.0,1.263,54814.2,1.277,,0.0267395,
159352.SZ,20260819,3610600.0,1.295,4675727.0,1.309,,0.139184,
159351.SZ,20260819,943900.0,1.248,1177987.2,1.257,,0.23912,
159350.SZ,20260819,178000.0,1.628,289784.0,1.648,,0.539635,
159339.SZ,20260819,300.0,1.266,379.8,1.27,,0.000465181,
159338.SZ,20260819,2899400.0,1.241,3598155.4,1.258,,0.10439,
159337.SZ,20260819,43300.0,1.835,79455.5,1.866,,0.385717,
159336.SZ,20260819,19000.0,1.212,23028.0,1.217,,0.315898,
159335.SZ,20260819,0.0,,0.0,1.557,,0.0,
159333.SZ,20260819,300.0,1.333,399.9,1.338,,0.00678494,
159332.SZ,20260819,4600.0,1.211,5570.6,1.211,,0.301402,
159331.SZ,20260819,20000.0,1.296,25920.0,1.3,,0.549137,
159330.SZ,20260819,97100.0,1.466,142348.6,1.477,,0.569454,
159329.SZ,20260819,36800.0,0.905,33304.0,0.906,,0.185734,
159328.SZ,20260819,0.0,,0.0,1.059,,0.0,
159327.SZ,20260819,3241100.0,1.224,3967106.4,1.276,,1.61957,
159326.SZ,20260819,3131900.0,1.722,5393131.8,1.749,,0.666425,
159366.SZ,20260819,318500.0,1.464,466284.0,1.463,,0.190591,
159368.SZ,20260819,0.0,,0.0,0.706,,0.0,
159323.SZ,20260819,24200.0,1.066,25797.2,1.074,,0.019455,
159369.SZ,20260819,76100.0,1.477,112399.7,1.5,,0.337903,
159399.SZ,20260819,763800.0,1.01,771438.0,1.009,,0.470196,
159398.SZ,20260819,0.0,,0.0,102.487,,0.0,
159397.SZ,20260819,0.0,,0.0,103.136,,0.0,
159396.SZ,20260819,0.0,,0.0,103.339,,0.0,
159395.SZ,20260819,0.0,,0.0,103.494,,0.0,
159393.SZ,20260819,32600.0,5.011,163358.6,5.066,,0.669794,
159392.SZ,20260819,900.0,0.971,873.9,0.966,,0.023044,
159391.SZ,20260819,0.0,,0.0,1.084,,0.0,
159390.SZ,20260819,0.0,,0.0,1.274,,0.0,
159389.SZ,20260819,16700.0,1.903,31780.1,1.959,,0.337389,
159388.SZ,20260819,309400.0,1.058,327345.2,1.083,,0.201743,
159387.SZ,20260819,97800.0,0.765,74817.0,0.779,,0.0308903,
159386.SZ,20260819,0.0,,0.0,1.327,,0.0,
159385.SZ,20260819,0.0,,0.0,1.937,,0.0,
159383.SZ,20260819,2500.0,1.77,4425.0,1.826,,0.0412686,
159382.SZ,20260819,355100.0,2.729,969067.9,2.813,,0.362507,
159381.SZ,20260819,1401000.0,1.208,1692408.0,1.252,,0.319331,
159380.SZ,20260819,34000.0,1.379,46886.0,1.398,,0.397657,
159379.SZ,20260819,20400.0,1.385,28254.0,1.404,,1.4842,
159378.SZ,20260819,57800.0,1.052,60805.6,1.047,,0.208142,
159377.SZ,20260819,7400.0,1.034,7651.6,1.036,,0.0307356,
159376.SZ,20260819,0.0,,0.0,1.364,,0.0,
159375.SZ,20260819,22500.0,0.767,17257.5,0.784,,0.111816,
159373.SZ,20260819,13200.0,1.821,24037.2,1.876,,0.0639138,
159372.SZ,20260819,0.0,,0.0,1.965,,0.0,
159371.SZ,20260819,500.0,1.815,907.5,1.838,,0.0106056,
159370.SZ,20260819,300.0,1.903,570.9,1.943,,0.00978633,
159325.SZ,20260819,747700.0,2.236,1671857.2,2.324,,1.10634,
159322.SZ,20260819,37800.0,1.628,61538.4,1.674,,0.472576,
159248.SZ,20260819,23200.0,1.832,42502.4,1.87,,0.230344,
159283.SZ,20260819,28400.0,0.902,25616.8,0.896,,0.326885,
159280.SZ,20260819,600.0,0.717,430.2,0.722,,0.00896606,
159279.SZ,20260819,18700.0,1.468,27451.6,1.499,,0.0338746,
159278.SZ,20260819,1663200.0,1.029,1711432.8,1.044,,1.18533,
159277.SZ,20260819,3500.0,0.984,3444.0,0.993,,0.0841666,
159276.SZ,20260819,0.0,,0.0,1.108,,0.0,
159275.SZ,20260819,156700.0,0.866,135702.2,0.866,,1.54178,
159273.SZ,20260819,51500.0,1.461,75241.5,1.484,,0.285974,
159272.SZ,20260819,2208758.0,0.87,1921619.46,0.89,,1.23068,
159271.SZ,20260819,5700.0,0.959,5466.3,0.964,,0.0652626,
159270.SZ,20260819,0.0,,0.0,1.175,,0.0,
159269.SZ,20260819,42000.0,0.869,36498.0,0.878,,0.0411991,
159268.SZ,20260819,7500.0,0.785,5887.5,0.785,,0.0408507,
159267.SZ,20260819,10611700.0,0.898,9529306.6,0.88,,10.6339,
159266.SZ,20260819,100.0,0.96,96.0,0.958,,0.00107969,
159265.SZ,20260819,20500.0,0.816,16728.0,0.814,,0.19204,
159263.SZ,20260819,1047900.0,1.141,1195653.9,1.141,,0.518591,
159262.SZ,20260819,92600.0,0.87,80562.0,0.878,,0.0290964,
159261.SZ,20260819,0.0,,0.0,1.467,,0.0,
159260.SZ,20260819,0.0,,0.0,0.852,,0.0,
159259.SZ,20260819,3680700.0,1.389,5112492.3,1.425,,1.12556,
159258.SZ,20260819,139600.0,1.155,161238.0,1.173,,0.439824,
159257.SZ,20260819,800000.0,0.879,703200.0,0.882,,12.3321,
159256.SZ,20260819,264300.0,0.846,223597.8,0.858,,0.218383,
159255.SZ,20260819,0.0,,0.0,0.885,,0.0,
159253.SZ,20260819,17200.0,0.961,16529.2,0.958,,0.475782,
159251.SZ,20260819,24300.0,0.784,19051.2,0.79,,0.0916566,
159249.SZ,20260819,40000.0,1.394,55760.0,1.42,,0.444396,
159281.SZ,20260819,30200.0,0.94,28388.0,0.945,,0.155264,
159285.SZ,20260819,600.0,0.784,470.4,0.783,,0.00717738,
159321.SZ,20260819,229300.0,1.56,357708.0,1.594,,0.667791,
159286.SZ,20260819,198000.0,0.747,147906.0,0.745,,0.178552,
159320.SZ,20260819,828300.0,0.643,532596.9,0.656,,0.775525,
159318.SZ,20260819,100.0,1.308,130.8,1.314,,0.0275028,
159316.SZ,20260819,1020100.0,1.147,1170054.7,1.147,,0.126084,
159315.SZ,20260819,92400.0,1.658,153199.2,1.702,,0.646846,
159312.SZ,20260819,11000.0,1.184,13024.0,1.187,,1.20693,
159311.SZ,20260819,2400.0,1.573,3775.2,1.573,,0.277906,
159310.SZ,20260819,39700.0,2.983,118425.1,3.093,,0.510992,
159309.SZ,20260819,58400.0,1.418,82811.2,1.416,,0.161315,
159307.SZ,20260819,8305900.0,1.021,8480323.9,1.021,,11.5742,
159306.SZ,20260819,3900.0,1.178,4594.2,1.196,,0.366459,
159305.SZ,20260819,195500.0,0.85,166175.0,0.863,,0.43805,
159303.SZ,20260819,14100.0,1.595,22489.5,1.594,,0.0232545,
159302.SZ,20260819,16700.0,1.311,21893.7,1.323,,0.257302,
159301.SZ,20260819,200.0,0.963,192.6,0.963,,0.000826059,
159300.SZ,20260819,32900.0,5.09,167461.0,5.135,,0.222074,
159299.SZ,20260819,41400.0,0.694,28731.6,0.702,,0.15468,
159298.SZ,20260819,30300.0,1.261,38208.3,1.298,,0.485748,
159297.SZ,20260819,738107.0,0.73,538818.11,0.73,,0.219871,
159296.SZ,20260819,300.0,1.006,301.8,0.996,,0.0116469,
159295.SZ,20260819,11800.0,1.11,13098.0,1.139,,0.218255,
159293.SZ,20260819,0.0,,0.0,1.121,,0.0,
159292.SZ,20260819,0.0,,0.0,1.249,,0.0,
159291.SZ,20260819,0.0,,0.0,1.244,,0.0,
159290.SZ,20260819,13400.0,1.195,16013.0,1.217,,0.414447,
159289.SZ,20260819,6600.0,1.135,7491.0,1.151,,0.348024,
159288.SZ,20260819,0.0,,0.0,1.048,,0.0,
159287.SZ,20260819,27700.0,1.155,31993.5,1.179,,0.24823,
159110.SZ,20260819,100.0,102.366,10236.6,102.313,,0.000552366,
159109.SZ,20260819,37800.0,0.824,31147.2,0.83,,0.284371,
159108.SZ,20260819,0.0,,0.0,1.022,,0.0,
123275.SZ,20260819,580.0,145.05,84129.0,145.088,,,
123273.SZ,20260819,14280.0,366.0,5226480.0,366.801,,,
123272.SZ,20260819,1380.0,155.43,214493.4,154.65,,,
123271.SZ,20260819,290.0,165.23,47916.7,166.326,,,
123270.SZ,20260819,4360.0,256.255,1117271.8,255.999,,,
123269.SZ,20260819,220.0,150.39,33085.8,150.544,,,
123268.SZ,20260819,2600.0,196.0,509600.0,199.1,,,
123267.SZ,20260819,1480.0,321.688,476098.24,328.688,,,
123266.SZ,20260819,60.0,139.971,8398.26,139.971,,,
123265.SZ,20260819,120.0,136.675,16401.0,136.88,,,
123264.SZ,20260819,260.0,124.18,32286.8,124.187,,,
123263.SZ,20260819,600.0,149.2,89520.0,150.0,,,
123262.SZ,20260819,270.0,132.998,35909.46,133.497,,,
123261.SZ,20260819,22190.0,172.0,3816680.0,176.18,,,
123260.SZ,20260819,340.0,143.51,48793.4,143.867,,,
123259.SZ,20260819,170.0,156.6,26622.0,157.293,,,
123258.SZ,20260819,3500.0,348.418,1219463.0,360.5,,,
123257.SZ,20260819,260.0,154.85,40261.0,154.8,,,
123255.SZ,20260819,2180.0,434.98,948256.4,446.1,,,
123253.SZ,20260819,230.0,136.009,31282.07,136.009,,,
123252.SZ,20260819,1920.0,141.9,272448.0,139.42,,,
123250.SZ,20260819,7.0,125.271,876.897,125.266,,,
123247.SZ,20260819,490.0,192.678,94412.22,193.14,,,
123245.SZ,20260819,660.0,332.773,219630.18,333.406,,,
123243.SZ,20260819,1120.0,198.426,222237.12,198.99,,,
123241.SZ,20260819,1580.0,920.0,1453600.0,937.3,,,
123237.SZ,20260819,200.0,135.751,27150.2,135.745,,,
123235.SZ,20260819,10980.0,159.888,1755570.24,156.966,,,
123274.SZ,20260819,250.0,145.5,36375.0,145.8,,,
123276.SZ,20260819,5090.0,175.2,891768.0,176.5,,,
123225.SZ,20260819,150.0,140.306,21045.9,140.69,,,
123277.SZ,20260819,5280.0,145.0,765600.0,145.25,,,
127064.SZ,20260819,150.0,139.5,20925.0,139.8,,,
127062.SZ,20260819,290.0,124.517,36109.93,124.78,,,
127061.SZ,20260819,1460.0,109.3,159578.0,109.237,,,
127060.SZ,20260819,540.0,130.6,70524.0,130.0,,,
127059.SZ,20260819,310.0,130.482,40449.42,130.623,,,
127056.SZ,20260819,30.0,130.13,3903.9,130.0,,,
127055.SZ,20260819,1280.0,190.0,243200.0,191.0,,,
127054.SZ,20260819,70.0,125.501,8785.07,125.5,,,
127053.SZ,20260819,5580.0,187.008,1043504.64,189.889,,,
127050.SZ,20260819,40.0,129.7,5188.0,129.78,,,
127049.SZ,20260819,680.0,114.213,77664.84,114.11,,,
127047.SZ,20260819,0.0,,0.0,139.036,,,
127046.SZ,20260819,110.0,130.6,14366.0,130.861,,,
127045.SZ,20260819,430.0,117.49,50520.7,117.369,,,
127044.SZ,20260819,690.0,117.08,80785.2,116.97,,,
127040.SZ,20260819,50.0,123.18,6159.0,123.301,,,
127038.SZ,20260819,130.0,124.376,16168.88,124.73,,,
127037.SZ,20260819,710.0,554.006,393344.26,565.22,,,
127034.SZ,20260819,440.0,126.768,55777.92,127.009,,,
127033.SZ,20260819,0.0,,0.0,89.726,,,
127031.SZ,20260819,870.0,122.35,106444.5,122.224,,,
127030.SZ,20260819,30.0,117.992,3539.76,117.993,,,
127027.SZ,20260819,750.0,111.575,83681.25,111.461,,,
127025.SZ,20260819,0.0,,0.0,105.62,,,
123280.SZ,20260819,31934.0,130.0,4151420.0,100.0,,,
123279.SZ,20260819,147730.0,180.2,26620946.0,157.3,,,
123278.SZ,20260819,177276.0,175.13,31046345.88,157.3,,,
123229.SZ,20260819,10.0,131.0,1310.0,130.828,,,
123224.SZ,20260819,280.0,133.5,37380.0,133.63,,,
159107.SZ,20260819,311700.0,0.768,239385.6,0.78,,0.267743,
123158.SZ,20260819,1340.0,237.0,317580.0,241.41,,,
123155.SZ,20260819,460.0,134.15,61709.0,133.81,,,
123154.SZ,20260819,80.0,127.87,10229.6,127.995,,,
123151.SZ,20260819,0.0,,0.0,119.781,,,
123150.SZ,20260819,130.0,135.23,17579.9,135.25,,,
123149.SZ,20260819,490.0,132.77,65057.3,133.04,,,
123144.SZ,20260819,550.0,131.0,72050.0,131.149,,,
123142.SZ,20260819,70.0,125.805,8806.35,126.001,,,
123138.SZ,20260819,120.0,129.055,15486.6,129.054,,,
123133.SZ,20260819,30.0,130.688,3920.64,130.536,,,
123131.SZ,20260819,2180.0,301.188,656589.84,307.001,,,
123124.SZ,20260819,350.0,141.0,49350.0,141.65,,,
123122.SZ,20260819,530.0,129.75,68767.5,130.1,,,
123119.SZ,20260819,0.0,,0.0,125.434,,,
123118.SZ,20260819,2050.0,959.7,1967385.0,969.73,,,
123117.SZ,20260819,60.0,113.9,6834.0,113.899,,,
123114.SZ,20260819,2270.0,131.525,298561.75,130.509,,,
123113.SZ,20260819,340.0,114.521,38937.14,114.44,,,
123112.SZ,20260819,1950.0,142.9,278655.0,143.422,,,
123109.SZ,20260819,650.0,124.5,80925.0,125.162,,,
123107.SZ,20260819,520.0,113.1,58812.0,113.1,,,
123104.SZ,20260819,460.0,130.779,60158.34,131.29,,,
123092.SZ,20260819,640.0,119.396,76413.44,119.503,,,
123091.SZ,20260819,3160.0,139.0,439240.0,140.799,,,
123090.SZ,20260819,0.0,,0.0,111.736,,,
123088.SZ,20260819,70.0,116.701,8169.07,116.9,,,
123080.SZ,20260819,190.0,126.47,24029.3,126.6,,,
123076.SZ,20260819,690.0,125.01,86256.9,125.924,,,
123157.SZ,20260819,7640.0,139.11,1062800.4,141.011,,,
123160.SZ,20260819,20.0,159.0,3180.0,159.222,,,
123223.SZ,20260819,250.0,136.992,34248.0,137.699,,,
123165.SZ,20260819,290.0,133.395,38684.55,133.895,,,
123222.SZ,20260819,90.0,153.05,13774.5,153.199,,,
123220.SZ,20260819,130.0,132.427,17215.51,132.337,,,
123216.SZ,20260819,30.0,124.291,3728.73,124.142,,,
123215.SZ,20260819,20.0,124.885,2497.7,124.886,,,
123214.SZ,20260819,320.0,130.0,41600.0,129.745,,,
123213.SZ,20260819,8760.0,307.77,2696065.2,313.07,,,
123211.SZ,20260819,260.0,156.28,40632.8,156.75,,,
123209.SZ,20260819,300.0,165.2,49560.0,165.826,,,
123207.SZ,20260819,1600.0,235.465,376744.0,236.7,,,
123199.SZ,20260819,230.0,142.51,32777.3,142.503,,,
123196.SZ,20260819,110.0,126.336,13896.96,126.39,,,
123195.SZ,20260819,250.0,175.0,43750.0,177.42,,,
123194.SZ,20260819,600.0,140.13,84078.0,141.071,,,
123193.SZ,20260819,0.0,,0.0,128.872,,,
123192.SZ,20260819,0.0,,0.0,125.3,,,
123189.SZ,20260819,3460.0,144.139,498720.94,142.5,,,
123187.SZ,20260819,70.0,184.712,12929.84,185.42,,,
123183.SZ,20260819,0.0,,0.0,131.421,,,
123180.SZ,20260819,110.0,128.6,14146.0,128.658,,,
123179.SZ,20260819,800.0,122.211,97768.8,122.001,,,
123178.SZ,20260819,320.0,146.175,46776.0,146.0,,,
123176.SZ,20260819,2770.0,476.999,1321287.23,484.8,,,
123175.SZ,20260819,470.0,116.376,54696.72,116.2,,,
123173.SZ,20260819,520.0,139.303,72437.56,139.375,,,
123172.SZ,20260819,20.0,131.867,2637.34,131.866,,,
123171.SZ,20260819,140.0,134.095,18773.3,134.091,,,
123168.SZ,20260819,0.0,,0.0,127.734,,,
127067.SZ,20260819,6830.0,170.387,1163743.21,169.288,,,
127068.SZ,20260819,20.0,123.717,2474.34,123.717,,,
127069.SZ,20260819,10.0,129.3,1293.0,129.406,,,
159062.SZ,20260819,18800.0,0.86,16168.0,0.869,,0.150069,
159060.SZ,20260819,177200.0,1.049,185882.8,1.052,,2.21286,
159059.SZ,20260819,0.0,,0.0,1.018,,0.0,
159058.SZ,20260819,0.0,,0.0,0.982,,0.0,
159057.SZ,20260819,0.0,,0.0,1.022,,0.0,
159056.SZ,20260819,100.0,1.038,103.8,1.036,,0.000688912,
159055.SZ,20260819,0.0,,0.0,0.967,,0.0,
159053.SZ,20260819,25400.0,0.94,23876.0,0.954,,0.140777,
159052.SZ,20260819,13700.0,0.885,12124.5,0.894,,0.262736,
159051.SZ,20260819,0.0,,0.0,1.039,,0.0,
159050.SZ,20260819,430300.0,0.93,400179.0,0.94,,1.09279,
159049.SZ,20260819,0.0,,0.0,1.039,,0.0,
159048.SZ,20260819,129000.0,0.936,120744.0,0.948,,0.639802,
159046.SZ,20260819,0.0,,0.0,0.912,,0.0,
159045.SZ,20260819,600.0,0.842,505.2,0.848,,0.00600835,
159042.SZ,20260819,0.0,,0.0,0.993,,0.0,
159041.SZ,20260819,37448.0,1.026,38421.648,1.027,,0.855539,
159040.SZ,20260819,500.0,1.08,540.0,1.112,,0.00966388,
159039.SZ,20260819,731400.0,0.917,670693.8,0.923,,1.30109,
159038.SZ,20260819,2083200.0,0.964,2008204.8,0.963,,7.72945,
159037.SZ,20260819,0.0,,0.0,0.989,,0.0,
159036.SZ,20260819,95000.0,0.949,90155.0,0.966,,0.58701,
159035.SZ,20260819,7400.0,0.848,6275.2,0.86,,0.0447438,
159033.SZ,20260819,970234.0,1.018,987698.212,1.018,,3.2323,
159032.SZ,20260819,12800.0,0.899,11507.2,0.922,,0.0642864,
159031.SZ,20260819,320300.0,0.995,318698.5,0.998,,3.38427,
159030.SZ,20260819,2598400.0,0.902,2343756.8,0.9,,11.573,
159029.SZ,20260819,333100.0,0.917,305452.7,0.941,,1.47837,
159061.SZ,20260819,0.0,,0.0,0.923,,0.0,
159063.SZ,20260819,2540000.0,1.116,2834640.0,1.095,,25.0537,
127070.SZ,20260819,1180.0,340.0,401200.0,344.521,,,
159065.SZ,20260819,0.0,,0.0,0.951,,0.0,
159106.SZ,20260819,0.0,,0.0,1.105,,0.0,
159105.SZ,20260819,49900.0,0.934,46606.6,0.935,,0.0348058,
159103.SZ,20260819,2200.0,0.657,1445.4,0.663,,0.0231472,
159102.SZ,20260819,35500.0,0.822,29181.0,0.823,,0.0627531,
159101.SZ,20260819,342300.0,0.754,258094.2,0.76,,0.187364,
159100.SZ,20260819,717000.0,1.04,745680.0,1.045,,1.76688,
159099.SZ,20260819,486932.0,1.009,491314.388,1.044,,3.16074,
159098.SZ,20260819,1000.0,0.993,993.0,0.994,,0.00446009,
