ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
000930.SZ,20260820,4.85,2.0014,4.5246,1.01,234.671,,0.8653,0.5142,0.5295,,0.6186,185644.0,185635.0,82111.5,900375.0,900329.0,
600580.SH,20260820,31.0,4.9788,7.384,1.19,43.0009,42.7019,4.3387,3.1336,3.1444,0.4019,0.5804,156212.0,155763.0,105027.0,4842560.0,4828660.0,
688246.SH,20260820,17.8,2.6167,4.4397,1.28,,,1.8985,6.0602,6.3168,,,13758.6,13758.6,8109.18,244902.0,244902.0,
605077.SH,20260820,11.03,1.0309,1.6529,0.79,16.6882,23.6341,1.0894,0.798,0.7332,6.3463,4.5331,30305.0,29943.0,18676.0,334264.0,330271.0,
301106.SZ,20260820,22.54,11.9173,36.4141,2.54,35.3988,43.3995,2.4829,3.5398,3.4443,1.2615,1.1091,14296.1,14296.1,4678.71,322234.0,322234.0,
002205.SZ,20260820,10.64,1.1763,1.6855,1.0,,,7.707,2.9364,2.6287,,,18584.3,18584.3,12970.4,197737.0,197737.0,
601988.SH,20260820,6.05,0.1033,1.7821,0.81,8.0215,7.9473,0.7132,2.9612,2.8999,5.3476,3.7405,32221200.0,21076600.0,1222240.0,194939000.0,127513000.0,
000767.SZ,20260820,3.41,3.097,4.8177,0.45,53.4888,60.7845,1.7336,0.6785,0.6862,,,307694.0,291225.0,187210.0,1049240.0,993076.0,
603938.SH,20260820,43.13,3.5447,10.2881,0.72,205.514,179.089,6.4963,7.8697,7.3352,0.0393,0.0508,38262.4,38262.4,13183.0,1650260.0,1650260.0,
000819.SZ,20260820,11.92,0.9838,1.4807,0.74,,,2.1014,1.1872,0.9546,0.8394,,36950.4,36602.0,24319.7,440449.0,436296.0,
688700.SH,20260820,57.22,3.5787,5.1634,0.72,141.185,96.1645,8.8096,15.5451,12.8508,0.1745,0.3494,29840.1,29840.1,20681.9,1707450.0,1707450.0,
601699.SH,20260820,16.26,0.9833,2.6192,0.9,43.6175,41.3266,1.0493,1.7484,1.73,2.5215,1.1501,299141.0,299141.0,112306.0,4864030.0,4864030.0,
688558.SH,20260820,32.2,0.7054,2.1768,0.62,27.029,25.9693,2.4195,3.3489,3.2615,1.8492,2.3115,13200.0,13200.0,4277.2,425040.0,425040.0,
920833.BJ,20260820,9.62,0.8755,1.5221,0.34,38.0918,50.8354,1.7889,2.5163,2.6315,2.6169,2.5988,11450.4,8655.49,4978.78,110153.0,83265.8,
688825.SH,20260820,57.57,6.5826,6.5826,0.65,2053.66,136.556,47.1136,62.3038,36.1881,,,6688090.0,450304.0,450304.0,385033000.0,25924000.0,
920879.BJ,20260820,12.59,0.4538,0.9406,0.78,30.6124,31.9071,3.8901,6.1999,6.2256,2.3353,1.9704,20086.9,15031.1,7252.12,252894.0,189241.0,
301367.SZ,20260820,44.35,2.2615,3.3823,0.99,24.6232,28.9168,1.8056,4.7924,4.6179,0.6398,1.0597,12528.4,9809.92,6559.1,555636.0,435070.0,
920403.BJ,20260820,21.31,14.0225,18.0986,1.47,30.6729,27.6247,4.1304,6.4401,6.1768,0.6094,0.8532,10929.7,6500.29,5036.33,232912.0,138521.0,
300727.SZ,20260820,26.74,1.0765,2.1736,0.6,40.1503,39.0968,3.4889,3.4159,3.185,0.8617,1.1219,18013.6,16210.9,8028.59,481685.0,433479.0,
002142.SZ,20260820,34.18,0.8547,1.7121,2.34,7.6948,7.2522,0.9297,3.1362,2.9598,3.5108,3.5108,660359.0,659938.0,329442.0,22571100.0,22556700.0,
920156.BJ,20260820,37.82,5.6105,5.6105,1.03,25.598,18.4295,5.2447,3.6994,2.9836,,,10412.0,2170.8,2170.8,393782.0,82099.7,
002290.SZ,20260820,65.59,3.3738,6.0199,1.07,99.6107,80.3312,15.4667,6.37,6.2882,,0.3202,24811.2,24732.7,13861.3,1627370.0,1622220.0,
600208.SH,20260820,2.98,0.9883,2.2889,0.89,97.105,167.225,0.6068,7.0646,7.425,,,850894.0,850798.0,367348.0,2535660.0,2535380.0,
300080.SZ,20260820,3.7,0.5698,1.3431,0.86,,,1.6128,1.9609,2.0655,,,187338.0,187083.0,79369.3,693151.0,692207.0,
002821.SZ,20260820,182.4,7.875,12.5878,1.96,58.0847,59.2507,3.6644,9.8626,9.4917,0.6008,0.7105,36066.3,31704.4,19834.4,6578500.0,5782880.0,
600714.SH,20260820,14.75,4.5534,7.03,0.93,139.059,299.318,5.6453,12.7828,14.1444,0.4746,0.3051,28817.6,28817.6,18665.5,425060.0,425060.0,
603883.SH,20260820,13.27,2.5161,4.6524,0.81,26.3731,25.4906,1.4811,0.4529,0.4519,1.6588,3.0897,75889.0,75889.0,41042.4,1007050.0,1007050.0,
002549.SZ,20260820,13.57,1.8298,3.1966,0.74,137.638,272.469,4.595,15.0575,14.9338,,0.3685,69534.8,69236.0,39632.5,943587.0,939532.0,
300607.SZ,20260820,32.69,8.505,9.5255,0.62,211.07,132.025,5.3431,6.2118,5.8055,,0.0974,47697.2,33749.9,30134.2,1559220.0,1103290.0,
002331.SZ,20260820,6.89,2.536,3.2676,1.34,,,2.045,2.1978,2.1045,0.4324,,42841.0,40207.9,31205.3,295174.0,277032.0,
920047.BJ,20260820,17.51,4.1413,4.5321,1.5,,,18.0812,72.2729,73.2429,,,27427.2,18010.6,16457.4,480250.0,315366.0,
002661.SZ,20260820,8.13,2.7505,4.6554,2.23,28.5318,65.1204,1.1506,0.6083,0.6004,3.4608,3.4608,32384.6,30841.7,18221.7,263287.0,250743.0,
002340.SZ,20260820,6.46,1.0634,1.1626,0.68,20.8572,20.7109,1.5106,0.8879,0.8764,1.021,1.4668,510236.0,507598.0,464314.0,3296120.0,3279080.0,
300352.SZ,20260820,2.26,1.2601,1.3169,0.78,,,3.2444,10.7129,11.2781,,,144982.0,127613.0,122113.0,327660.0,288405.0,
002410.SZ,20260820,9.11,1.6014,1.912,1.06,37.1481,36.7524,2.4764,2.4799,2.5059,1.6334,2.5045,165194.0,157012.0,131503.0,1504920.0,1430380.0,
002367.SZ,20260820,5.37,1.012,1.9204,0.56,12.9744,14.3825,1.1726,0.9632,0.9493,5.5866,2.7933,79774.5,79457.6,41870.4,428389.0,426687.0,
688129.SH,20260820,21.23,0.7359,2.1154,0.82,25.4301,25.0333,2.4751,3.8594,3.848,0.652,1.2028,12047.9,12047.9,4190.88,255776.0,255776.0,
688221.SH,20260820,22.07,7.7184,10.163,1.58,,2387.75,7.4593,67.0004,21.0789,,,37457.9,37457.9,28447.9,826695.0,826695.0,
301225.SZ,20260820,56.9,7.7379,8.2555,1.02,60.1193,63.111,5.1172,7.1947,6.746,0.52,0.3725,14409.2,4398.8,4123.0,819885.0,250292.0,
002614.SZ,20260820,5.0,1.7158,1.9859,1.2,254.078,,0.7227,0.6131,0.598,1.9992,2.0,62373.9,44126.6,38125.6,311870.0,220633.0,
300756.SZ,20260820,28.91,2.0854,2.1552,0.99,79.1278,58.7983,4.3019,9.302,8.8438,0.1235,0.2965,22063.7,19199.6,18578.2,637863.0,555060.0,
002007.SZ,20260820,13.54,2.7183,4.3769,3.62,26.2865,28.824,2.1091,5.3797,5.5061,5.1749,7.3891,182569.0,157354.0,97726.4,2471990.0,2130580.0,
603580.SH,20260820,74.79,10.119,30.6025,1.17,222.926,242.244,21.8408,29.6337,21.8943,0.1096,0.1096,13067.3,13067.3,4320.82,977305.0,977305.0,
600463.SH,20260820,8.15,1.1309,2.7225,1.21,,,2.7545,4.4428,3.7161,,,30000.0,30000.0,12461.9,244500.0,244500.0,
600310.SH,20260820,4.12,1.9661,4.0115,0.46,,,2.2228,1.6264,1.6045,0.7282,0.7282,146571.0,146571.0,71835.2,603873.0,603873.0,
601878.SH,20260820,9.2,0.3172,0.5925,0.68,17.4426,16.1346,1.1162,4.7596,4.4179,1.6166,1.8322,457380.0,457380.0,244897.0,4207890.0,4207890.0,
605300.SH,20260820,9.75,0.6813,2.3312,0.85,143.861,99.0824,1.5356,1.9638,1.9789,0.6092,0.7107,45439.9,45439.9,13279.7,443039.0,443039.0,
000011.SZ,20260820,8.21,1.9296,5.4318,1.0,144.399,2976.0,1.4536,2.053,2.0003,,0.2436,59597.9,52647.6,18702.6,489299.0,432236.0,
002955.SZ,20260820,34.83,1.8929,3.3653,0.64,159.221,875.348,2.5646,2.5451,2.4648,3.6406,,23664.0,19564.7,11004.9,824217.0,681438.0,
603189.SH,20260820,9.2,1.7717,2.9255,1.4,471.262,,1.7299,9.6954,8.1878,1.6151,1.0767,26954.8,26954.8,16324.4,247984.0,247984.0,
300187.SZ,20260820,4.6,1.1785,2.2216,0.54,26.4251,23.2209,2.5132,3.673,3.6461,3.6304,2.3261,64562.2,64237.8,34077.1,296986.0,295494.0,
000800.SZ,20260820,6.18,0.2995,1.3702,1.32,41.976,38.2655,1.1483,0.4852,0.4532,0.8091,0.7282,492128.0,492084.0,107569.0,3041350.0,3041080.0,
301563.SZ,20260820,122.82,7.0144,7.0144,0.66,105.144,49.3044,7.7291,3.2112,2.2884,,0.3132,8465.09,1913.57,1913.57,1039680.0,235025.0,
600802.SH,20260820,4.59,1.1589,1.6544,0.97,,,2.2988,1.3767,1.4497,,,45824.8,45824.8,32099.2,210336.0,210336.0,
301183.SZ,20260820,225.38,14.0243,17.6583,1.35,179.423,131.867,17.4428,20.5784,18.0021,0.0554,0.0799,8007.63,5869.96,4661.95,1804760.0,1322970.0,
002554.SZ,20260820,2.82,0.9196,1.3251,0.64,,,1.9697,1.6155,1.5784,,,133372.0,133347.0,92535.3,376109.0,376039.0,
920266.BJ,20260820,7.84,5.6875,10.2375,1.1,,,1.1093,2.2452,2.2808,,,12400.0,11849.0,6582.8,97216.0,92896.5,
300318.SZ,20260820,5.34,4.7457,10.1419,4.17,,,3.4106,5.2903,5.3671,,,81690.0,79241.9,37079.8,436225.0,423152.0,
688319.SH,20260820,29.4,3.7611,5.5812,1.58,535.443,,13.7107,16.9266,15.6905,,,40540.9,40540.9,27319.8,1191900.0,1191900.0,
003026.SZ,20260820,29.35,4.9886,6.5008,0.89,127.937,110.537,8.0896,12.8486,12.3175,0.3517,0.469,18776.8,14456.1,11093.4,551098.0,424286.0,
601236.SH,20260820,6.81,0.2262,0.9921,1.01,26.3366,28.6932,1.2498,13.1312,13.8273,2.2576,3.087,469323.0,469323.0,106996.0,3196090.0,3196090.0,
301098.SZ,20260820,8.62,4.8517,5.1893,1.3,,,1.9304,2.8796,3.0215,0.461,,23145.2,19298.7,18043.2,199511.0,166355.0,
603418.SH,20260820,43.2,1.577,1.577,0.76,17.0118,16.5158,1.8021,1.6743,1.6463,,1.9213,19306.8,4136.46,4136.46,834056.0,178695.0,
002042.SZ,20260820,3.77,1.0368,1.7846,0.7,111.702,86.9843,1.085,0.7965,0.8118,,0.2963,170068.0,170068.0,98799.4,641157.0,641157.0,
603536.SH,20260820,9.71,1.4639,3.3002,0.53,,,6.6721,1.6569,1.629,,,24053.2,24053.2,10669.6,233557.0,233557.0,
688197.SH,20260820,38.96,9.7148,11.1501,2.74,,,8.7118,668.481,167.133,,,14871.9,6400.49,5576.62,579411.0,249363.0,
002692.SZ,20260820,4.17,1.3669,1.9168,0.8,1688.59,,2.6211,0.6739,0.6503,0.4796,0.4796,71814.6,71773.4,51182.8,299467.0,299295.0,
001380.SZ,20260820,16.51,0.3614,0.9994,0.49,16.2562,17.6793,2.2744,2.2447,2.2755,1.2278,0.6057,27085.4,23273.2,8417.32,447180.0,384241.0,
920167.BJ,20260820,14.79,1.1058,2.0179,0.61,74.9947,26.4661,2.4457,0.5033,0.464,0.2629,0.2028,11002.7,6536.38,3582.05,162729.0,96673.1,
000793.SZ,20260820,2.15,0.349,0.3596,0.8,,,308.584,26.5427,26.0408,,,439394.0,266470.0,258620.0,944697.0,572911.0,
300242.SZ,20260820,4.06,1.9318,2.4549,0.53,,,10.6251,1.4221,1.7067,,,63455.5,63455.5,49932.9,257629.0,257629.0,
600792.SH,20260820,3.6,5.3572,16.428,2.37,,,1.6374,0.7287,0.7023,,,110992.0,110992.0,36194.4,399572.0,399572.0,
301287.SZ,20260820,40.03,5.7811,5.7811,0.42,38.4314,44.9546,2.2635,4.5584,4.584,1.6987,1.0492,6667.0,1703.14,1703.14,266880.0,68176.7,
002662.SZ,20260820,3.16,0.7784,1.3426,1.15,19.0477,20.9016,1.0606,1.6282,1.6367,2.2785,1.5823,150000.0,149998.0,86961.3,474000.0,473994.0,
605499.SH,20260820,123.07,0.8663,2.5751,0.8,20.4649,18.4129,4.6396,4.3285,4.0014,3.1252,3.1252,73419.9,67601.7,22743.1,9035790.0,8319740.0,
603999.SH,20260820,5.6,0.8003,1.8981,0.57,37.7289,37.6669,1.5541,3.5698,3.7877,0.5893,0.8036,57600.0,57600.0,24285.4,322560.0,322560.0,
601669.SH,20260820,4.63,0.5266,0.8511,0.76,7.97,8.5418,0.5419,0.1235,0.1231,2.7419,2.279,1722620.0,1307150.0,808779.0,7975710.0,6052120.0,
300749.SZ,20260820,23.38,3.3106,4.1528,0.58,538.333,,8.711,5.6641,6.31,,,20516.9,15739.6,12547.4,479686.0,367991.0,
920694.BJ,20260820,15.14,0.845,1.5596,0.89,22.1505,21.5768,2.1637,2.8058,2.8276,1.5397,1.9902,13150.9,6246.68,3384.4,199105.0,94574.7,
603879.SH,20260820,5.35,1.7426,2.5762,0.76,,,8.2967,5.8302,5.7136,,,35934.4,35934.4,24307.8,192249.0,192249.0,
300570.SZ,20260820,213.4,20.4518,25.4505,1.62,162.123,160.535,29.055,31.3358,28.1929,0.3749,0.4686,22712.7,19219.3,15444.4,4846890.0,4101390.0,
600016.SH,20260820,3.47,0.6902,0.8708,1.41,4.9709,5.179,0.264,1.0634,1.056,5.7061,5.4467,4378240.0,3546210.0,2810980.0,15192500.0,12305400.0,
300619.SZ,20260820,25.65,1.9191,1.9964,0.63,301.747,81.9083,3.6735,3.0064,2.8736,,0.099,22620.0,19043.2,18305.4,580202.0,488459.0,
000058.SZ,20260820,6.73,0.6688,2.2822,1.0,119.404,118.517,4.0665,4.9098,4.9911,0.1857,0.3566,123120.0,98473.9,28857.6,828598.0,662730.0,
002217.SZ,20260820,1.45,0.9323,1.3156,0.62,477.27,778.99,5.8025,6.436,6.0671,,,747940.0,727934.0,515821.0,1084510.0,1055500.0,
688253.SH,20260820,57.16,1.8986,3.751,0.91,54.197,87.1792,3.7359,18.5532,24.1761,0.9608,0.7751,13698.4,13698.4,6933.68,783002.0,783002.0,
605162.SH,20260820,9.01,4.7015,14.4762,0.76,32.4062,33.3019,3.0898,5.6396,5.892,1.8069,1.7522,44284.6,44284.6,14382.5,399005.0,399005.0,
301150.SZ,20260820,38.1,3.5181,6.7928,0.52,188.919,88.5355,3.3638,2.101,1.9215,,0.5143,32390.4,30383.9,15736.5,1234070.0,1157630.0,
301395.SZ,20260820,12.16,3.7394,3.7394,0.91,88.1334,,2.048,1.3388,1.3853,0.6766,,24285.0,12732.9,12732.9,295306.0,154833.0,
002986.SZ,20260820,13.45,1.8839,2.2518,1.1,,,1.3464,0.6269,0.6006,2.2503,,38012.1,30183.7,25253.1,511263.0,405971.0,
600975.SH,20260820,5.0,1.083,1.6717,0.92,,,3.4974,0.8609,0.8979,,,124966.0,124966.0,80962.0,624831.0,624831.0,
003017.SZ,20260820,22.42,1.8538,2.2009,0.48,22.6323,22.2913,1.9364,2.1617,2.1031,2.217,2.2302,10080.0,8348.11,7031.59,225994.0,187165.0,
001267.SZ,20260820,37.01,4.5097,7.1423,0.62,329.838,374.115,17.8799,18.4851,15.1894,0.135,0.1703,78500.3,60855.7,38424.4,2905300.0,2252270.0,
688525.SH,20260820,234.67,3.5976,4.3734,0.55,129.728,28.0193,13.0006,9.791,6.6771,,0.0912,47156.7,47156.7,38790.9,11066300.0,11066300.0,
300334.SZ,20260820,8.42,1.7708,2.8238,0.87,,,4.6439,10.4966,9.0023,,,30206.5,30203.0,18940.3,254339.0,254309.0,
300289.SZ,20260820,6.04,2.3728,4.4285,1.9,,,2.0095,10.0698,10.3373,,,54401.1,54315.6,29102.3,328583.0,328067.0,
600019.SH,20260820,5.89,0.404,1.1356,0.8,12.401,12.6574,0.6158,0.4041,0.3988,3.6756,5.0504,2178210.0,2141410.0,761853.0,12829600.0,12612900.0,
002106.SZ,20260820,10.21,1.7709,2.4679,0.64,29.4013,35.1577,1.283,1.2036,1.2081,0.9794,0.9794,70581.6,70490.2,50582.9,720638.0,719705.0,
000733.SZ,20260820,39.16,1.5746,2.2825,0.63,21.1634,22.0808,1.3769,3.7709,3.8182,0.4597,0.9704,55416.9,55409.5,38225.7,2170130.0,2169830.0,
920371.BJ,20260820,8.12,3.8667,13.2312,1.6,19.2759,19.2991,2.6277,1.8429,1.8113,1.2315,1.2315,20544.6,19481.0,5693.14,166822.0,158185.0,
603309.SH,20260820,11.96,2.4341,4.8956,1.19,45.7341,60.9737,1.9626,2.14,2.1094,4.1949,4.1806,29187.1,29187.1,14511.7,349078.0,349078.0,
603712.SH,20260820,11.2,1.1134,2.1539,0.87,,,2.2607,4.0254,3.9703,,,77200.0,77200.0,39906.2,864640.0,864640.0,
600216.SH,20260820,14.52,8.7779,14.0813,1.28,15.9873,18.5849,1.2422,1.5723,1.5838,2.5227,1.9214,96163.8,95138.9,59307.0,1396300.0,1381420.0,
000016.SZ,20260820,2.31,0.7495,1.1156,0.74,,,,0.5655,0.6031,,,240795.0,159659.0,107257.0,556235.0,368813.0,
300177.SZ,20260820,6.16,1.4568,1.5761,1.01,,,3.6315,4.5279,4.4957,,,74416.9,60630.3,56039.5,458408.0,373483.0,
300070.SZ,20260820,3.45,0.9629,1.5558,1.23,205.033,203.527,0.4571,1.6063,1.6686,0.1159,0.1159,362421.0,343477.0,212582.0,1250350.0,1184990.0,
301166.SZ,20260820,34.06,9.8801,13.673,2.51,,,1.4725,2.7082,2.605,0.6719,1.7426,8616.85,5642.05,4076.97,293490.0,192168.0,
688368.SH,20260820,129.41,2.9135,7.1425,0.97,740.807,333.684,8.1325,16.8012,14.2426,0.1648,0.549,20380.7,12370.7,5046.24,2637460.0,1600890.0,
301602.SZ,20260820,17.98,7.6085,21.115,0.89,51.7139,64.8726,5.6235,18.9917,20.6247,0.5673,0.8343,42833.0,20849.9,7512.94,770137.0,374882.0,
300468.SZ,20260820,21.1,7.6398,9.3702,2.19,150.693,155.487,6.7758,17.7425,17.0727,0.4739,0.2844,53064.9,52979.0,43195.6,1119670.0,1117860.0,
301596.SZ,20260820,47.8,5.2779,6.2732,0.73,49.2105,50.7894,5.7706,7.9927,7.7521,1.1955,0.8966,10803.1,4384.33,3688.71,516391.0,209571.0,
600339.SH,20260820,3.34,0.9589,3.4493,0.88,52.3463,50.0457,0.693,0.1871,0.1876,1.4371,0.7784,558315.0,558315.0,155218.0,1864770.0,1864770.0,
000672.SZ,20260820,13.69,1.2273,2.9257,0.67,20.8126,22.5079,1.4604,2.8282,2.974,4.526,3.4484,96939.5,96939.5,40664.9,1327100.0,1327100.0,
002676.SZ,20260820,5.06,2.7533,4.4556,1.16,45.6982,43.9836,2.7076,1.2558,1.2747,0.1976,0.1976,72000.0,71997.6,44489.4,364320.0,364308.0,
002169.SZ,20260820,12.75,2.2715,2.91,0.76,73.6395,51.0853,3.5692,2.6108,2.373,0.6275,0.6275,78270.4,75867.4,59221.4,997948.0,967309.0,
300426.SZ,20260820,6.25,4.9589,6.6653,0.6,,,18.2937,24.8419,22.9088,,,45038.3,40000.0,29759.5,281489.0,250000.0,
300164.SZ,20260820,10.42,24.068,26.8922,0.96,167.445,267.343,4.4537,5.3489,5.5356,,,58845.9,58321.1,52196.4,613174.0,607706.0,
301211.SZ,20260820,13.48,13.1149,42.4004,2.18,161.247,166.533,2.4663,12.4182,12.2635,1.279,0.4451,41760.0,41759.5,12916.6,562925.0,562918.0,
001269.SZ,20260820,18.99,0.7587,2.4488,0.77,,,5.4217,7.5447,8.0101,,,19241.2,19241.2,5961.24,365391.0,365391.0,
300807.SZ,20260820,35.57,2.8643,4.3522,1.25,,,5.4962,15.1093,17.2732,,,6803.96,5193.92,3418.25,242017.0,184748.0,
600755.SH,20260820,5.68,0.466,0.769,0.89,23.8513,35.5196,0.6294,0.036,0.0343,5.891,3.8732,213762.0,213216.0,129208.0,1214170.0,1211070.0,
002135.SZ,20260820,5.86,0.743,1.2519,0.72,133.437,376.966,1.0541,0.697,0.7398,1.1945,0.168,111552.0,104387.0,61947.6,653696.0,611709.0,
301169.SZ,20260820,51.59,1.7009,4.3866,0.77,,,8.5745,10.2602,10.349,,,7204.05,7200.9,2792.14,371657.0,371494.0,
601212.SH,20260820,5.54,3.014,8.2955,1.49,,,2.5808,0.48,0.4718,0.0722,,740477.0,740477.0,269034.0,4102240.0,4102240.0,
300107.SZ,20260820,6.39,2.1628,2.7038,0.77,,243.792,2.3669,7.7264,6.1182,0.2503,,56278.2,34774.7,27815.6,359618.0,222210.0,
600487.SH,20260820,62.02,7.9528,11.0583,0.74,57.071,47.3747,4.7199,2.288,2.1431,0.3675,0.4393,246639.0,245365.0,176459.0,15296600.0,15217500.0,
001234.SZ,20260820,22.75,1.8369,5.5857,0.45,52.4443,61.6022,2.6163,2.9417,2.8701,1.3287,1.2844,10859.0,9148.55,3008.55,247041.0,208130.0,
300357.SZ,20260820,25.95,7.0215,12.8736,2.29,35.667,31.907,4.9612,12.7889,12.5021,0.8478,0.9634,52358.4,48391.4,26393.7,1358700.0,1255760.0,
300958.SZ,20260820,12.0,3.8965,4.1586,1.39,,,1.5558,3.1228,4.0708,,,15673.7,9104.94,8530.98,188084.0,109259.0,
000811.SZ,20260820,39.25,4.3615,6.8881,1.02,69.0216,66.2637,5.963,5.5241,5.3339,0.49,0.2548,99247.8,97839.6,61951.6,3895480.0,3840200.0,
688208.SH,20260820,25.2,0.8233,1.32,0.55,18.0459,18.1398,4.3813,3.4946,3.3521,3.5864,4.2407,67018.6,67018.6,41801.6,1688870.0,1688870.0,
000876.SZ,20260820,7.03,0.7461,1.645,0.75,,,1.6804,0.2962,0.2885,0.3432,,450278.0,450001.0,204117.0,3165450.0,3163500.0,
688472.SH,20260820,10.26,0.8091,2.1873,0.93,36.7983,25.1212,1.5814,0.9285,0.9634,0.9,0.9498,364314.0,364314.0,134765.0,3737860.0,3737860.0,
000885.SZ,20260820,13.02,0.7122,2.4391,1.41,6.7629,6.5448,0.8537,1.2737,1.2565,2.7343,2.9647,64207.8,64207.8,18747.4,835986.0,835986.0,
688709.SH,20260820,25.92,1.6393,2.0458,0.73,107.464,255.441,5.6708,21.7202,23.3274,0.0772,0.189,63684.7,22174.6,17768.7,1650710.0,574766.0,
603357.SH,20260820,5.99,0.52,0.987,0.89,9.181,11.1852,0.8413,1.3307,1.4127,5.8434,3.339,56054.3,56054.3,29530.5,335765.0,335765.0,
001319.SZ,20260820,19.37,2.4137,3.8004,1.09,19.4474,19.6508,1.9434,2.2037,2.1118,2.0134,1.8069,14140.0,6346.46,4030.88,273892.0,122931.0,
300382.SZ,20260820,15.86,3.3288,5.0545,0.73,,,4.5168,4.894,4.8132,,,64840.0,64833.8,42698.1,1028360.0,1028260.0,
000831.SZ,20260820,57.95,3.3993,5.486,0.67,356.351,248.154,12.1476,19.3262,20.8219,,0.05,106122.0,106122.0,65757.3,6149770.0,6149770.0,
600725.SH,20260820,3.16,1.9782,2.8356,1.51,,,15.176,7.0967,7.5876,,,123247.0,123247.0,85981.1,389461.0,389461.0,
688488.SH,20260820,17.16,4.5564,8.7462,1.62,,,7.4095,10.0402,10.325,,,42078.3,42078.3,21920.9,722063.0,722063.0,
603759.SH,20260820,7.42,0.5377,1.3717,0.82,19.3806,26.2044,1.1722,1.0646,0.7773,,1.5499,46176.0,46176.0,18099.7,342626.0,342626.0,
301178.SZ,20260820,36.05,2.4303,2.8918,0.77,448.142,428.591,4.2994,7.0366,5.8037,,0.0978,9310.43,6868.76,5772.49,335641.0,247619.0,
300891.SZ,20260820,7.19,1.6906,2.8173,0.98,,,2.3811,1.656,1.6486,0.1382,,40000.8,33347.4,20011.1,287606.0,239768.0,
300227.SZ,20260820,11.67,3.3969,3.7774,0.63,,,5.0921,4.3362,3.95,,,59576.1,45635.5,41038.2,695254.0,532566.0,
300416.SZ,20260820,15.02,2.8843,4.1325,0.91,29.6702,28.3321,2.7063,3.3984,3.2696,0.9987,0.9987,50854.8,50512.5,35256.1,763839.0,758698.0,
688215.SH,20260820,44.17,1.7013,4.0882,1.04,113.482,94.8648,8.0946,9.2133,8.3082,0.1299,0.2799,9035.13,9035.13,3759.9,399082.0,399082.0,
301185.SZ,20260820,16.35,1.1072,1.5499,0.78,43.0823,47.9638,2.3061,13.362,13.894,1.8349,1.2232,15341.8,13866.7,9905.49,250838.0,226721.0,
688168.SH,20260820,35.76,2.8103,4.2961,0.82,,,3.8624,6.9501,8.4751,,,10805.9,10805.9,7068.61,386419.0,386419.0,
688663.SH,20260820,55.34,1.5518,2.5026,0.51,114.405,152.655,7.871,5.4347,5.9606,0.7617,0.281,19724.8,19724.8,12230.7,1091570.0,1091570.0,
301296.SZ,20260820,6.43,0.7114,1.639,1.15,62.9146,75.1189,1.0339,0.9389,0.8261,0.879,,42754.2,42753.2,18557.0,274909.0,274903.0,
600251.SH,20260820,10.51,3.4496,6.2208,1.59,23.4362,17.9638,2.0213,3.2471,3.2826,1.7127,1.5224,77699.4,77699.4,43085.9,816620.0,816620.0,
601368.SH,20260820,4.6,0.4776,1.108,1.11,42.6536,34.3236,0.84,1.6228,1.6197,0.6522,0.7609,88297.3,88297.3,38062.6,406168.0,406168.0,
600219.SH,20260820,4.65,4.611,8.5614,2.53,11.2763,12.2545,1.0712,1.5424,1.4866,8.3821,9.3478,1148370.0,1148370.0,618487.0,5339920.0,5339920.0,
002671.SZ,20260820,3.93,1.4966,2.5246,0.99,46.4937,40.2707,1.3458,1.5117,1.4868,,,56159.1,55139.6,32687.4,220705.0,216699.0,
300065.SZ,20260820,15.11,6.7417,6.9703,0.96,270.618,1521.97,6.2062,15.22,23.6371,,,72153.9,65689.5,63534.7,1090250.0,992568.0,
000531.SZ,20260820,5.61,0.5235,1.0988,0.56,19.3135,14.6582,0.8407,1.4107,1.4682,2.4725,1.9466,104140.0,90974.5,43344.2,584226.0,510367.0,
301320.SZ,20260820,13.07,1.5124,2.5139,0.99,231.182,,2.2569,2.6038,2.4743,0.7539,0.3784,18201.0,11420.9,6870.92,237887.0,149271.0,
002958.SZ,20260820,2.94,1.5494,2.0404,1.42,5.2214,5.1131,0.4315,1.6289,1.6733,4.0816,4.0816,555563.0,543956.0,413064.0,1633350.0,1599230.0,
003002.SZ,20260820,16.1,1.8724,3.5864,1.12,18.717,19.5619,2.0747,2.4535,2.4588,0.9277,1.2422,20000.0,18284.7,9546.24,322000.0,294384.0,
603025.SH,20260820,13.9,1.0051,4.438,0.44,21.8577,18.4015,5.6202,5.1708,4.6357,2.5011,3.2374,111665.0,110917.0,25120.9,1552150.0,1541750.0,
300675.SZ,20260820,12.82,1.2479,2.1838,1.04,,,3.8221,7.3712,7.2274,0.078,,14666.7,14666.7,8380.96,188027.0,188027.0,
000886.SZ,20260820,4.55,1.513,2.0731,1.17,29.0958,31.081,1.4161,6.8461,6.0391,,,98882.8,97782.8,71363.5,449917.0,444912.0,
600315.SH,20260820,18.4,3.713,7.7544,3.94,46.2251,32.312,1.7502,1.9579,1.8656,0.2115,1.2958,67222.6,67222.6,32188.2,1236900.0,1236900.0,
603822.SH,20260820,57.76,1.505,2.4606,1.69,141.554,25.107,9.836,0.9185,0.7626,,0.2119,7682.59,7682.59,4699.04,443746.0,443746.0,
