ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
002380.SZ,20260821,,2.6734,,,,42.4311,2.6894,,,,,,,,654457.0,,
002086.SZ,20260821,,3.9051,,,,,3.0896,,,,,,,,391789.0,,
002319.SZ,20260821,,5.3973,,,,,13.2332,,,,,,,,236494.0,,
300920.SZ,20260821,,1.4782,,,,174.38,3.7232,,,,,,,,438880.0,,
688108.SH,20260821,,2.3039,,,,112.297,7.7866,,,,,,,,772375.0,,
603116.SH,20260821,,0.8999,,,,,1.4263,,,,,,,,360702.0,,
300232.SZ,20260821,,1.3874,,,,,1.2516,,,,,,,,565868.0,,
600690.SH,20260821,,0.6311,,,,10.4509,1.5626,,,,,,,,19561700.0,,
300910.SZ,20260821,,2.8338,,,,14.1382,2.4336,,,,,,,,963351.0,,
300698.SZ,20260821,,1.8288,,,,69.292,6.2262,,,,,,,,333258.0,,
603019.SH,20260821,,1.5068,,,,55.492,5.4559,,,,,,,,12306300.0,,
688653.SH,20260821,,9.4324,,,,,4.6423,,,,,,,,668132.0,,
300195.SZ,20260821,,2.6807,,,,,0.8788,,,,,,,,234734.0,,
600830.SH,20260821,,0.7472,,,,44.9579,1.6325,,,,,,,,369819.0,,
300345.SZ,20260821,,17.9159,,,,,13.5299,,,,,,,,544709.0,,
300321.SZ,20260821,,2.5264,,,,340.02,4.717,,,,,,,,299256.0,,
002622.SZ,20260821,,3.4526,,,,,7.8836,,,,,,,,210840.0,,
300218.SZ,20260821,,0.6282,,,,30.1264,1.7362,,,,,,,,272753.0,,
300964.SZ,20260821,,3.4032,,,,182.391,5.9601,,,,,,,,608245.0,,
688818.SH,20260821,,5.3206,,,,217.751,14.9245,,,,,,,,8149650.0,,
002832.SZ,20260821,,4.1713,,,,22.8941,2.4199,,,,,,,,1386250.0,,
301126.SZ,20260821,,2.9964,,,,,1.3924,,,,,,,,208895.0,,
300111.SZ,20260821,,4.1087,,,,,5.7048,,,,,,,,386163.0,,
688618.SH,20260821,,3.1679,,,,127.342,4.1866,,,,,,,,345660.0,,
300619.SZ,20260821,,2.751,,,,85.2613,3.8238,,,,,,,,603953.0,,
603262.SH,20260821,,2.2104,,,,61.9927,4.5011,,,,,,,,706818.0,,
603779.SH,20260821,,2.329,,,,,5.2329,,,,,,,,256368.0,,
002966.SZ,20260821,,0.6805,,,,7.0046,0.7404,,,,,,,,3835830.0,,
002211.SZ,20260821,,1.4544,,,,,34.2229,,,,,,,,165206.0,,
300071.SZ,20260821,,4.0193,,,,,23.832,,,,,,,,383626.0,,
300446.SZ,20260821,,1.1087,,,,13.1096,1.804,,,,,,,,1091420.0,,
002575.SZ,20260821,,3.0088,,,,,3.6261,,,,,,,,305784.0,,
920679.BJ,20260821,,0.541,,,,33.9984,1.6668,,,,,,,,84612.8,,
301091.SZ,20260821,,0.8937,,,,88.0973,3.9656,,,,,,,,961231.0,,
301161.SZ,20260821,,3.2461,,,,37.3501,3.5594,,,,,,,,341880.0,,
603208.SH,20260821,,1.2843,,,,,2.094,,,,,,,,200502.0,,
300331.SZ,20260821,,4.3301,,,,,8.1763,,,,,,,,1259620.0,,
920839.BJ,20260821,,0.9755,,,,23.702,4.3612,,,,,,,,283586.0,,
002813.SZ,20260821,,1.0114,,,,,12.0522,,,,,,,,244320.0,,
301256.SZ,20260821,,0.6829,,,,69.3138,2.8347,,,,,,,,484320.0,,
301307.SZ,20260821,,4.586,,,,,4.5463,,,,,,,,1110070.0,,
000921.SZ,20260821,,0.5625,,,,12.5077,1.9832,,,,,,,,3462150.0,,
920706.BJ,20260821,,1.4231,,,,29.5116,2.1512,,,,,,,,129798.0,,
600888.SH,20260821,,3.9733,,,,20.0683,1.2277,,,,,,,,1591910.0,,
688325.SH,20260821,,0.8997,,,,102.101,5.3467,,,,,,,,948969.0,,
002465.SZ,20260821,,1.3351,,,,,2.1488,,,,,,,,2454530.0,,
002533.SZ,20260821,,0.5547,,,,13.2703,1.8457,,,,,,,,823482.0,,
600593.SH,20260821,,2.2588,,,,102.376,25.0248,,,,,,,,523215.0,,
920571.BJ,20260821,,11.4673,,,,30.245,3.9187,,,,,,,,533191.0,,
300031.SZ,20260821,,3.9895,,,,33.834,2.1765,,,,,,,,889837.0,,
601186.SH,20260821,,0.2073,,,,4.6283,0.2932,,,,,,,,8147720.0,,
300902.SZ,20260821,,2.6558,,,,,3.5663,,,,,,,,289249.0,,
600976.SH,20260821,,2.6897,,,,13.3509,1.5673,,,,,,,,422460.0,,
300272.SZ,20260821,,2.2108,,,,88.5771,2.8391,,,,,,,,358933.0,,
688737.SH,20260821,,0.793,,,,,1.2089,,,,,,,,214499.0,,
002723.SZ,20260821,,2.7308,,,,,3.2976,,,,,,,,241951.0,,
688049.SH,20260821,,2.4362,,,,32.5465,3.2925,,,,,,,,689455.0,,
920230.BJ,20260821,,6.8768,,,,89.9855,2.5656,,,,,,,,108211.0,,
300475.SZ,20260821,,4.2947,,,,40.0126,15.2762,,,,,,,,7423460.0,,
300629.SZ,20260821,,1.6712,,,,38.405,2.3995,,,,,,,,425660.0,,
002568.SZ,20260821,,0.9961,,,,25.9967,3.7869,,,,,,,,1890550.0,,
600883.SH,20260821,,1.8197,,,,65.5323,1.877,,,,,,,,184385.0,,
002805.SZ,20260821,,5.1986,,,,,5.8161,,,,,,,,543881.0,,
688331.SH,20260821,,2.6925,,,,54.8396,18.033,,,,,,,,7084190.0,,
920010.BJ,20260821,,4.7021,,,,70.9285,2.8808,,,,,,,,201670.0,,
301305.SZ,20260821,,4.6091,,,,19.0228,1.4966,,,,,,,,590384.0,,
300976.SZ,20260821,,6.1595,,,,34.725,2.9514,,,,,,,,1085370.0,,
002461.SZ,20260821,,0.2414,,,,20.2711,1.6734,,,,,,,,1876900.0,,
300803.SZ,20260821,,2.6796,,,,249.068,17.4239,,,,,,,,4992980.0,,
600389.SH,20260821,,1.5976,,,,14.2637,1.9103,,,,,,,,798425.0,,
301122.SZ,20260821,,12.1463,,,,436.994,2.6079,,,,,,,,482870.0,,
000826.SZ,20260821,,1.8307,,,,,,,,,,,,,279369.0,,
600067.SH,20260821,,0.9194,,,,201.985,0.6968,,,,,,,,389667.0,,
603679.SH,20260821,,3.9629,,,,,4.5024,,,,,,,,396418.0,,
600125.SH,20260821,,0.6874,,,,13.0299,0.8961,,,,,,,,702371.0,,
000008.SZ,20260821,,2.4937,,,,,3.0962,,,,,,,,668229.0,,
300616.SZ,20260821,,2.6147,,,,,0.8233,,,,,,,,237089.0,,
001331.SZ,20260821,,2.2376,,,,,12.4446,,,,,,,,1830160.0,,
603602.SH,20260821,,1.0328,,,,,3.013,,,,,,,,268489.0,,
600211.SH,20260821,,4.4561,,,,12.8424,3.2113,,,,,,,,1256720.0,,
603128.SH,20260821,,0.4242,,,,15.0734,1.1053,,,,,,,,697722.0,,
300383.SZ,20260821,,1.877,,,,,1.8708,,,,,,,,2220030.0,,
601229.SH,20260821,,0.2717,,,,5.7106,0.5478,,,,,,,,13839600.0,,
920970.BJ,20260821,,4.0334,,,,,2.7149,,,,,,,,66812.9,,
301102.SZ,20260821,,0.3289,,,,,1.2783,,,,,,,,379204.0,,
603059.SH,20260821,,1.1717,,,,21.0912,2.3021,,,,,,,,257279.0,,
688646.SH,20260821,,2.9299,,,,,4.8442,,,,,,,,689082.0,,
300254.SZ,20260821,,5.3016,,,,128.295,5.188,,,,,,,,228401.0,,
688311.SH,20260821,,2.128,,,,,2.2517,,,,,,,,400645.0,,
688280.SH,20260821,,1.7155,,,,308.067,5.0155,,,,,,,,323441.0,,
688693.SH,20260821,,5.4343,,,,,7.254,,,,,,,,563389.0,,
600597.SH,20260821,,0.6798,,,,,0.9928,,,,,,,,912550.0,,
300771.SZ,20260821,,1.5959,,,,29.4925,1.3571,,,,,,,,270480.0,,
003023.SZ,20260821,,3.0077,,,,56.2393,1.8287,,,,,,,,290216.0,,
601368.SH,20260821,,0.5702,,,,34.3236,0.84,,,,,,,,406168.0,,
301588.SZ,20260821,,5.2624,,,,129.723,3.4508,,,,,,,,326886.0,,
003022.SZ,20260821,,0.5841,,,,46.9625,3.4425,,,,,,,,2685830.0,,
301088.SZ,20260821,,0.6619,,,,39.8107,1.1252,,,,,,,,284419.0,,
600704.SH,20260821,,0.632,,,,6.9466,0.595,,,,,,,,2508020.0,,
000753.SZ,20260821,,0.9335,,,,68.4427,1.6796,,,,,,,,462030.0,,
002590.SZ,20260821,,0.7377,,,,22.6454,1.5708,,,,,,,,484276.0,,
600221.SH,20260821,,0.5854,,,,16.3671,8.0786,,,,,,,,5618030.0,,
603339.SH,20260821,,1.5056,,,,25.1335,1.5445,,,,,,,,430742.0,,
600785.SH,20260821,,1.6142,,,,53.9104,1.3433,,,,,,,,307671.0,,
688727.SH,20260821,,4.0666,,,,225.521,8.4838,,,,,,,,2145500.0,,
300287.SZ,20260821,,1.3075,,,,,5.1002,,,,,,,,505216.0,,
603533.SH,20260821,,2.1389,,,,,4.0058,,,,,,,,919489.0,,
300251.SZ,20260821,,0.722,,,,,3.2104,,,,,,,,3221080.0,,
301658.SZ,20260821,,2.5822,,,,140.74,3.065,,,,,,,,977320.0,,
002027.SZ,20260821,,1.029,,,,20.7551,5.0582,,,,,,,,7076680.0,,
920808.BJ,20260821,,0.5187,,,,579.833,16.84,,,,,,,,1198800.0,,
300558.SZ,20260821,,7.4086,,,,46.3381,3.2699,,,,,,,,2166610.0,,
600271.SH,20260821,,0.3896,,,,,0.9576,,,,,,,,1243290.0,,
688806.SH,20260821,,18.3121,,,,,745.409,,,,,,,,1177160.0,,
688091.SH,20260821,,2.6393,,,,120.697,5.711,,,,,,,,827228.0,,
001366.SZ,20260821,,10.7546,,,,,2.4559,,,,,,,,197636.0,,
300582.SZ,20260821,,1.9395,,,,,3.8132,,,,,,,,335256.0,,
300533.SZ,20260821,,1.5101,,,,16.3601,3.0637,,,,,,,,466110.0,,
002206.SZ,20260821,,0.5066,,,,12.1616,1.4679,,,,,,,,605416.0,,
001309.SZ,20260821,,9.2216,,,,22.9474,14.2174,,,,,,,,9416700.0,,
688143.SH,20260821,,20.1348,,,,948.907,15.0889,,,,,,,,2045040.0,,
301105.SZ,20260821,,1.9018,,,,,2.8974,,,,,,,,236750.0,,
000779.SZ,20260821,,14.3735,,,,29.7121,1.1343,,,,,,,,452279.0,,
603416.SH,20260821,,1.5045,,,,27.1288,2.5844,,,,,,,,712199.0,,
600081.SH,20260821,,0.3821,,,,244.404,1.2081,,,,,,,,558556.0,,
300518.SZ,20260821,,3.472,,,,,7.007,,,,,,,,463233.0,,
002094.SZ,20260821,,1.7206,,,,157.37,2.1577,,,,,,,,318504.0,,
300536.SZ,20260821,,1.9042,,,,,9.2875,,,,,,,,261613.0,,
603071.SH,20260821,,1.084,,,,9.9639,1.1704,,,,,,,,695211.0,,
688561.SH,20260821,,0.5039,,,,,2.4591,,,,,,,,1736330.0,,
002178.SZ,20260821,,1.6257,,,,,7.4145,,,,,,,,316196.0,,
301010.SZ,20260821,,1.0174,,,,252.183,2.2769,,,,,,,,188676.0,,
601288.SH,20260821,,0.1142,,,,8.0629,0.8395,,,,,,,,237288000.0,,
603958.SH,20260821,,6.994,,,,,6.9234,,,,,,,,450785.0,,
920028.BJ,20260821,,1.946,,,,20.3293,2.0241,,,,,,,,229447.0,,
600055.SH,20260821,,0.8113,,,,,1.7648,,,,,,,,783913.0,,
300521.SZ,20260821,,1.3567,,,,,6.5473,,,,,,,,349021.0,,
603338.SH,20260821,,0.6245,,,,14.1522,2.2983,,,,,,,,2722130.0,,
688051.SH,20260821,,1.696,,,,,3.2668,,,,,,,,189082.0,,
600679.SH,20260821,,0.5084,,,,52.7731,2.1829,,,,,,,,465081.0,,
300187.SZ,20260821,,0.9792,,,,23.019,2.4913,,,,,,,,294404.0,,
920284.BJ,20260821,,2.4294,,,,,5.5841,,,,,,,,176145.0,,
920168.BJ,20260821,,0.6858,,,,16.2457,1.397,,,,,,,,114264.0,,
688609.SH,20260821,,2.3372,,,,,4.7508,,,,,,,,467670.0,,
688085.SH,20260821,,0.8902,,,,86.3714,2.3356,,,,,,,,495192.0,,
301602.SZ,20260821,,5.5528,,,,60.0378,5.2044,,,,,,,,712740.0,,
600284.SH,20260821,,0.9745,,,,17.2496,0.6096,,,,,,,,486098.0,,
600310.SH,20260821,,1.5056,,,,,2.2066,,,,,,,,599476.0,,
301070.SZ,20260821,,6.008,,,,,12.0174,,,,,,,,871487.0,,
688315.SH,20260821,,7.3008,,,,40.8461,2.4797,,,,,,,,663839.0,,
002833.SZ,20260821,,0.7699,,,,17.6047,2.6138,,,,,,,,780907.0,,
688120.SH,20260821,,1.611,,,,122.848,17.4644,,,,,,,,13484000.0,,
300660.SZ,20260821,,0.9102,,,,51.8522,3.9256,,,,,,,,1405530.0,,
002454.SZ,20260821,,1.0748,,,,19.4056,1.0729,,,,,,,,437779.0,,
920445.BJ,20260821,,2.6549,,,,46.0805,3.3127,,,,,,,,102375.0,,
688363.SH,20260821,,0.6544,,,,68.768,2.4578,,,,,,,,1752350.0,,
600618.SH,20260821,,0.631,,,,13.97,1.2274,,,,,,,,1169120.0,,
002219.SZ,20260821,,4.5965,,,,252.087,3.8967,,,,,,,,769779.0,,
603660.SH,20260821,,3.9022,,,,,9.1302,,,,,,,,652073.0,,
603806.SH,20260821,,0.9666,,,,36.1111,2.4752,,,,,,,,4030510.0,,
001386.SZ,20260821,,3.1851,,,,15.9022,1.5247,,,,,,,,1864080.0,,
300657.SZ,20260821,,5.7846,,,,77.7586,10.8132,,,,,,,,1688890.0,,
301192.SZ,20260821,,2.3036,,,,36.6854,3.0926,,,,,,,,201877.0,,
301173.SZ,20260821,,1.8636,,,,16.4723,1.8172,,,,,,,,281423.0,,
002857.SZ,20260821,,2.1471,,,,,5.4328,,,,,,,,245070.0,,
000530.SZ,20260821,,1.2029,,,,134.858,1.3078,,,,,,,,413174.0,,
002482.SZ,20260821,,0.9441,,,,,10.7056,,,,,,,,476372.0,,
000507.SZ,20260821,,1.1007,,,,19.6959,0.7616,,,,,,,,455269.0,,
600569.SH,20260821,,0.4165,,,,,3.4488,,,,,,,,502674.0,,
601112.SH,20260821,,1.8236,,,,33.3255,4.0379,,,,,,,,2648840.0,,
601818.SH,20260821,,0.3126,,,,4.718,0.3537,,,,,,,,17843800.0,,
688107.SH,20260821,,1.3039,,,,,13.8979,,,,,,,,1254660.0,,
002617.SZ,20260821,,2.6501,,,,63.6105,1.8259,,,,,,,,1176050.0,,
600028.SH,20260821,,0.2219,,,,17.3475,0.7402,,,,,,,,61672000.0,,
920130.BJ,20260821,,3.062,,,,,3.386,,,,,,,,158013.0,,
300112.SZ,20260821,,19.7966,,,,,2.8918,,,,,,,,268373.0,,
002034.SZ,20260821,,0.7687,,,,9.78,0.9683,,,,,,,,705814.0,,
600006.SH,20260821,,0.4364,,,,,1.3212,,,,,,,,1056000.0,,
600228.SH,20260821,,8.8196,,,,,8.9578,,,,,,,,342088.0,,
603008.SH,20260821,,1.5386,,,,22.4089,0.8569,,,,,,,,301263.0,,
300761.SZ,20260821,,1.184,,,,30.1676,1.6732,,,,,,,,1588580.0,,
300082.SZ,20260821,,1.2144,,,,437.316,1.9362,,,,,,,,531157.0,,
600508.SH,20260821,,1.3067,,,,47.87,0.7123,,,,,,,,908601.0,,
600509.SH,20260821,,1.1757,,,,44.0175,1.2609,,,,,,,,1001940.0,,
300279.SZ,20260821,,1.3502,,,,75.0363,2.6281,,,,,,,,274874.0,,
688728.SH,20260821,,0.8896,,,,397.677,5.2368,,,,,,,,4121930.0,,
603109.SH,20260821,,0.606,,,,41.8771,1.8571,,,,,,,,366111.0,,
300627.SZ,20260821,,0.7592,,,,31.1228,4.933,,,,,,,,2154040.0,,
600861.SH,20260821,,0.3991,,,,8.6765,0.9647,,,,,,,,730285.0,,
603037.SH,20260821,,0.8589,,,,38.4779,2.7339,,,,,,,,271602.0,,
002685.SZ,20260821,,2.5435,,,,63.0298,3.3052,,,,,,,,545161.0,,
920003.BJ,20260821,,6.3322,,,,14.4557,2.3506,,,,,,,,140339.0,,
603856.SH,20260821,,1.3293,,,,12.9933,1.1676,,,,,,,,326339.0,,
300008.SZ,20260821,,1.6443,,,,30.7781,4.2071,,,,,,,,1054100.0,,
301446.SZ,20260821,,3.1805,,,,49.9549,3.0994,,,,,,,,376064.0,,
920186.BJ,20260821,,3.3654,,,,16.4475,6.2102,,,,,,,,1642980.0,,
002727.SZ,20260821,,2.4748,,,,24.3538,0.909,,,,,,,,679886.0,,
002078.SZ,20260821,,0.4562,,,,11.9284,1.2493,,,,,,,,3901670.0,,
600595.SH,20260821,,2.2014,,,,8.8901,1.3559,,,,,,,,2480890.0,,
002778.SZ,20260821,,1.1654,,,,134.955,6.1267,,,,,,,,196611.0,,
300962.SZ,20260821,,1.0213,,,,28.9422,3.2018,,,,,,,,336866.0,,
300935.SZ,20260821,,3.7868,,,,,3.2613,,,,,,,,239722.0,,
002354.SZ,20260821,,7.6307,,,,,8.7108,,,,,,,,1197920.0,,
002103.SZ,20260821,,1.3005,,,,22.3382,2.7554,,,,,,,,346209.0,,
300015.SZ,20260821,,0.9237,,,,22.9794,3.3615,,,,,,,,7746540.0,,
603468.SH,20260821,,8.1759,,,,26.1991,3.3168,,,,,,,,983149.0,,
301238.SZ,20260821,,1.221,,,,36.1662,1.5785,,,,,,,,1166000.0,,
301388.SZ,20260821,,0.9167,,,,108.966,2.4767,,,,,,,,243928.0,,
688027.SH,20260821,,1.6131,,,,6620.45,12.3469,,,,,,,,3976610.0,,
000055.SZ,20260821,,1.0147,,,,,0.682,,,,,,,,381225.0,,
688528.SH,20260821,,0.9377,,,,,3.7181,,,,,,,,165480.0,,
000514.SZ,20260821,,1.2029,,,,,0.9173,,,,,,,,336665.0,,
301202.SZ,20260821,,6.9573,,,,84.3358,4.4633,,,,,,,,542463.0,,
002577.SZ,20260821,,2.3036,,,,,4.5148,,,,,,,,529658.0,,
603507.SH,20260821,,1.8354,,,,27.3509,2.1171,,,,,,,,550504.0,,
920069.BJ,20260821,,2.0479,,,,18.0682,2.221,,,,,,,,175800.0,,
600621.SH,20260821,,0.4445,,,,20.696,1.4461,,,,,,,,1352650.0,,
688522.SH,20260821,,1.8401,,,,69.0478,3.3724,,,,,,,,788719.0,,
603028.SH,20260821,,0.8253,,,,,4.3328,,,,,,,,201215.0,,
603577.SH,20260821,,0.8914,,,,33.9175,1.747,,,,,,,,344904.0,,
002984.SZ,20260821,,1.5126,,,,14.9061,1.0722,,,,,,,,1450800.0,,
603291.SH,20260821,,1.5319,,,,38.4857,2.1855,,,,,,,,399097.0,,
300093.SZ,20260821,,11.2545,,,,52.7076,7.1967,,,,,,,,1400220.0,,
002512.SZ,20260821,,2.2817,,,,,13.9272,,,,,,,,453093.0,,
002585.SZ,20260821,,7.0168,,,,,1.3752,,,,,,,,1144750.0,,
000936.SZ,20260821,,4.135,,,,273.813,0.9528,,,,,,,,486421.0,,
301677.SZ,20260821,,10.5621,,,,27.5788,3.9426,,,,,,,,550300.0,,
300703.SZ,20260821,,1.8994,,,,115.127,3.1398,,,,,,,,242627.0,,
002918.SZ,20260821,,4.2425,,,,44.2526,1.2819,,,,,,,,414135.0,,
002701.SZ,20260821,,0.5604,,,,13.823,1.159,,,,,,,,1187730.0,,
603066.SH,20260821,,1.2744,,,,21.1259,1.7352,,,,,,,,264762.0,,
002040.SZ,20260821,,6.4644,,,,22.0782,1.2465,,,,,,,,432607.0,,
300780.SZ,20260821,,4.5897,,,,,2.9011,,,,,,,,290553.0,,
688200.SH,20260821,,1.2835,,,,145.738,19.7741,,,,,,,,8283330.0,,
920058.BJ,20260821,,2.3639,,,,34.5558,4.6358,,,,,,,,165253.0,,
301578.SZ,20260821,,2.4297,,,,185.448,2.589,,,,,,,,240993.0,,
301222.SZ,20260821,,1.1702,,,,39.0614,2.3485,,,,,,,,344951.0,,
301115.SZ,20260821,,4.1547,,,,,2.198,,,,,,,,544715.0,,
600654.SH,20260821,,1.3335,,,,111.471,4.8117,,,,,,,,810942.0,,
301372.SZ,20260821,,2.5645,,,,,2.7498,,,,,,,,203794.0,,
301555.SZ,20260821,,2.7014,,,,36.8551,2.5311,,,,,,,,286027.0,,
603758.SH,20260821,,7.9718,,,,36.3653,1.9632,,,,,,,,509344.0,,
002215.SZ,20260821,,2.9702,,,,12.0473,2.0151,,,,,,,,923918.0,,
603616.SH,20260821,,2.0879,,,,,9.9156,,,,,,,,211034.0,,
920091.BJ,20260821,,3.4627,,,,51.0066,3.6934,,,,,,,,174131.0,,
603151.SH,20260821,,2.1972,,,,30.7512,1.9312,,,,,,,,267200.0,,
