ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
301003.SZ,20260821,,2.2515,,,,53.1821,4.7029,,,,,,,,543558.0,,
002326.SZ,20260821,,3.6059,,,,388.088,6.6987,,,,,,,,1862280.0,,
300591.SZ,20260821,,9.1286,,,,,15.8268,,,,,,,,270584.0,,
301040.SZ,20260821,,1.6385,,,,,3.8998,,,,,,,,273303.0,,
301220.SZ,20260821,,0.9995,,,,63.4938,1.7924,,,,,,,,312690.0,,
002719.SZ,20260821,,2.6742,,,,,9.9638,,,,,,,,108663.0,,
300026.SZ,20260821,,3.8758,,,,427.724,1.1905,,,,,,,,1021410.0,,
920029.BJ,20260821,,0.3878,,,,12.8154,1.8872,,,,,,,,713947.0,,
601003.SH,20260821,,0.3871,,,,21.7227,1.0041,,,,,,,,943051.0,,
605299.SH,20260821,,1.804,,,,44.1365,4.1826,,,,,,,,509574.0,,
688188.SH,20260821,,0.4518,,,,32.713,6.4993,,,,,,,,4120460.0,,
301158.SZ,20260821,,3.4479,,,,29.0474,2.1388,,,,,,,,299348.0,,
002838.SZ,20260821,,2.5931,,,,45.7702,3.2118,,,,,,,,1207000.0,,
000812.SZ,20260821,,1.7137,,,,,1.8092,,,,,,,,270010.0,,
002338.SZ,20260821,,1.4634,,,,105.365,7.1299,,,,,,,,1030560.0,,
300286.SZ,20260821,,1.3318,,,,24.6999,2.1791,,,,,,,,502071.0,,
000721.SZ,20260821,,2.0242,,,,,35.4904,,,,,,,,368453.0,,
300506.SZ,20260821,,3.1129,,,,,5.4247,,,,,,,,741310.0,,
600392.SH,20260821,,2.8493,,,,39.9209,3.0959,,,,,,,,3984170.0,,
300428.SZ,20260821,,0.6282,,,,13.5541,1.3766,,,,,,,,1250500.0,,
603707.SH,20260821,,1.753,,,,21.9526,1.8525,,,,,,,,1286060.0,,
300645.SZ,20260821,,1.6917,,,,139.678,1.7512,,,,,,,,184312.0,,
000998.SZ,20260821,,4.3662,,,,215.274,1.8562,,,,,,,,1226990.0,,
000089.SZ,20260821,,0.705,,,,13.7978,1.0886,,,,,,,,1310440.0,,
603881.SH,20260821,,10.229,,,,168.937,7.0014,,,,,,,,2355990.0,,
600500.SH,20260821,,7.5935,,,,,1.9428,,,,,,,,1977160.0,,
688028.SH,20260821,,2.9682,,,,135.639,6.828,,,,,,,,1380280.0,,
603107.SH,20260821,,0.7505,,,,25.6539,1.829,,,,,,,,398730.0,,
301596.SZ,20260821,,3.5967,,,,51.2676,5.8249,,,,,,,,521252.0,,
300261.SZ,20260821,,1.6866,,,,,2.6446,,,,,,,,481655.0,,
688657.SH,20260821,,1.6889,,,,67.5321,2.235,,,,,,,,312788.0,,
301398.SZ,20260821,,0.7816,,,,262.194,3.1919,,,,,,,,351796.0,,
688281.SH,20260821,,0.6904,,,,51.8057,3.5632,,,,,,,,1724060.0,,
300963.SZ,20260821,,1.7982,,,,85.159,4.5749,,,,,,,,513677.0,,
301468.SZ,20260821,,3.0113,,,,117.508,2.4687,,,,,,,,569691.0,,
000050.SZ,20260821,,0.9836,,,,,0.5886,,,,,,,,1593000.0,,
000657.SZ,20260821,,5.7498,,,,79.6627,14.5323,,,,,,,,15526400.0,,
601177.SH,20260821,,2.2932,,,,19.9659,1.8992,,,,,,,,568760.0,,
603636.SH,20260821,,1.8193,,,,,2.1548,,,,,,,,398708.0,,
600383.SH,20260821,,2.2005,,,,,0.223,,,,,,,,997723.0,,
300671.SZ,20260821,,5.6141,,,,,7.8582,,,,,,,,1316590.0,,
603823.SH,20260821,,2.3522,,,,197.295,12.9266,,,,,,,,3237260.0,,
600641.SH,20260821,,5.8378,,,,721.322,3.6644,,,,,,,,3082050.0,,
301387.SZ,20260821,,6.0539,,,,,3.8148,,,,,,,,622566.0,,
688122.SH,20260821,,0.7674,,,,44.8225,4.455,,,,,,,,3196350.0,,
301357.SZ,20260821,,2.1013,,,,392.845,7.3998,,,,,,,,844234.0,,
603833.SH,20260821,,0.4596,,,,10.5367,1.0501,,,,,,,,1942570.0,,
300814.SZ,20260821,,3.3917,,,,523.654,16.334,,,,,,,,2669490.0,,
600835.SH,20260821,,0.3314,,,,23.9684,1.3006,,,,,,,,1839320.0,,
003016.SZ,20260821,,0.8343,,,,97.3649,1.0767,,,,,,,,290160.0,,
688005.SH,20260821,,1.5647,,,,,2.4546,,,,,,,,1908030.0,,
600657.SH,20260821,,1.4771,,,,,0.4768,,,,,,,,738637.0,,
002567.SZ,20260821,,1.428,,,,,1.2517,,,,,,,,520198.0,,
301127.SZ,20260821,,4.5497,,,,59.2516,3.7476,,,,,,,,1268610.0,,
301186.SZ,20260821,,0.8962,,,,31.9771,2.4431,,,,,,,,394947.0,,
920469.BJ,20260821,,0.959,,,,,2.6825,,,,,,,,77238.4,,
600967.SH,20260821,,0.6003,,,,64.1333,1.5398,,,,,,,,1839640.0,,
300882.SZ,20260821,,0.5401,,,,38.1722,3.1921,,,,,,,,412130.0,,
688265.SH,20260821,,4.7302,,,,99.6723,1.9255,,,,,,,,329786.0,,
301049.SZ,20260821,,2.915,,,,,3.6289,,,,,,,,191334.0,,
600530.SH,20260821,,0.5099,,,,704.43,9.1219,,,,,,,,286720.0,,
688807.SH,20260821,,17.1684,,,,275.793,14.1977,,,,,,,,2552800.0,,
000603.SZ,20260821,,14.2676,,,,29.6331,6.7253,,,,,,,,2525980.0,,
002594.SZ,20260821,,0.513,,,,29.941,3.5567,,,,,,,,82483300.0,,
688489.SH,20260821,,0.956,,,,,2.2599,,,,,,,,409532.0,,
600775.SH,20260821,,1.2203,,,,262.588,2.7583,,,,,,,,858094.0,,
300158.SZ,20260821,,2.9729,,,,,1.5472,,,,,,,,517982.0,,
300669.SZ,20260821,,0.7091,,,,260.556,5.2264,,,,,,,,460181.0,,
601016.SH,20260821,,0.9135,,,,44.1642,1.2348,,,,,,,,2198950.0,,
688128.SH,20260821,,0.3447,,,,16.3809,2.4625,,,,,,,,887878.0,,
603948.SH,20260821,,0.4854,,,,14.3145,1.5104,,,,,,,,333915.0,,
300881.SZ,20260821,,1.8824,,,,14.986,2.9359,,,,,,,,363440.0,,
920519.BJ,20260821,,0.5617,,,,33.7513,1.6326,,,,,,,,86758.9,,
300612.SZ,20260821,,2.5023,,,,,4.8639,,,,,,,,213911.0,,
300140.SZ,20260821,,0.2525,,,,18.2486,1.1538,,,,,,,,1667300.0,,
600651.SH,20260821,,0.4383,,,,237.568,5.6643,,,,,,,,1429010.0,,
920018.BJ,20260821,,1.4765,,,,22.892,2.6583,,,,,,,,248293.0,,
601939.SH,20260821,,1.0009,,,,8.0582,0.7765,,,,,,,,275465000.0,,
001296.SZ,20260821,,1.9801,,,,27.6528,1.5986,,,,,,,,291254.0,,
920378.BJ,20260821,,0.3363,,,,47.2185,2.6922,,,,,,,,107313.0,,
002909.SZ,20260821,,1.2207,,,,,2.3936,,,,,,,,203580.0,,
000978.SZ,20260821,,1.3802,,,,232.891,2.6702,,,,,,,,286028.0,,
601868.SH,20260821,,0.3861,,,,19.5391,0.9302,,,,,,,,11104300.0,,
600303.SH,20260821,,2.4979,,,,,2.0823,,,,,,,,196194.0,,
603595.SH,20260821,,0.7037,,,,,3.9946,,,,,,,,607372.0,,
600521.SH,20260821,,3.3768,,,,66.6835,2.5903,,,,,,,,2488430.0,,
688591.SH,20260821,,1.614,,,,65.171,2.6504,,,,,,,,650773.0,,
002538.SZ,20260821,,0.6578,,,,31.6472,1.1713,,,,,,,,620535.0,,
300594.SZ,20260821,,1.1921,,,,,1.76,,,,,,,,134411.0,,
600612.SH,20260821,,0.4398,,,,10.8559,1.3355,,,,,,,,1833530.0,,
688162.SH,20260821,,0.6616,,,,42.23,1.3132,,,,,,,,317663.0,,
601515.SH,20260821,,0.8596,,,,,1.3197,,,,,,,,646622.0,,
300979.SZ,20260821,,0.5108,,,,15.5874,2.5129,,,,,,,,3879110.0,,
301526.SZ,20260821,,8.9679,,,,179.614,13.9704,,,,,,,,12229000.0,,
600350.SH,20260821,,0.1889,,,,15.7878,1.664,,,,,,,,5105310.0,,
001306.SZ,20260821,,3.2158,,,,,2.6246,,,,,,,,337040.0,,
605066.SH,20260821,,2.9733,,,,48.8431,2.1124,,,,,,,,378332.0,,
920651.BJ,20260821,,1.9692,,,,21.3743,2.9611,,,,,,,,163297.0,,
688630.SH,20260821,,3.5736,,,,181.654,26.0185,,,,,,,,6293570.0,,
605089.SH,20260821,,0.5017,,,,38.3498,2.1792,,,,,,,,276000.0,,
600249.SH,20260821,,1.0108,,,,,1.3496,,,,,,,,288750.0,,
688130.SH,20260821,,2.7039,,,,,2.3541,,,,,,,,291952.0,,
000962.SZ,20260821,,3.8578,,,,109.163,6.9823,,,,,,,,2795670.0,,
688545.SH,20260821,,5.461,,,,128.967,9.7926,,,,,,,,2908440.0,,
301219.SZ,20260821,,4.8412,,,,11.7685,1.8059,,,,,,,,1792030.0,,
002214.SZ,20260821,,2.4748,,,,,7.0356,,,,,,,,884824.0,,
920267.BJ,20260821,,4.3995,,,,,3.0892,,,,,,,,74500.7,,
688372.SH,20260821,,4.2486,,,,59.732,4.9789,,,,,,,,2079500.0,,
600021.SH,20260821,,0.5523,,,,15.3849,1.8528,,,,,,,,3854680.0,,
000068.SZ,20260821,,1.1413,,,,,5.2796,,,,,,,,309048.0,,
000567.SZ,20260821,,0.609,,,,16.3778,1.9242,,,,,,,,1159070.0,,
003013.SZ,20260821,,1.7172,,,,17.8977,2.5542,,,,,,,,860235.0,,
002316.SZ,20260821,,2.4568,,,,418.571,22.3416,,,,,,,,174938.0,,
301137.SZ,20260821,,1.2369,,,,150.006,4.1229,,,,,,,,572712.0,,
300260.SZ,20260821,,3.214,,,,133.92,11.0271,,,,,,,,2369360.0,,
920136.BJ,20260821,,4.7214,,,,14.9496,2.0974,,,,,,,,163040.0,,
688558.SH,20260821,,0.6376,,,,25.8322,2.4068,,,,,,,,422796.0,,
002108.SZ,20260821,,1.1987,,,,47.5283,1.4099,,,,,,,,710546.0,,
600753.SH,20260821,,0.4381,,,,47.3838,26.6409,,,,,,,,230307.0,,
002333.SZ,20260821,,6.3985,,,,70.5465,1.8198,,,,,,,,351636.0,,
600996.SH,20260821,,0.9417,,,,,5.2287,,,,,,,,820394.0,,
002095.SZ,20260821,,0.5776,,,,,4.066,,,,,,,,356335.0,,
603399.SH,20260821,,14.6036,,,,,4.7641,,,,,,,,771510.0,,
603511.SH,20260821,,0.2779,,,,31.9609,1.1443,,,,,,,,512213.0,,
002771.SZ,20260821,,2.1007,,,,,4.3642,,,,,,,,258429.0,,
300364.SZ,20260821,,3.5259,,,,,66.6321,,,,,,,,1682110.0,,
002589.SZ,20260821,,11.6348,,,,529.31,0.9014,,,,,,,,478498.0,,
603230.SH,20260821,,0.401,,,,38.9375,1.1339,,,,,,,,320999.0,,
002462.SZ,20260821,,1.4334,,,,34.1649,0.804,,,,,,,,352966.0,,
002879.SZ,20260821,,4.1862,,,,25.3936,1.6582,,,,,,,,307041.0,,
603997.SH,20260821,,0.8962,,,,22.1622,2.679,,,,,,,,1473280.0,,
301329.SZ,20260821,,3.4844,,,,43.0568,2.0712,,,,,,,,328826.0,,
688484.SH,20260821,,1.5901,,,,218.289,3.856,,,,,,,,1551320.0,,
300099.SZ,20260821,,1.2174,,,,23.8218,1.8277,,,,,,,,438673.0,,
600576.SH,20260821,,0.6404,,,,55.9395,2.2209,,,,,,,,574729.0,,
603618.SH,20260821,,10.5342,,,,,7.2909,,,,,,,,1972490.0,,
300317.SZ,20260821,,3.877,,,,,2.3901,,,,,,,,339547.0,,
600649.SH,20260821,,3.6763,,,,35.4178,0.4592,,,,,,,,966819.0,,
920057.BJ,20260821,,0.4863,,,,72.3152,1.2314,,,,,,,,88456.5,,
001210.SZ,20260821,,13.8218,,,,46.3912,4.4187,,,,,,,,628976.0,,
002408.SZ,20260821,,1.1096,,,,,1.3544,,,,,,,,1484330.0,,
000720.SZ,20260821,,2.9895,,,,,2.4714,,,,,,,,464917.0,,
600178.SH,20260821,,0.5343,,,,,1.69,,,,,,,,429158.0,,
600333.SH,20260821,,1.7122,,,,331.803,1.9842,,,,,,,,384298.0,,
688698.SH,20260821,,0.8099,,,,38.1007,4.0492,,,,,,,,969370.0,,
002660.SZ,20260821,,1.8916,,,,,2.6535,,,,,,,,264260.0,,
603180.SH,20260821,,0.7918,,,,,0.8792,,,,,,,,237247.0,,
301118.SZ,20260821,,1.6223,,,,564.932,1.8108,,,,,,,,246208.0,,
600452.SH,20260821,,1.3515,,,,32.174,2.4367,,,,,,,,1393640.0,,
002971.SZ,20260821,,4.4088,,,,208.237,4.6046,,,,,,,,981723.0,,
600563.SH,20260821,,2.0866,,,,25.0419,4.7543,,,,,,,,2994080.0,,
300903.SZ,20260821,,6.6085,,,,,18.7455,,,,,,,,3423010.0,,
002262.SZ,20260821,,1.4786,,,,20.3153,2.657,,,,,,,,2229650.0,,
688620.SH,20260821,,2.6179,,,,,4.697,,,,,,,,598584.0,,
002305.SZ,20260821,,0.9509,,,,,14.6871,,,,,,,,367654.0,,
688683.SH,20260821,,0.969,,,,103.772,4.0297,,,,,,,,487482.0,,
920701.BJ,20260821,,2.5277,,,,29.9294,2.2671,,,,,,,,192354.0,,
002166.SZ,20260821,,2.0076,,,,32.2801,1.5677,,,,,,,,499845.0,,
003039.SZ,20260821,,0.3946,,,,23.2179,2.4717,,,,,,,,734847.0,,
002615.SZ,20260821,,2.2303,,,,131.261,1.5214,,,,,,,,363878.0,,
300150.SZ,20260821,,0.7698,,,,65.6344,1.5885,,,,,,,,249840.0,,
600328.SH,20260821,,0.7956,,,,,0.7835,,,,,,,,928174.0,,
300644.SZ,20260821,,1.6457,,,,18.4366,2.1774,,,,,,,,235526.0,,
603518.SH,20260821,,1.7778,,,,11.1458,0.7199,,,,,,,,276627.0,,
605507.SH,20260821,,0.9232,,,,17.2503,1.4512,,,,,,,,1218910.0,,
605186.SH,20260821,,1.1433,,,,116.334,3.2354,,,,,,,,357952.0,,
001201.SZ,20260821,,1.2124,,,,,1.0068,,,,,,,,305732.0,,
001365.SZ,20260821,,4.7595,,,,28.0541,3.4875,,,,,,,,1839080.0,,
002340.SZ,20260821,,1.2286,,,,20.9032,1.5246,,,,,,,,3326740.0,,
603227.SH,20260821,,0.5822,,,,15.5746,1.5545,,,,,,,,819845.0,,
300199.SZ,20260821,,6.7539,,,,159.645,23.9966,,,,,,,,2040290.0,,
603985.SH,20260821,,1.659,,,,62.2702,2.2132,,,,,,,,739319.0,,
300534.SZ,20260821,,22.9951,,,,112.743,7.5928,,,,,,,,556638.0,,
300828.SZ,20260821,,4.7027,,,,102.934,3.577,,,,,,,,282418.0,,
600428.SH,20260821,,1.7244,,,,17.6368,1.8981,,,,,,,,3246060.0,,
300883.SZ,20260821,,5.4119,,,,,1.6058,,,,,,,,226630.0,,
002434.SZ,20260821,,0.7788,,,,36.8276,1.2699,,,,,,,,752120.0,,
603058.SH,20260821,,1.4659,,,,34.4761,3.2965,,,,,,,,370736.0,,
600258.SH,20260821,,0.9218,,,,16.3046,1.1155,,,,,,,,1365610.0,,
000783.SZ,20260821,,1.1054,,,,11.3151,1.2912,,,,,,,,4755860.0,,
688699.SH,20260821,,2.8087,,,,90.1567,5.1931,,,,,,,,666111.0,,
001399.SZ,20260821,,4.995,,,,45.1686,6.4743,,,,,,,,17096100.0,,
603418.SH,20260821,,1.413,,,,16.3705,1.7862,,,,,,,,826719.0,,
301373.SZ,20260821,,8.2202,,,,76.2644,6.2882,,,,,,,,1066930.0,,
300467.SZ,20260821,,1.6464,,,,264.82,10.256,,,,,,,,666309.0,,
600985.SH,20260821,,1.456,,,,37.1974,1.156,,,,,,,,4855950.0,,
688517.SH,20260821,,1.6586,,,,28.9976,2.7262,,,,,,,,220494.0,,
300737.SZ,20260821,,1.9746,,,,,1.3335,,,,,,,,534033.0,,
002065.SZ,20260821,,1.0745,,,,45.7631,1.7888,,,,,,,,2214990.0,,
920396.BJ,20260821,,1.4956,,,,34.3221,3.882,,,,,,,,140109.0,,
002099.SZ,20260821,,1.7195,,,,,1.7167,,,,,,,,848207.0,,
603052.SH,20260821,,2.4087,,,,,10.8411,,,,,,,,1154820.0,,
688575.SH,20260821,,2.0571,,,,175.214,2.0113,,,,,,,,545676.0,,
600551.SH,20260821,,0.7612,,,,11.6019,0.7785,,,,,,,,465146.0,,
000069.SZ,20260821,,0.5556,,,,,0.4164,,,,,,,,1422680.0,,
920204.BJ,20260821,,0.5994,,,,49.0478,2.3931,,,,,,,,119934.0,,
600688.SH,20260821,,0.7893,,,,,1.2738,,,,,,,,2983560.0,,
603178.SH,20260821,,2.2288,,,,,3.319,,,,,,,,379914.0,,
688600.SH,20260821,,1.2246,,,,42.4472,4.5241,,,,,,,,360884.0,,
600423.SH,20260821,,0.355,,,,,4.149,,,,,,,,224433.0,,
688317.SH,20260821,,2.2511,,,,,1.0175,,,,,,,,336023.0,,
300635.SZ,20260821,,3.0084,,,,,5.5728,,,,,,,,171377.0,,
603928.SH,20260821,,3.2519,,,,35.4485,2.6421,,,,,,,,426561.0,,
300159.SZ,20260821,,1.6562,,,,68.0169,3.451,,,,,,,,964093.0,,
920682.BJ,20260821,,0.4452,,,,25.5272,1.9118,,,,,,,,222723.0,,
600743.SH,20260821,,0.8953,,,,,9.4468,,,,,,,,523180.0,,
002852.SZ,20260821,,5.3845,,,,39.6712,1.2502,,,,,,,,275519.0,,
300109.SZ,20260821,,17.0938,,,,54.2409,2.5565,,,,,,,,946045.0,,
002410.SZ,20260821,,1.1173,,,,36.3489,2.4492,,,,,,,,1488400.0,,
002110.SZ,20260821,,0.8848,,,,,0.3699,,,,,,,,716578.0,,
301156.SZ,20260821,,7.9916,,,,36.4001,2.8895,,,,,,,,216142.0,,
300706.SZ,20260821,,5.0177,,,,,11.6675,,,,,,,,804837.0,,
688418.SH,20260821,,1.2849,,,,,7.7346,,,,,,,,631772.0,,
688663.SH,20260821,,1.3782,,,,154.311,7.9563,,,,,,,,1103410.0,,
600426.SH,20260821,,1.1838,,,,13.9322,1.635,,,,,,,,5711630.0,,
301098.SZ,20260821,,5.5158,,,,,1.9886,,,,,,,,205529.0,,
688332.SH,20260821,,1.8918,,,,9.22,2.8559,,,,,,,,1626360.0,,
600686.SH,20260821,,1.2606,,,,13.8374,2.1763,,,,,,,,790903.0,,
301622.SZ,20260821,,1.2323,,,,59.9419,3.0052,,,,,,,,467090.0,,
920181.BJ,20260821,,5.7119,,,,34.7755,6.3986,,,,,,,,318341.0,,
301311.SZ,20260821,,0.5958,,,,,1.8875,,,,,,,,323520.0,,
600570.SH,20260821,,0.9281,,,,30.1457,4.0463,,,,,,,,4035360.0,,
688333.SH,20260821,,4.4027,,,,122.834,5.7847,,,,,,,,2893000.0,,
002996.SZ,20260821,,1.4258,,,,18.1406,1.2664,,,,,,,,419067.0,,
002902.SZ,20260821,,4.56,,,,,9.5888,,,,,,,,581882.0,,
688197.SH,20260821,,5.9172,,,,,8.4323,,,,,,,,560821.0,,
688608.SH,20260821,,1.621,,,,55.3189,3.6194,,,,,,,,2546290.0,,
002913.SZ,20260821,,1.7963,,,,89.9141,4.3248,,,,,,,,1915910.0,,
301520.SZ,20260821,,34.7736,,,,272.542,4.3738,,,,,,,,662914.0,,
001213.SZ,20260821,,0.1313,,,,41.2844,0.8032,,,,,,,,1546670.0,,
688152.SH,20260821,,6.5367,,,,,2.786,,,,,,,,337283.0,,
688112.SH,20260821,,3.4286,,,,72.054,7.1428,,,,,,,,1134890.0,,
002869.SZ,20260821,,1.1645,,,,,1.4005,,,,,,,,282356.0,,
301509.SZ,20260821,,10.9391,,,,58.6262,1.7455,,,,,,,,371216.0,,
603387.SH,20260821,,2.6194,,,,20.534,1.6884,,,,,,,,477739.0,,
003036.SZ,20260821,,3.712,,,,275.434,8.0952,,,,,,,,1150610.0,,
002599.SZ,20260821,,1.356,,,,321.902,2.531,,,,,,,,312475.0,,
688701.SH,20260821,,1.3996,,,,,8.733,,,,,,,,113464.0,,
603083.SH,20260821,,9.5436,,,,190.2,8.812,,,,,,,,6664230.0,,
301149.SZ,20260821,,1.2306,,,,33.0126,2.0639,,,,,,,,436020.0,,
002073.SZ,20260821,,6.3158,,,,15.4876,0.9423,,,,,,,,608516.0,,
300406.SZ,20260821,,1.6994,,,,32.3142,1.8322,,,,,,,,685784.0,,
000927.SZ,20260821,,0.5792,,,,29.013,1.4743,,,,,,,,1452080.0,,
002182.SZ,20260821,,1.2047,,,,,2.2328,,,,,,,,1179240.0,,
001337.SZ,20260821,,7.4435,,,,31.3399,10.502,,,,,,,,2161740.0,,
688563.SH,20260821,,0.6635,,,,43.1193,2.1501,,,,,,,,2244550.0,,
601011.SH,20260821,,3.3029,,,,,1.0186,,,,,,,,551711.0,,
300785.SZ,20260821,,3.6558,,,,72.1371,3.6237,,,,,,,,711902.0,,
300063.SZ,20260821,,3.7079,,,,57.7287,3.8066,,,,,,,,672814.0,,
001387.SZ,20260821,,1.7238,,,,24.5972,1.6793,,,,,,,,221788.0,,
002190.SZ,20260821,,0.9956,,,,,2.3391,,,,,,,,818262.0,,
600115.SH,20260821,,0.6294,,,,76.3636,5.3884,,,,,,,,7598180.0,,
300337.SZ,20260821,,1.633,,,,92.5648,4.5179,,,,,,,,798934.0,,
605068.SH,20260821,,1.7783,,,,,1.8048,,,,,,,,278819.0,,
603650.SH,20260821,,2.3497,,,,66.1224,9.4584,,,,,,,,3971800.0,,
000401.SZ,20260821,,0.2589,,,,96.0216,0.3562,,,,,,,,934964.0,,
300916.SZ,20260821,,8.3545,,,,51.1296,2.7488,,,,,,,,376074.0,,
600298.SH,20260821,,0.9844,,,,22.037,2.8783,,,,,,,,3583210.0,,
300667.SZ,20260821,,4.7174,,,,,2.8744,,,,,,,,299178.0,,
603680.SH,20260821,,0.5375,,,,12.9024,1.3649,,,,,,,,801744.0,,
001206.SZ,20260821,,4.3258,,,,19.4678,1.6352,,,,,,,,304890.0,,
301157.SZ,20260821,,4.0408,,,,121.831,3.3969,,,,,,,,377700.0,,
300169.SZ,20260821,,2.5141,,,,58.097,29.7388,,,,,,,,188419.0,,
688628.SH,20260821,,6.4983,,,,50.0371,7.286,,,,,,,,966678.0,,
301197.SZ,20260821,,4.5946,,,,133.795,2.3156,,,,,,,,305931.0,,
002991.SZ,20260821,,1.8493,,,,17.3913,2.1699,,,,,,,,386100.0,,
600119.SH,20260821,,0.6363,,,,,23.1783,,,,,,,,172042.0,,
300996.SZ,20260821,,7.6198,,,,60.6254,4.2994,,,,,,,,568751.0,,
300042.SZ,20260821,,5.5639,,,,57.5657,7.1263,,,,,,,,806410.0,,
688039.SH,20260821,,1.312,,,,,3.564,,,,,,,,369962.0,,
688147.SH,20260821,,1.4829,,,,355.786,18.9463,,,,,,,,5560550.0,,
002442.SZ,20260821,,1.5667,,,,126.234,1.361,,,,,,,,250177.0,,
688589.SH,20260821,,7.8122,,,,192.702,3.0171,,,,,,,,289204.0,,
301301.SZ,20260821,,4.2231,,,,34.04,2.4574,,,,,,,,2013530.0,,
301123.SZ,20260821,,5.5461,,,,,6.3153,,,,,,,,1770360.0,,
002172.SZ,20260821,,22.6601,,,,91.255,15.4604,,,,,,,,309356.0,,
300587.SZ,20260821,,2.4139,,,,,3.0246,,,,,,,,677696.0,,
688159.SH,20260821,,2.6686,,,,79.9627,3.2069,,,,,,,,300243.0,,
603520.SH,20260821,,2.0333,,,,230.691,1.5084,,,,,,,,388431.0,,
688207.SH,20260821,,2.8645,,,,,2.7519,,,,,,,,501890.0,,
600571.SH,20260821,,1.5183,,,,137.22,4.1749,,,,,,,,482639.0,,
601908.SH,20260821,,0.8998,,,,,0.9686,,,,,,,,717137.0,,
300243.SZ,20260821,,13.1883,,,,61.5491,3.0236,,,,,,,,468546.0,,
605111.SH,20260821,,5.0194,,,,66.7431,5.8401,,,,,,,,2535610.0,,
603378.SH,20260821,,5.3456,,,,,,,,,,,,,262730.0,,
603626.SH,20260821,,7.8675,,,,80.9824,4.5442,,,,,,,,1034850.0,,
601212.SH,20260821,,4.544,,,,,2.8371,,,,,,,,4509510.0,,
300851.SZ,20260821,,1.8967,,,,25.993,1.5845,,,,,,,,212118.0,,
601058.SH,20260821,,0.8126,,,,12.8354,2.0272,,,,,,,,4544150.0,,
300077.SZ,20260821,,4.0781,,,,,7.5574,,,,,,,,1316240.0,,
002245.SZ,20260821,,3.4773,,,,35.2251,3.9321,,,,,,,,3129610.0,,
600241.SH,20260821,,1.3302,,,,,2.14,,,,,,,,218961.0,,
603950.SH,20260821,,2.0398,,,,49.3573,6.2837,,,,,,,,1945430.0,,
920809.BJ,20260821,,1.8212,,,,101.195,2.6963,,,,,,,,458872.0,,
603808.SH,20260821,,0.6622,,,,18.6344,1.1724,,,,,,,,307355.0,,
002893.SZ,20260821,,2.3204,,,,39.879,1.8418,,,,,,,,259158.0,,
000681.SZ,20260821,,1.7982,,,,39.1944,3.1086,,,,,,,,1191680.0,,
300753.SZ,20260821,,7.6802,,,,,4.2108,,,,,,,,279196.0,,
002763.SZ,20260821,,3.4091,,,,41.3109,1.8734,,,,,,,,300884.0,,
603406.SH,20260821,,7.3522,,,,24.8597,2.472,,,,,,,,1166430.0,,
601968.SH,20260821,,0.4353,,,,28.4829,1.2254,,,,,,,,557516.0,,
002529.SZ,20260821,,1.8022,,,,,32.097,,,,,,,,183040.0,,
301458.SZ,20260821,,4.4086,,,,75.5757,5.9423,,,,,,,,1010670.0,,
002259.SZ,20260821,,1.5689,,,,14.6738,6.3216,,,,,,,,289646.0,,
300530.SZ,20260821,,1.6679,,,,,42.7829,,,,,,,,311060.0,,
600208.SH,20260821,,0.7139,,,,164.42,0.5966,,,,,,,,2493120.0,,
688382.SH,20260821,,5.7531,,,,,8.2146,,,,,,,,1159180.0,,
002659.SZ,20260821,,1.4819,,,,,1.2297,,,,,,,,263842.0,,
600589.SH,20260821,,2.5073,,,,,19.4638,,,,,,,,1137850.0,,
001257.SZ,20260821,,9.6029,,,,46.9503,6.0119,,,,,,,,4626600.0,,
600545.SH,20260821,,3.3815,,,,,2.8988,,,,,,,,759863.0,,
600229.SH,20260821,,0.4183,,,,,1.2194,,,,,,,,336961.0,,
688309.SH,20260821,,2.2695,,,,55.7311,7.0437,,,,,,,,591381.0,,
920261.BJ,20260821,,0.597,,,,18.6879,2.446,,,,,,,,398561.0,,
002209.SZ,20260821,,9.9382,,,,17.93,2.8516,,,,,,,,269162.0,,
002421.SZ,20260821,,5.3912,,,,,2.4226,,,,,,,,657380.0,,
688720.SH,20260821,,4.347,,,,155.554,7.9122,,,,,,,,825844.0,,
920080.BJ,20260821,,1.2221,,,,21.8293,3.152,,,,,,,,176458.0,,
300600.SZ,20260821,,0.9578,,,,,2.4424,,,,,,,,293058.0,,
688119.SH,20260821,,0.6775,,,,,1.5573,,,,,,,,438750.0,,
002528.SZ,20260821,,2.8501,,,,,,,,,,,,,674854.0,,
600281.SH,20260821,,6.229,,,,,42.2411,,,,,,,,237654.0,,
603318.SH,20260821,,9.6257,,,,,2.8153,,,,,,,,529158.0,,
920992.BJ,20260821,,1.7026,,,,61.4307,1.7526,,,,,,,,109886.0,,
000829.SZ,20260821,,1.7013,,,,,2.9396,,,,,,,,851858.0,,
600185.SH,20260821,,0.8912,,,,,98.2519,,,,,,,,848253.0,,
688395.SH,20260821,,1.6975,,,,45.7202,2.4703,,,,,,,,196144.0,,
301327.SZ,20260821,,0.3958,,,,,1.2513,,,,,,,,762396.0,,
600165.SH,20260821,,3.964,,,,,4.6768,,,,,,,,534858.0,,
