ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000831.SZ,20260819,59.54,3.8823,6.2655,0.77,366.1283,254.9632,12.4809,19.8565,21.3932,,0.0487,106122.0807,106122.0807,65757.3396,6318508.6432,6318508.6432
000153.SZ,20260819,6.61,23.265,31.8548,9.59,30.8962,31.2146,1.4073,0.7961,0.8183,1.5131,1.5129,46468.5522,45886.8497,33513.2822,307157.1155,303312.0785
300771.SZ,20260819,11.25,2.2909,2.512,1.17,32.6303,29.4402,1.3547,4.5013,4.3583,1.3056,1.7407,24000.0,17857.3093,16285.4213,270000.0,200894.7375
600971.SH,20260819,8.58,2.7044,6.0047,2.31,,,0.8671,1.8609,1.7204,5.4779,2.8927,120000.4884,120000.4884,54046.5995,1029604.2042,1029604.2042
301638.SZ,20260819,21.95,4.0742,4.0742,0.81,110.8182,100.169,6.2198,9.6702,9.108,,0.2733,317965.023,25023.4005,25023.4005,6979332.189,549263.63
600027.SH,20260819,4.5,0.8042,1.8763,1.44,8.608,8.897,1.0452,0.4147,0.4254,4.6829,5.1111,1161177.4184,921567.7327,394969.6394,5225298.39,4147054.785
000425.SZ,20260819,8.06,1.1724,1.2903,0.96,14.3623,14.324,1.5064,0.9362,0.9134,2.1788,2.4677,1171121.0449,900055.5358,817824.4959,9439235.6219,7254447.6185
600376.SH,20260819,3.9,5.3263,11.2503,0.71,,,4.2732,0.3343,0.3231,,,257956.5242,257956.5242,122126.6904,1006030.428,1006030.428
603605.SH,20260819,55.64,1.3822,2.742,1.38,14.7101,14.9456,3.4667,2.079,2.0897,3.5582,3.5635,39597.6049,39597.6049,19961.1754,2203210.464,2203210.464
300050.SZ,20260819,6.62,5.4882,6.6591,1.37,232.7161,215.7067,8.7397,12.3877,12.349,,,54484.6718,54451.4249,44876.9849,360688.5154,360468.4004
300323.SZ,20260819,11.63,5.9874,8.779,1.45,,,2.8456,3.4903,2.8729,,,162299.8797,118769.4006,81001.7291,1887547.6044,1381288.122
002910.SZ,20260819,9.36,4.3723,7.6262,0.97,,,1.847,1.9881,1.9149,,,19553.9347,17106.195,9807.3535,183024.8784,160114.032
603203.SH,20260819,42.78,3.1311,8.6585,1.26,102.0136,94.6833,9.4192,13.0661,12.1359,1.1427,0.8991,33001.1653,32623.5049,11797.2097,1411789.6248,1395633.33
301095.SZ,20260819,73.32,3.6542,5.4879,1.07,165.5761,160.1617,4.6744,19.9797,18.976,0.3355,0.2684,20028.1088,17302.0281,11520.8838,1468461.0252,1268584.8396
000001.SZ,20260819,11.27,0.7351,1.748,1.8,5.1299,5.0324,0.4671,1.6639,1.6484,5.3062,5.2885,1940591.8198,1940568.4991,816056.5553,21870469.8114,21870206.995
300644.SZ,20260819,20.71,1.996,2.7786,1.27,17.3051,17.9427,2.119,0.8013,0.8016,1.1822,1.2071,11067.9506,8821.3086,6336.7508,229217.2445,182689.3301
920190.BJ,20260819,24.14,5.3004,9.7525,0.7,105.4409,83.789,2.8226,0.8012,0.7863,0.4971,0.5178,10000.0001,9944.3051,5404.6233,241400.0024,240055.5251
300855.SZ,20260819,33.0,7.6122,9.8574,3.62,84.0548,41.9163,5.9373,11.5948,8.4203,0.7576,0.7576,39553.15,29295.6138,22623.1,1305253.95,966755.13
600718.SH,20260819,7.99,0.8656,1.0976,1.16,,,1.0805,0.7941,0.7911,1.8656,,119643.8852,119643.8852,94355.2891,955954.6811,955954.6811
301091.SZ,20260819,18.01,1.1122,2.9735,0.89,155.2535,87.0341,3.9178,7.8798,6.7287,0.2178,0.0666,52728.0,52728.0,19721.822,949631.28,949631.28
601006.SH,20260819,4.77,0.5496,1.2137,1.24,16.0582,16.5831,0.57,1.2202,1.2083,4.6782,4.6717,1986289.2778,1986289.2778,899397.0241,9474599.8656,9474599.8656
603299.SH,20260819,9.11,0.6079,1.6245,0.88,16.6588,18.5098,1.061,1.9302,1.98,3.9811,2.7662,95475.9938,78050.6184,29206.3344,869786.36,711041.1482
688237.SH,20260819,56.81,4.1868,9.3294,1.57,402.3222,357.3385,4.1981,13.1034,12.3333,0.5895,0.59,8968.1952,8968.1952,4024.7089,509483.442,509483.442
000839.SZ,20260819,2.67,1.6384,2.5778,0.68,111.0994,119.5768,6.739,3.1497,3.1259,,,391982.6352,391982.6352,249133.8007,1046593.6488,1046593.6488
000639.SZ,20260819,1.76,7.0936,8.8693,1.14,,,1.1505,0.4193,0.4186,,,107942.8095,107942.6772,86332.3129,189979.3456,189979.1168
603583.SH,20260819,23.02,1.8478,3.8684,1.65,22.3566,26.4959,1.8874,2.2002,2.2077,1.2954,1.3467,38576.0955,38224.6955,18258.6222,888021.822,879932.594
605599.SH,20260819,15.71,0.612,1.6427,0.6,10.7839,10.0836,2.4154,0.424,0.3504,4.5831,4.965,77777.78,77777.78,28977.5982,1221888.9238,1221888.9238
688573.SH,20260819,15.65,4.017,4.017,1.44,,,4.4236,5.8565,5.2796,,,9775.4388,5321.6225,5321.6225,152985.636,83283.353
600196.SH,20260819,23.63,1.0803,1.8627,0.74,18.7216,18.1504,1.284,1.5146,1.4913,1.3415,1.6349,267042.9325,211848.8825,122859.787,6310224.4359,5005989.0344
300992.SZ,20260819,23.73,1.8066,2.5875,0.97,121.6711,,2.6174,2.4175,2.4064,0.3094,0.3109,9530.0518,7798.8018,5445.0518,226148.0865,185065.524
688267.SH,20260819,18.85,1.1355,2.0092,1.41,20.993,21.967,1.5046,5.0846,4.8894,2.6167,2.0129,22813.6294,22813.6294,12892.8046,430036.9255,430036.9255
688468.SH,20260819,6.2,0.7025,0.9613,1.04,56.6324,64.8795,1.7515,7.4753,7.6584,1.9834,,40110.8,40110.8,29310.7992,248686.96,248686.96
002255.SZ,20260819,8.1,2.4457,2.5723,1.69,16.1449,15.0698,1.4566,2.8981,2.8592,0.5993,1.1442,83088.1055,63794.4743,60655.1205,673013.61,516757.482
300404.SZ,20260819,15.35,23.1559,26.1806,0.84,194.1759,137.5292,5.5442,6.8167,6.2333,0.0774,0.0847,38574.8938,28551.5612,25252.9564,592124.5615,438266.446
300472.SZ,20260819,6.44,0.943,1.0289,0.89,,,77.0874,14.3038,11.4475,,,27525.8621,24594.5328,22541.5192,177266.5384,158388.7732
603073.SH,20260819,16.33,3.325,3.5856,1.16,27.2019,31.5969,1.3653,2.3499,2.3426,1.8371,0.6124,11600.0,5089.2848,4719.4226,189428.0,83107.9424
600373.SH,20260819,7.0,0.8098,1.8437,1.0,33.7176,44.2651,0.5271,1.216,1.2633,5.9164,2.8571,134735.8719,134735.8719,59181.7687,943151.09,943151.09
002076.SZ,20260819,2.04,2.7615,3.1438,0.9,,,7.432,5.9546,5.1107,,,110912.4491,104227.0207,91550.6559,226261.398,212623.1208
600807.SH,20260819,2.53,1.8463,2.378,1.17,,,7.57,6.3631,7.0641,,,88463.4731,78701.8464,61104.8824,223812.6044,199115.6805
920662.BJ,20260819,18.72,8.6876,9.2989,1.03,82.6358,100.4213,3.5405,4.2413,4.1624,0.9188,0.641,8755.0002,2700.6082,2523.0687,163893.6037,50555.3855
000737.SZ,20260819,13.84,3.1781,6.4834,0.82,33.3427,25.4812,3.5453,0.9443,0.847,0.7948,1.0116,190471.6435,190453.926,93359.5598,2636127.636,2635882.3912
600493.SH,20260819,5.96,2.0767,3.1005,1.1,103.1885,264.3673,1.4539,1.7604,1.7466,0.9849,0.302,27200.0,27200.0,18218.6406,162112.0,162112.0
301038.SZ,20260819,15.63,0.9905,3.0254,0.94,66.1475,73.0956,3.8909,4.4484,4.5257,0.4528,0.531,22308.0,22308.0,7303.8,348674.04,348674.04
605118.SH,20260819,29.01,0.7728,4.7158,1.24,45.8811,43.6055,7.3755,14.3654,13.1937,2.0998,2.0668,41126.5,40886.85,6700.26,1193079.765,1186127.5185
601166.SH,20260819,18.24,0.6808,0.9526,2.02,4.9828,4.9805,0.4651,1.8145,1.8195,5.8114,5.8443,2116285.9513,2116285.9513,1512501.8184,38601055.728,38601055.728
000008.SZ,20260819,2.38,1.6187,2.6586,1.56,,,2.9955,3.0489,3.0233,,,271637.7683,271629.6952,165387.8495,646497.8926,646478.686
000039.SZ,20260819,9.31,1.8352,2.0843,0.66,227.3542,,1.0746,0.3206,0.3276,1.8904,1.8516,539252.0385,230140.7141,202638.8546,5020436.3993,2142610.0101
001314.SZ,20260819,54.65,2.6405,5.8742,1.18,119.2299,70.9421,3.6909,1.7002,1.5076,0.1634,0.326,14259.4,12409.9387,5578.4124,779276.21,678203.221
600999.SH,20260819,17.83,0.7084,1.7431,1.11,12.5559,11.6477,1.2473,6.2094,5.694,2.7818,3.1856,869652.6806,742200.5272,301633.7568,15505907.2844,13233435.4499
300283.SZ,20260819,13.17,11.8551,13.6318,0.9,259.9971,53.944,5.4549,1.7903,1.2863,,0.1139,49697.8222,37986.8489,33035.936,654520.2894,500286.8145
600238.SH,20260819,4.65,1.3284,1.6329,1.32,,,26.7286,5.6145,4.8858,,,44820.0,44527.158,36223.5725,208413.0,207051.294
002823.SZ,20260819,12.65,4.1062,4.6866,0.92,17.7349,17.4927,1.9652,1.4147,1.4441,2.6552,3.3793,32749.827,22303.9713,19541.7355,414285.3495,282145.2205
002893.SZ,20260819,9.64,3.019,3.8168,1.04,40.8082,39.1082,1.8062,1.9068,1.8419,1.0581,0.944,26364.0,20277.8618,16039.1631,254148.96,195478.5704
688206.SH,20260819,39.71,2.2464,3.4965,1.05,584.503,978.8527,10.0516,41.382,40.6074,0.065,0.0652,50403.5633,43657.8835,28048.8275,2001525.3676,1733654.4148
300387.SZ,20260819,7.46,5.6651,9.3138,1.93,36.4034,34.3864,1.4826,1.5607,1.5211,0.9383,0.8043,28905.7018,28895.6645,17575.5317,215636.522,215561.6236
002083.SZ,20260819,10.93,9.111,15.128,1.39,24.1505,17.6651,2.1396,1.9859,1.8674,1.3151,2.6303,94663.9012,94630.8312,56992.5466,1034676.427,1034314.9719
300593.SZ,20260819,28.45,6.2855,6.6454,1.0,,,6.7282,12.9895,12.0709,,,54249.8469,44830.4225,42402.4023,1543407.948,1275425.449
301628.SZ,20260819,88.28,14.5132,14.5132,1.38,55.0444,56.8508,5.5688,6.9784,6.6241,0.4531,0.5664,7537.58,2787.58,2787.58,665417.5624,246087.5624
603167.SH,20260819,8.68,0.4712,0.7876,0.88,15.4681,16.3626,1.1499,2.2073,2.2092,11.7512,10.3687,46914.4503,46914.4503,28065.9398,407217.426,407217.426
002984.SZ,20260819,13.87,1.9972,2.5776,1.68,12.7783,14.7676,1.0623,1.669,1.6639,4.2513,2.5226,103628.6871,71392.0189,55318.5807,1437329.9303,990207.3174
300220.SZ,20260819,10.58,1.3992,2.7434,0.91,1062.1788,,26.3861,6.3597,6.5189,,,15120.0,15101.9348,7702.096,159969.6,159778.4194
301222.SZ,20260819,23.72,1.7622,5.0998,1.29,39.9237,37.6947,2.2664,5.5186,5.1416,0.9034,1.5057,14033.824,10660.0148,3683.4578,332882.2104,252855.4372
301399.SZ,20260819,16.62,5.0672,5.9906,0.83,94.8954,264.3467,2.3693,6.5674,6.0351,1.2449,0.6619,18502.0,5468.3586,4625.5,307503.24,90884.1432
002538.SZ,20260819,7.12,1.3425,1.9899,0.57,36.8055,30.9942,1.1471,1.3035,1.2266,1.6854,1.6854,85355.5763,85299.6301,57551.5501,607731.7296,607333.3656
688696.SH,20260819,69.89,0.9432,1.2274,0.92,34.1152,37.3346,1.635,1.4113,1.4184,,1.6348,7002.0,7002.0,5380.7923,489369.78,489369.78
601939.SH,20260819,10.55,1.7552,2.5358,1.47,8.1435,8.0735,0.778,3.6264,3.5282,5.581,1.9232,26160038.1459,959365.7606,664036.519,275988402.4825,10121308.768
600198.SH,20260819,7.36,2.3589,4.9801,0.69,,,49.8551,9.5447,9.2692,,,130360.3541,130194.9804,61670.072,959452.176,958235.0528
002858.SZ,20260819,11.4,1.9123,2.2356,0.98,,,4.0806,4.2803,4.3104,,,18667.8458,14741.2413,12609.7113,212813.376,168050.136
688388.SH,20260819,28.53,4.9458,6.17,1.08,330.1578,122.9865,2.3259,1.9523,1.6949,,0.1085,65990.7307,65990.7307,52897.1916,1882715.5269,1882715.5269
300890.SZ,20260819,26.06,3.6018,3.716,1.19,57.5291,36.3386,1.4579,1.8603,1.6353,,0.3823,11957.9984,10929.8599,10594.022,311625.48,284832.1516
001217.SZ,20260819,9.87,1.1559,3.1313,1.24,,,1.504,1.5811,1.5061,1.0132,1.0132,33187.0,32857.8747,12129.4827,327555.69,324307.1769
688272.SH,20260819,28.05,2.578,6.9554,1.41,,,5.3488,10.1448,10.1555,,,7600.0,7600.0,2816.9311,213180.0,213180.0
920689.BJ,20260819,19.58,2.0956,2.4353,1.4,26.0861,25.3796,2.844,2.4496,2.3572,2.0429,2.5536,7340.0,3793.0617,3263.8617,143717.2,74268.1481
603530.SH,20260819,50.67,1.217,5.7754,0.78,50.638,44.9605,12.0423,12.7037,11.4402,0.9034,0.6718,43140.4377,42746.4774,9007.9472,2185926.0948,2165964.1416
603618.SH,20260819,26.55,9.7115,18.8247,0.65,,,6.7849,1.9422,1.8979,0.226,,69137.5616,69137.5616,35667.5616,1835602.218,1835602.218
600062.SH,20260819,15.86,0.6785,1.708,0.65,10.0015,10.1357,1.3591,1.4973,1.5353,2.9704,3.0203,103858.2511,103822.5388,41242.9764,1647191.845,1646625.4844
688719.SH,20260819,48.0,5.1921,5.1921,0.87,,,3.2923,6.1347,5.9252,0.3382,,11538.5418,8972.2298,8972.2298,553849.92,430667.04
603888.SH,20260819,15.87,0.9761,2.4987,0.86,35.778,35.7004,3.0955,5.2767,5.2257,0.5993,0.8421,74221.1985,74221.1985,28993.8428,1177890.444,1177890.444
001335.SZ,20260819,31.22,2.9053,2.9053,1.27,37.6061,37.2631,2.9504,2.2293,2.1774,0.4805,0.4805,9373.956,2554.403,2554.403,292654.719,79748.368
688777.SH,20260819,89.35,2.0238,2.5501,1.02,160.1272,178.4861,7.0457,8.7572,8.8682,0.7891,0.3089,79118.9527,78719.9115,62474.1208,7069278.1825,7033623.9585
688282.SH,20260819,56.13,2.2047,6.3302,1.63,,,3.9655,16.6001,16.3255,,,8902.93,8902.93,3100.7711,499721.4609,499721.4609
300065.SZ,20260819,15.61,11.322,11.7059,1.99,279.5728,1572.3313,6.4116,15.7236,24.4193,,,72153.916,65689.5092,63534.7069,1126322.6288,1025413.2386
002988.SZ,20260819,22.1,4.2385,9.444,1.35,46.6383,47.274,2.0526,0.7098,0.6907,0.713,,24980.4496,24980.4496,11211.2755,552067.945,552067.945
605183.SH,20260819,14.35,0.2987,0.924,1.05,11.9879,13.5931,1.5734,2.6833,2.6646,2.084,2.7787,41518.4405,41242.9445,13333.6225,595789.614,591836.189
301296.SZ,20260819,6.34,0.6583,1.5167,1.05,62.034,74.0675,1.0194,0.9257,0.8145,0.8915,,42754.1514,42753.1764,18557.0096,271061.3744,271055.1612
688028.SH,20260819,87.82,5.6123,8.5642,1.18,140.2652,130.2696,6.5576,17.5883,16.6373,0.3874,0.2847,15094.9,15094.9,9892.0819,1325634.118,1325634.118
600309.SH,20260819,73.89,0.979,1.6834,1.13,18.4647,17.573,2.0764,1.1381,1.0798,0.9909,1.6917,313047.1626,313047.1626,182051.9021,23131054.6524,23131054.6524
603920.SH,20260819,37.7,4.0212,7.634,0.8,39.7193,70.763,4.2975,4.8712,4.5192,2.3872,1.5915,72059.2317,72059.2317,37956.7912,2716632.971,2716632.971
920126.BJ,20260819,10.22,6.1119,6.1119,1.08,17.3864,17.3864,2.4536,2.6163,2.6163,,,18608.0,4466.8,4466.8,190173.76,45650.696
002117.SZ,20260819,7.76,1.1981,1.7325,1.02,28.1905,26.9424,2.7431,3.4277,3.4796,2.7062,3.866,52372.0955,52354.5567,36204.2317,406407.496,406271.3856
603209.SH,20260819,13.7,2.8312,5.0308,3.31,16.4914,12.8154,1.2982,2.7342,2.3943,1.2565,1.4464,32500.0,32149.1597,18092.6597,445250.0,440443.492
600658.SH,20260819,3.83,0.9337,1.7823,0.83,,,1.0573,3.6732,3.9554,,,111858.5045,111858.5045,58603.2353,428418.055,428418.055
603728.SH,20260819,49.03,2.2373,5.2461,1.63,335.9804,303.115,6.9068,7.4359,7.1633,0.0489,0.051,41888.25,41888.25,17864.25,2053780.8975,2053780.8975
001216.SZ,20260819,14.29,1.8697,1.3058,0.67,18.9248,19.5092,2.2137,2.8352,2.9324,2.4148,2.7166,29195.8338,13155.3199,18837.2865,417208.465,187989.5214
301613.SZ,20260819,37.39,1.4924,2.0091,1.0,23.378,22.8703,3.1806,1.7572,1.6264,1.783,1.8722,14384.1247,8390.1247,6232.5124,537822.2468,313706.5868
603255.SH,20260819,27.76,2.5782,4.0767,1.63,327.1341,143.8684,2.3577,4.4452,3.9481,,0.1261,13459.1667,6067.5248,3837.1667,373626.2816,168434.3552
002072.SZ,20260819,7.23,1.642,2.8867,1.17,,,11.5036,5.7202,5.6559,,,36768.0,36753.18,20906.3087,265832.64,265725.4914
300719.SZ,20260819,11.24,2.3947,2.8291,1.47,,,2.8303,4.2045,4.3732,0.3559,,25422.715,17959.5132,15202.0818,285751.2604,201864.8924
688047.SH,20260819,106.75,1.3308,2.8583,1.28,,,17.8466,67.3782,66.3393,,,40100.0,40100.0,18670.6956,4280675.0,4280675.0
301033.SZ,20260819,56.06,2.3053,3.6694,0.71,33.2424,34.2871,4.5864,10.1962,10.069,1.0557,1.2435,6708.2709,5638.6749,3542.523,376065.6162,316103.8402
300476.SZ,20260819,245.38,4.2197,6.0957,0.92,55.9268,51.5316,13.8562,12.5001,11.764,0.1203,0.8128,98278.4813,86519.4945,59892.5754,24115573.4224,21230152.4562
920263.BJ,20260819,6.82,0.62,0.9909,1.29,,,1.7875,3.0623,3.257,2.0953,,14124.2896,10254.9192,6416.6208,96327.6551,69938.5489
603035.SH,20260819,10.83,1.0609,1.5656,1.16,11.4604,12.0185,0.737,0.558,0.533,3.2179,1.5123,36634.708,36634.708,24825.0198,396753.9093,396753.9093
920578.BJ,20260819,16.48,7.5612,10.9924,1.63,,,4.7672,7.6225,7.6179,,,7647.9097,3550.1019,2441.9842,126037.5519,58505.6793
300534.SZ,20260819,18.39,29.612,47.4906,0.96,126.9264,112.9892,7.6093,6.2895,6.6106,0.2175,0.2175,30334.5,30205.1488,18833.9461,557851.455,555472.7085
000520.SZ,20260819,4.01,3.4405,5.0225,1.43,,,9.6373,5.379,4.87,,,101208.3455,101208.3455,69328.8299,405845.4835,405845.4835
600683.SH,20260819,9.68,7.0352,15.9105,1.01,,,,1.2545,0.7834,,,74077.7597,74077.7597,32755.457,717072.7168,717072.7168
300959.SZ,20260819,92.61,6.0402,9.4091,0.8,,,6.7346,12.8674,15.2556,0.3537,,8036.78,5232.8217,3359.2368,744286.1958,484611.4602
688689.SH,20260819,39.9,5.9023,13.9972,1.06,72.3591,57.2787,4.2203,5.5088,4.882,0.5059,0.5563,14490.8035,14490.8035,6110.4488,578182.92,578182.92
920124.BJ,20260819,12.62,2.1974,2.4337,1.73,18.9161,21.0575,1.738,1.7151,1.7232,,1.1886,14873.3315,7658.1409,6914.4744,187701.4435,96645.7382
301257.SZ,20260819,48.4,6.2127,10.6099,0.73,34.8769,33.4747,2.9838,4.5386,4.446,0.3484,0.3058,7900.477,7531.8909,4410.3448,382383.232,364543.476
300346.SZ,20260819,58.26,7.9941,9.1525,1.16,125.93,115.5777,11.1849,15.5743,15.3709,0.452,0.7896,69115.6903,65599.0041,57296.4928,4026680.0994,3821797.74
002353.SZ,20260819,150.5,3.5901,4.318,1.12,57.4862,58.4736,6.6177,9.4983,9.0809,0.5578,0.5628,102385.5833,69107.0465,57456.8675,15409031.295,10400611.025
603686.SH,20260819,12.66,2.9473,3.5504,1.34,33.8937,33.5049,1.5024,1.0676,1.0358,1.248,0.8926,41543.0404,41543.0404,34485.9836,525934.8864,525934.8864
300980.SZ,20260819,21.41,5.1599,6.2044,1.14,59.4715,49.403,2.0766,4.8981,4.6664,0.8219,0.9112,13806.5198,9834.1448,8178.5948,295597.5932,210548.9374
600266.SH,20260819,4.16,2.727,5.0046,0.79,,,0.4725,0.2852,0.2744,1.2019,1.2019,207574.3507,207574.3507,113108.0246,863509.296,863509.296
301368.SZ,20260819,39.59,3.2178,5.1054,1.86,,,5.0443,9.472,9.2745,0.1692,,12010.0,12010.0,7569.58,475475.9,475475.9
301491.SZ,20260819,39.31,2.0875,2.1781,0.89,22.6864,23.5807,2.3295,2.7651,2.6085,,0.4426,12900.0,3825.084,3665.9696,507099.0,150363.8948
300518.SZ,20260819,22.2,5.2115,6.8724,1.31,,,6.6964,34.6571,33.0866,,,19941.1576,19937.2501,15119.0555,442693.752,442606.95
000656.SZ,20260819,1.23,1.983,2.81,0.73,0.4441,0.4215,3.1658,1.8919,2.0442,,,1058873.1632,758734.9007,535426.5331,1302413.9868,933243.927
300010.SZ,20260819,2.13,1.8818,1.8818,1.17,62.6249,,2.5401,4.3744,4.3375,,,206661.2659,166333.1676,166333.1676,440188.5051,354289.6521
301535.SZ,20260819,14.33,1.5771,4.1519,0.86,60.8642,68.533,5.2343,7.9923,8.0156,0.8234,0.6978,42529.4118,16979.6118,6449.6118,609446.4453,243317.8113
002371.SZ,20260819,712.95,1.5021,2.5235,1.45,93.6945,92.7866,13.1668,13.1471,12.476,0.1095,0.1069,72568.92,72510.9848,43161.8061,51738011.514,51696706.6132
301207.SZ,20260819,17.49,0.7147,3.0305,0.89,57.4677,56.0614,1.8308,8.7417,8.7236,4.5282,7.9243,60102.75,60064.815,14164.815,1051197.2724,1050533.7018
600233.SH,20260819,18.68,0.5799,1.0524,1.17,14.7976,13.2068,1.7668,0.8497,0.8308,1.9251,1.3379,342401.6438,342401.6438,188686.0615,6396062.7062,6396062.7062
000887.SZ,20260819,20.89,6.0913,10.2424,0.77,17.3031,18.2266,1.8768,1.389,1.4231,0.9574,0.9574,131648.9747,131437.0608,78166.9287,2750146.9833,2745720.1834
002130.SZ,20260819,16.1,2.4088,2.6014,1.2,19.7035,20.0381,2.463,2.667,2.5836,0.8418,1.0165,139988.7362,114695.2254,106206.1304,2253818.6528,1846593.1289
600756.SH,20260819,14.61,8.2573,10.206,0.92,,,2.2851,4.4209,4.3213,,,34962.8753,32409.8753,26221.7753,510807.6768,473508.3468
301320.SZ,20260819,12.72,1.6865,2.8033,1.22,224.9912,,2.1964,2.5341,2.4081,0.7746,0.3889,18201.0,11420.9175,6870.9175,231516.72,145274.1024
000537.SZ,20260819,8.01,2.005,6.4623,0.83,20.5647,25.9129,0.8274,3.3653,3.2643,3.0749,2.0629,205571.7899,205571.7899,63780.8262,1646630.0379,1646630.0379
603335.SH,20260819,6.38,2.5112,4.6673,1.08,56.3433,53.2613,9.6759,2.7756,3.0407,,,42814.46,42814.46,23036.28,273156.2548,273156.2548
301522.SZ,20260819,22.77,2.674,3.7764,2.07,84.2401,82.8673,4.3411,3.5172,3.4062,0.5138,0.3206,37186.6667,27678.1667,19598.1667,846740.4759,630231.9309
600892.SH,20260819,3.69,5.1718,7.9164,0.52,,,235.3886,6.1917,5.8401,,,55946.4188,55931.9536,36540.3789,206442.2898,206388.8955
600461.SH,20260819,8.91,0.7293,1.3301,1.31,9.5891,9.716,1.1186,1.5284,1.5764,5.2076,5.2413,128415.6812,128415.6812,70411.9433,1144183.7088,1144183.7088
301097.SZ,20260819,34.84,2.5075,4.0378,1.63,,,2.5505,4.9383,4.4349,1.0115,0.9963,8160.9393,3916.721,2432.3458,284327.1496,136458.5248
002624.SZ,20260819,11.08,1.9566,2.6588,0.72,29.4104,40.4533,2.9819,3.2277,3.7011,2.035,2.9783,193996.8404,182773.3041,134502.2225,2149484.9872,2025128.164
600768.SH,20260819,14.89,4.564,7.2732,0.9,33.9922,18.5394,4.1359,1.7204,1.2099,1.0074,0.3358,13374.72,13374.72,8392.7118,199149.5808,199149.5808
301456.SZ,20260819,22.52,1.6312,2.0756,1.15,41.0862,38.9171,1.5392,5.3259,4.9319,0.8785,0.8881,15208.9325,6855.1838,5387.2888,342505.1036,154378.6536
300339.SZ,20260819,37.53,6.5066,6.8742,1.83,308.2252,208.9739,8.199,7.5057,7.3489,0.1849,0.3698,79641.0841,77768.6517,73609.4106,2988929.8863,2918657.4983
002993.SZ,20260819,37.19,3.6961,7.6613,1.31,24.3045,29.8173,2.1169,1.435,1.428,3.9899,3.1845,27604.0,23844.6933,11503.4964,1026592.76,886784.0211
600563.SH,20260819,130.32,2.4857,4.3295,0.95,24.5953,24.5244,4.6561,5.5045,5.4221,1.5347,1.7649,22500.0,22500.0,12917.9776,2932200.0,2932200.0
601599.SH,20260819,2.98,1.529,1.9877,1.01,26.059,31.0375,2.2584,1.0708,1.0669,,,116054.2453,116054.2453,89272.4964,345841.665,345841.665
300449.SZ,20260819,6.84,2.3741,3.0878,0.72,,,9.4901,16.242,17.3128,,,38603.5989,38603.5989,29681.4579,264048.624,264048.624
600495.SH,20260819,4.07,1.0563,1.5518,0.47,171.035,142.0187,1.4994,3.7888,3.6336,0.344,0.4423,120819.0886,120819.0886,82243.6048,491733.6963,491733.6963
600846.SH,20260819,12.07,0.817,1.8748,1.05,27.6792,31.1185,1.7359,1.6978,1.6543,1.6453,,62476.1516,62476.1516,27225.1349,754087.1305,754087.1305
300840.SZ,20260819,18.91,4.7504,5.3331,1.46,122.0889,132.7354,3.5331,6.9155,6.8461,0.5288,0.5288,24000.0,17708.5135,15773.6713,453840.0,334867.9241
600993.SH,20260819,23.18,1.1724,1.8151,1.03,17.1831,16.9208,2.1758,2.5841,2.5556,2.6747,3.0198,43105.3891,43031.7966,27795.0062,999182.9402,997477.124
002367.SZ,20260819,5.28,1.2633,2.3973,0.73,12.757,14.1414,1.1529,0.947,0.9334,5.6818,2.8409,79774.5456,79457.5731,41870.4425,421209.5712,419535.9696
688510.SH,20260819,23.08,2.997,4.0262,1.48,58.8539,65.1916,4.9356,8.6121,8.5604,0.8614,0.8652,25992.2608,25992.2608,19348.3565,599901.3608,599901.3608
002941.SZ,20260819,10.27,1.1893,2.183,1.1,15.8633,16.1534,1.5989,0.7946,0.7875,1.2921,1.9474,72975.1172,72975.1172,39757.9585,749454.4824,749454.4824
000988.SZ,20260819,102.35,5.6676,6.9979,0.98,69.9712,60.5603,8.8054,7.1693,6.7417,0.1954,0.2419,100550.2707,100498.5657,81394.0143,10291321.158,10286028.6395
300677.SZ,20260819,48.94,1.3897,1.5871,0.92,31.7044,47.9689,1.7558,3.2283,3.1053,0.3011,0.305,65475.3263,46561.3202,40768.7425,3204362.6502,2278711.0008
300260.SZ,20260819,57.96,6.5969,10.5481,1.01,135.0171,133.5977,11.0006,7.8848,7.6422,0.103,0.0858,40780.6752,28763.6945,17989.2436,2363647.6332,1667143.4724
603165.SH,20260819,13.46,1.3197,2.4026,1.39,18.8127,18.3821,1.5656,1.8681,1.8453,6.7892,14.2006,31272.8378,31272.8378,17177.5491,420932.4264,420932.4264
603068.SH,20260819,39.88,6.4554,10.5581,0.81,272.2062,275.4198,3.4483,6.5951,5.6945,,0.0251,15178.7319,15178.7319,9280.6206,605327.7524,605327.7524
603922.SH,20260819,13.0,1.0085,1.8334,0.85,,,2.5038,3.6467,3.6443,,,17920.0,17920.0,9857.7823,232960.0,232960.0
600839.SH,20260819,6.86,1.6095,2.0964,0.62,32.0233,42.6855,2.0571,0.291,0.2898,0.7289,0.8692,461624.4222,461495.8631,354314.5069,3166743.5212,3165861.5996
600218.SH,20260819,7.45,1.2106,1.8431,1.3,50.3437,49.3184,0.9921,0.7379,0.7373,0.8054,0.6711,43559.9919,43559.9919,28611.6243,324521.9255,324521.9255
