ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688800.SH,20260819,57.51,4.8662,8.122,0.87,55.4561,58.7366,6.9139,5.2633,5.2796,0.3324,0.3704,28838.7022,28838.7022,17278.4262,1658513.637,1658513.637
688286.SH,20260819,46.43,8.2826,10.2518,0.83,101.0324,,3.5096,5.8599,6.4516,,0.4131,7831.3521,7831.3521,6327.0485,363609.5805,363609.5805
002203.SZ,20260819,18.37,0.7301,1.2168,0.76,44.6367,40.7049,2.4679,0.506,0.4855,1.3463,1.1975,229175.5274,221214.1269,132726.5505,4209954.4861,4063703.5681
603687.SH,20260819,13.14,3.4026,6.7452,1.24,93.7207,104.1593,2.2086,3.2789,3.2407,0.4411,0.3201,55003.1864,55003.1864,27745.9753,722741.9166,722741.9166
300446.SZ,20260819,13.01,2.6314,3.0719,1.78,12.4832,13.2112,1.818,1.2216,1.2379,2.1522,2.4596,84541.0111,37356.0171,31999.0517,1099878.5401,486001.8202
301190.SZ,20260819,19.25,9.6918,16.0191,2.37,57.4763,44.3937,2.0857,5.3629,4.8678,0.7455,0.7455,21463.65,14310.4,8658.0,413175.2625,275475.2
301505.SZ,20260819,16.04,2.7337,3.1681,1.59,82.9077,86.2507,1.8815,6.7772,6.9422,1.2403,1.0498,11439.9991,9116.9401,7866.7012,183497.6,146235.7176
688507.SH,20260819,157.71,16.4824,16.4824,1.13,446.1067,1065.2619,5.0801,30.1698,30.1282,0.2347,0.2095,8910.8784,4923.573,4923.573,1405334.8848,776496.2247
300245.SZ,20260819,5.4,1.7929,2.0803,1.06,,,1.3647,3.5245,3.5453,,,30504.9969,29365.3553,25308.3647,164727.0,158572.944
603122.SH,20260819,11.86,5.9126,12.8542,0.79,,,4.5228,6.9652,7.1923,1.0961,,39805.2633,39805.2633,18309.4748,472090.3836,472090.3836
002889.SZ,20260819,12.48,1.4504,3.268,0.9,45.9,48.1087,1.8785,1.2635,1.3903,0.4293,0.2404,37766.7472,25124.5794,11150.5499,471329.04,313554.7584
920770.BJ,20260819,10.03,2.1194,2.4846,0.82,28.8793,30.155,2.0981,7.1508,7.4449,1.1964,1.7946,13013.2175,8189.38,6985.8841,130522.5715,82139.4814
300865.SZ,20260819,28.3,15.3035,28.8354,3.14,1020.2016,221.0731,3.1028,8.2191,7.9352,,0.106,9568.0,5748.224,3050.6913,270774.4,162674.626
688196.SH,20260819,34.8,3.1588,9.7977,2.32,28.6389,35.877,1.3773,1.539,1.5558,1.3556,1.4368,12719.0795,12719.0795,4100.6502,442623.984,442623.984
000029.SZ,20260819,22.6,0.6575,2.0698,0.89,228.7358,968.4662,6.3274,15.4184,18.7375,,0.1549,101166.0,89166.0,28324.0694,2286351.6,2015151.6
600844.SH,20260819,3.38,5.0669,7.1022,1.2,,,43.3709,4.1591,4.1339,,,101652.424,82273.0634,58695.4202,343585.1796,278082.9428
300343.SZ,20260819,6.03,5.6727,6.4589,2.53,164.9,115.6131,3.253,6.451,5.5033,,,106837.4879,106564.3208,93592.1398,644230.0647,642582.8496
601233.SH,20260819,23.71,1.5256,2.5786,1.07,27.748,16.9904,1.4024,0.6008,0.5766,0.4226,0.5061,237900.149,237467.222,140498.8289,5640612.5565,5630347.7862
600751.SH,20260819,3.11,1.0735,2.118,1.04,87.6678,123.6582,1.1927,5.8509,5.1184,,0.5788,289933.7783,257318.9052,130418.0367,901694.0558,800261.8101
601985.SH,20260819,8.76,0.2983,0.7413,0.93,19.365,21.8882,1.5018,2.1952,2.2319,1.8258,2.0495,2056800.2074,1888328.4867,759939.4793,18017569.8396,16541757.5724
688227.SH,20260819,73.8,3.3593,5.7691,1.11,,,6.5929,17.5836,16.9903,,,11305.5275,11305.5275,6583.0981,834348.114,834348.114
301211.SZ,20260819,14.54,13.6944,44.2739,3.71,173.9272,179.6284,2.6602,13.3947,13.2278,1.1858,0.4127,41760.0,41759.52,12916.64,607190.4,607183.4208
688168.SH,20260819,35.81,4.6643,7.1303,1.51,,,3.8678,6.9599,8.4869,,,10805.9005,10805.9005,7068.6095,386959.279,386959.279
301315.SZ,20260819,39.52,3.6246,9.7842,0.53,120.3536,107.4235,3.3648,18.7647,19.1884,1.0121,0.7591,8800.0,8800.0,3260.01,347776.0,347776.0
002210.SZ,20260819,2.16,2.4367,3.4793,1.17,372.877,206.8668,6.1328,21.6299,20.7076,,,266123.2774,265526.7849,185959.4992,574826.2632,573537.8448
301208.SZ,20260819,29.21,2.2771,2.9824,0.89,64.302,63.214,2.2387,3.045,2.4453,0.6847,0.4451,12000.006,6742.086,5147.736,350520.2921,196936.4489
002330.SZ,20260819,4.05,3.2654,5.533,0.6,,,1.1191,0.8175,0.8086,,,63531.529,63514.919,37484.5149,257302.6965,257235.426
300126.SZ,20260819,6.25,2.4427,3.5875,1.4,,,1.9093,3.8725,4.0257,,,30395.76,21065.0204,14343.2172,189973.5,131656.375
000609.SZ,20260819,10.51,1.3261,1.7531,0.61,,,,15.1505,9.9346,,,29926.5522,29071.3022,21991.3472,314528.1456,305902.2733
001323.SZ,20260819,20.05,2.0397,7.5514,1.19,16.2892,17.2445,1.8946,1.6689,1.6482,6.7415,7.1924,43508.0764,31124.8039,8407.0539,872336.8035,624052.24
301629.SZ,20260819,251.39,6.2803,6.2803,1.29,198.5663,339.2061,8.8701,25.0445,29.3126,0.3811,0.101,4172.7274,1919.6054,1919.6054,1048982.5947,482570.7579
300087.SZ,20260819,5.62,4.1361,7.1972,2.04,,,3.137,1.1845,1.2222,0.8897,,94733.1751,90229.59,51853.5524,532400.4716,507090.2958
688432.SH,20260819,48.03,7.3517,28.6762,1.3,286.9448,253.9799,13.1591,59.7386,53.5437,0.1243,0.1142,125030.1858,125030.1858,32053.8958,6005200.0257,6005200.0257
603202.SH,20260819,51.28,2.2102,2.2102,1.28,8.8996,10.1475,1.1936,2.0525,2.183,6.8058,4.8752,16000.0,5021.3572,5021.3572,820480.0,257495.3408
300253.SZ,20260819,7.06,3.0124,3.1598,0.82,,,2.8212,7.3788,7.1994,0.2122,,220127.488,185462.1369,176810.8027,1554100.0794,1309362.7084
600479.SH,20260819,9.89,1.3274,1.8572,0.9,17.0034,15.7978,1.5686,1.3415,1.3544,3.095,3.8423,49221.0016,41850.7117,29912.5981,486795.69,413903.5219
301377.SZ,20260819,429.93,4.6118,5.2235,1.24,420.4225,293.2791,62.8288,85.0508,71.9349,0.1576,0.2086,42404.4934,9886.0934,8728.3127,18230963.8475,4250328.1355
300938.SZ,20260819,28.0,4.6125,6.7018,1.16,48.6073,46.7788,4.9745,11.8746,11.4591,0.6765,0.7653,34086.2033,29585.0104,20361.7045,954413.6,828380.28
002885.SZ,20260819,28.42,7.9748,11.1879,0.61,91.4295,79.5381,4.9907,2.3003,2.2675,0.077,0.1232,27091.6968,23725.5825,16911.7465,769945.8298,674280.9836
002611.SZ,20260819,14.95,4.5683,5.4447,1.63,25.0923,4.3599,1.9205,3.4806,3.8228,0.8696,1.6187,121728.5908,100396.24,84236.7874,1819842.4205,1500923.788
688025.SH,20260819,387.42,5.2559,8.0867,1.18,132.0859,108.1721,15.3157,17.7549,15.3945,0.1081,0.2291,9504.9423,9504.9423,6177.6269,3682403.8548,3682403.8548
603866.SH,20260819,4.22,0.6822,1.7799,1.04,23.7827,26.8258,1.2834,1.2391,1.2464,3.0806,4.7393,159971.9155,159971.9155,61311.7677,675081.5024,675081.5024
600802.SH,20260819,4.48,1.386,1.9786,1.21,,,2.2437,1.3437,1.4149,,,45824.84,45824.84,32099.1693,205295.2832,205295.2832
002641.SZ,20260819,3.87,0.6557,1.6689,1.05,76.1163,69.0117,0.8746,0.7702,0.7443,1.2796,0.5119,122909.3871,113399.4653,44552.9775,475659.3393,438855.9489
300511.SZ,20260819,5.85,15.6669,16.6289,2.49,125.8292,19.1545,2.1015,1.8862,1.6843,,,64084.7016,54600.3066,51441.7704,374895.5535,319411.8135
605122.SH,20260819,11.7,1.9054,5.7399,1.46,,,1.16,1.9495,2.0694,,,17235.4,17235.4,5721.49,201654.18,201654.18
300875.SZ,20260819,31.66,4.8072,8.533,0.92,,,3.7206,9.9473,8.166,,,9983.4751,8779.1669,4945.8607,316076.9768,277948.5222
603353.SH,20260819,30.55,2.6875,8.3506,0.83,,,3.2395,2.016,2.0707,0.9963,0.6604,17041.8,17041.8,5484.492,520626.99,520626.99
002105.SZ,20260819,5.68,1.7854,3.4065,1.04,,,2.6047,1.7515,1.6757,,,36624.195,36447.0975,19102.7328,208025.456,207019.528
000677.SZ,20260819,1.61,3.5171,4.5765,1.1,400.7693,,2.7085,1.2143,1.1994,,,86397.7948,86397.7948,66397.7948,139100.4419,139100.4419
688075.SH,20260819,29.08,0.4223,1.6278,0.83,53.2339,147.6358,0.7175,8.1895,9.0765,2.751,2.7365,12708.2805,12708.2805,3297.0805,369556.7824,369556.7824
300257.SZ,20260819,17.21,1.5521,3.8386,1.72,46.958,48.1013,2.5759,3.6198,3.564,0.5811,0.5811,99363.5018,95469.02,38601.4158,1710045.835,1643021.8342
000534.SZ,20260819,27.02,2.3225,3.3469,1.06,69.8818,68.2267,8.0158,10.6687,10.468,0.1753,,50954.8516,50253.8041,34871.6146,1376800.047,1357857.676
000985.SZ,20260819,15.83,2.4103,6.6035,2.23,276.3567,344.6088,3.354,1.1118,1.1499,0.4106,0.1642,12963.95,12963.95,4731.89,205219.3285,205219.3285
300128.SZ,20260819,4.38,2.2746,3.1392,1.35,,,13.4912,2.5549,2.4313,,,129911.5412,129746.5262,94012.5347,569012.589,568289.8014
688301.SH,20260819,96.33,2.226,2.9883,0.92,46.4465,41.8674,3.9118,13.4137,10.5745,0.4733,0.6999,31340.9395,31340.9395,23345.2742,3019072.7502,3019072.7502
300247.SZ,20260819,3.63,1.7906,2.0926,0.59,39.0179,43.2048,2.523,3.1278,3.1676,,,80404.0313,80302.0313,68712.8011,291866.6289,291496.3689
002149.SZ,20260819,37.51,10.412,15.1416,0.94,177.161,227.7524,4.9182,5.6687,5.9469,0.7998,0.5332,48821.4274,48813.9274,33566.3809,1831291.8393,1831010.5143
300266.SZ,20260819,1.8,1.0733,1.8184,0.61,,,91.5651,3.0846,3.0608,,,155380.7314,155304.1114,91663.7531,279685.314,279547.398
300503.SZ,20260819,69.55,13.211,17.671,1.56,179.7622,74.3795,13.5133,13.4425,10.4172,0.0757,0.1438,30822.6785,24121.353,18033.329,2143717.394,1677639.8925
000056.SZ,20260819,1.93,1.6157,2.0206,0.76,,,,0.6792,0.6815,,,118252.822,90373.3208,72260.6308,228227.9465,174420.5091
600862.SH,20260819,17.36,1.0981,1.9793,1.47,23.4602,26.1739,3.0496,4.8291,5.1589,1.4343,1.281,139304.9107,139304.9107,77282.6466,2418333.2376,2418333.2376
003040.SZ,20260819,10.85,2.8309,5.4145,0.73,699.6753,,3.4755,5.0126,5.5378,0.2765,0.0922,46113.5972,45685.0258,23886.2459,500332.56,495682.5755
600989.SH,20260819,23.66,1.1361,3.8445,1.28,15.2866,11.2957,3.143,3.6119,3.131,2.9065,2.9341,733336.0,733336.0,216714.873,17350729.76,17350729.76
603906.SH,20260819,19.35,4.55,7.8406,1.14,,226.181,5.0296,1.7127,1.4119,,,79111.1906,56299.6503,32671.5659,1530801.5265,1089398.2275
000880.SZ,20260819,23.91,7.2995,7.2995,0.81,46.2012,42.0558,5.139,1.8127,1.5665,0.8663,0.754,46384.884,22702.68,22702.68,1109062.4808,542821.0788
003037.SZ,20260819,5.5,0.5309,1.6078,1.18,69.5439,94.9682,1.1798,0.538,0.5457,0.9049,0.9049,59907.4678,59907.4678,19782.4778,329491.085,329491.085
000523.SZ,20260819,3.21,11.9935,32.3907,5.32,74.2406,51.269,3.0064,2.7804,2.7881,,,183546.8461,132516.0154,49067.6478,589185.3885,425376.4242
603309.SH,20260819,11.6,1.8922,3.8058,0.98,44.3575,59.1384,1.9035,2.0756,2.0459,4.3251,4.3103,29187.1418,29187.1418,14511.7162,338570.824,338570.824
301248.SZ,20260819,59.31,6.2731,7.1308,0.95,666.7107,,6.044,10.6957,10.9841,0.0336,0.0336,15370.5,11232.87,9881.7775,911624.355,666221.5197
603055.SH,20260819,8.81,0.9731,2.8574,0.79,14.7638,15.6922,1.4523,1.2241,1.2323,2.837,2.0426,89029.3742,88847.9842,30258.6475,784348.7497,782750.7038
603688.SH,20260819,47.45,2.6262,5.5152,1.08,167.6272,187.1262,4.3909,25.4975,25.4317,0.3983,0.1803,54167.8289,54167.8289,25793.726,2570263.5335,2570263.5335
002702.SZ,20260819,4.9,6.0914,7.9852,0.64,,,2.6268,1.7887,1.6348,,,55576.0,45874.375,34994.83,272322.449,224784.462
600584.SH,20260819,77.74,8.8951,11.4818,1.12,88.8741,84.199,4.8359,3.5787,3.5939,0.193,0.1672,178941.457,178941.457,138629.1648,13910909.1004,13910909.1004
603589.SH,20260819,18.96,0.7362,1.206,0.66,16.8423,28.9628,1.0568,2.8418,3.1894,6.8619,2.6309,59811.9472,59811.9472,36515.1278,1134034.572,1134034.572
600818.SH,20260819,7.07,1.6302,1.795,1.08,,,4.5498,2.1093,2.2535,0.1414,,32144.791,23795.791,21611.961,227263.6653,168236.2353
603616.SH,20260819,5.3,2.4949,3.8747,1.24,,,9.6427,2.3206,2.5707,,,38721.8,38429.3,24744.58,205225.54,203675.29
003039.SZ,20260819,11.7,0.3938,1.803,0.87,23.7788,22.8277,2.4302,3.2423,3.1878,1.7949,1.9744,61751.873,61751.873,13488.3588,722496.879,722496.879
603360.SH,20260819,12.49,1.9244,4.3527,1.39,42.0486,51.1382,6.2556,5.1166,5.8871,3.4313,,70622.3654,70622.3654,31223.0475,882073.4013,882073.4013
688726.SH,20260819,46.16,3.9144,3.9144,1.08,30.0384,38.0921,4.4444,3.4254,3.7579,0.8016,0.6716,40532.6189,21992.4474,21992.4474,1870985.7392,1015171.492
001230.SZ,20260819,21.34,7.8697,11.4597,0.97,23.6731,23.1833,1.9843,2.3993,2.2681,1.4265,1.6404,18777.6479,10997.8778,7552.5344,400715.051,234694.7592
002275.SZ,20260819,13.28,0.435,1.6036,1.07,18.015,17.2374,2.3475,3.8142,3.7081,4.1416,3.7651,58756.86,55710.2986,15112.5534,780291.1008,739832.784
600201.SH,20260819,13.13,1.4043,1.6235,0.92,144.2595,100.44,2.669,10.3422,9.419,0.2288,0.28,109992.7826,109992.7826,95141.32,1444205.2014,1444205.2014
688018.SH,20260819,110.83,2.2689,3.5765,1.2,52.179,45.5092,5.5205,10.1263,9.276,0.257,0.3222,23438.4311,23438.4311,14868.951,2597681.1969,2597681.1969
920195.BJ,20260819,12.02,1.1723,2.1199,1.03,10.538,11.5231,1.402,1.0377,1.0634,1.6639,1.6639,9803.0,7075.8985,3912.9068,117832.06,85052.3
601225.SH,20260819,25.59,0.461,1.3266,1.26,14.7986,15.3429,2.4299,1.5684,1.5805,4.9947,3.7046,969500.0,969500.0,336903.9335,24809505.0,24809505.0
301276.SZ,20260819,20.44,3.413,4.6491,0.98,25.1006,23.8177,1.2195,2.3688,2.2694,2.9354,2.4462,12960.0,7226.7607,5305.3889,264902.4,147714.9744
603633.SH,20260819,6.24,1.9152,2.8064,1.01,,,1.5301,1.7525,1.7731,0.4289,0.4289,42681.0818,42681.0818,29127.0973,266329.9392,266329.9392
600866.SH,20260819,4.35,1.4338,1.7599,1.2,7.3833,15.7863,0.8844,0.4546,0.4633,8.7356,8.7356,166147.2616,166147.2616,135360.1092,722740.581,722740.581
688082.SH,20260819,295.96,2.1785,8.3522,1.44,102.3184,84.5591,9.7784,21.0471,19.7306,0.2018,0.2093,48259.6689,47741.3036,12452.2376,14282931.9332,14129515.148
002547.SZ,20260819,2.49,2.2814,3.1155,0.79,,,,1.2595,1.2609,,,112805.7168,110480.7166,80903.2173,280886.2428,275096.9928
002762.SZ,20260819,10.07,5.0539,6.5041,0.36,,,5.3329,9.2321,8.956,0.4965,0.4965,35402.5,21137.8434,16424.9434,356503.175,212858.0488
002597.SZ,20260819,19.75,0.9752,1.7464,0.97,32.3411,55.8269,1.4197,2.2855,2.1901,4.0454,1.0016,56831.9878,56724.6819,31675.9596,1122431.8025,1120312.43
688750.SH,20260819,13.79,1.9715,2.8424,1.85,107.6022,107.1771,2.5778,10.386,10.0531,0.6091,0.1668,46250.0,23291.8326,16155.2464,637787.5,321194.3357
002591.SZ,20260819,6.22,3.5517,4.1357,1.13,,,2.919,4.9447,3.915,,,30019.9484,22351.2462,19195.2622,186724.089,139024.775
300044.SZ,20260819,5.06,1.8661,1.9533,0.93,,,,29.4558,27.9025,,,76386.9228,71537.8203,68344.1972,386517.8152,361981.3692
002748.SZ,20260819,11.7,1.5669,3.3729,0.73,48.7448,39.0422,1.9651,1.4008,1.3749,0.4274,0.641,24000.0,24000.0,11149.19,280800.0,280800.0
002455.SZ,20260819,7.2,3.9387,4.0911,0.77,,,1.8594,0.9022,0.871,0.6855,,72246.25,66081.1973,63618.6223,520173.0,475784.64
600184.SH,20260819,17.43,2.8857,5.868,1.2,198.8429,198.2094,2.9716,4.1609,4.1454,,0.1893,58272.7468,58272.7468,28656.9768,1015694.0325,1015694.0325
688315.SH,20260819,14.87,1.7596,4.8888,0.5,37.071,38.0803,2.3118,2.8009,2.7335,0.3272,0.2945,41620.0,41620.0,14979.6235,618889.4,618889.4
603198.SH,20260819,39.5,0.7343,2.6432,0.65,15.9142,15.8658,2.755,5.2503,5.0958,3.7975,3.7975,80000.0,80000.0,22223.415,3160000.0,3160000.0
605108.SH,20260819,12.33,0.9265,2.95,1.08,31.3898,47.7974,1.374,1.1959,1.1848,0.9695,0.9695,26000.0,26000.0,8165.4852,320580.0,320580.0
600255.SH,20260819,3.16,3.1973,3.5715,0.97,184.7635,106.1416,3.7999,1.2014,1.0759,,,180614.6955,180614.6955,161693.6655,570742.452,570742.452
300487.SZ,20260819,64.68,1.8236,2.2323,0.98,36.7079,37.1726,7.3951,11.8208,11.6939,1.2012,0.5444,50913.5722,30801.9421,25163.2132,3293089.7076,1992269.4792
300167.SZ,20260819,4.35,3.2275,3.5063,0.69,,,30.2454,3.3916,3.4743,,,41632.89,35408.5,32592.8387,181103.0715,154026.975
605198.SH,20260819,62.22,1.5841,9.1661,1.46,62.9438,65.5964,7.2896,12.3978,13.1832,0.4018,0.4822,33418.8,27053.6,4675.38,2079317.736,1683274.992
688588.SH,20260819,9.28,0.8817,1.5348,1.13,34.1821,94.323,2.9475,3.4336,3.4476,2.1345,2.1345,39001.0003,39001.0003,22405.4312,361929.28,361929.28
688330.SH,20260819,32.26,0.963,1.8767,1.34,7.0834,7.1587,1.0285,6.9443,7.9865,1.0441,1.4188,14000.0,14000.0,7184.3479,451640.0,451640.0
301112.SZ,20260819,29.86,1.6697,5.0779,1.46,,,2.9564,8.2041,8.6361,0.3349,,11026.66,11026.66,3625.6909,329256.0676,329256.0676
000883.SZ,20260819,4.44,0.299,1.1681,0.9,16.4613,15.2642,0.8319,1.7995,1.7783,2.0678,3.3784,707938.763,647958.5454,165874.8813,3143248.1388,2876935.962
300358.SZ,20260819,8.55,3.1333,4.6084,0.91,24.0096,18.4706,1.0976,1.0609,1.0561,,0.8187,71509.258,70486.3762,47925.2348,611404.173,602658.549
300243.SZ,20260819,18.81,34.2034,36.9903,2.27,173.3644,69.0775,3.3934,2.6707,2.5528,0.2381,0.4774,27956.2074,22364.8857,20679.8992,525856.3101,420683.5809
601702.SH,20260819,16.64,2.2242,7.3314,2.1,13.8249,13.9769,2.4817,1.3307,1.2839,1.8029,1.8029,99853.06,99853.06,30293.0,1661554.9184,1661554.9184
002347.SZ,20260819,5.85,2.873,4.1038,0.7,,,2.6742,2.7079,2.8336,0.3419,,50470.2276,49338.2901,34541.4224,295250.8455,288628.9965
603208.SH,20260819,10.94,1.4087,3.272,1.11,,,2.0095,1.1841,1.6131,1.7367,,17587.9347,17587.9347,7572.3621,192411.9542,192411.9542
002428.SZ,20260819,104.7,15.8596,19.8264,1.05,3394.3055,3588.888,46.5436,64.1551,61.3482,0.0287,0.0096,65312.0,65303.5625,52237.7225,6838166.4,6837282.732
002645.SZ,20260819,19.21,5.8843,9.3755,0.9,70.8117,37.1325,3.3903,1.8465,1.6235,,0.4338,75312.0432,68021.3486,42691.7431,1446744.2884,1306690.1335
603722.SH,20260819,29.16,1.554,2.6722,1.13,,,3.2124,5.8584,5.3878,0.3358,,9772.0121,9570.0121,5565.3821,284951.8116,279061.4916
603439.SH,20260819,12.61,3.5345,7.8058,0.62,110.0964,104.5265,3.4104,2.9905,3.0385,2.7028,0.4709,40384.0216,40384.0216,18285.917,509242.4922,509242.4922
300183.SZ,20260819,10.03,1.3093,2.101,1.22,442.9021,,1.5,4.4122,4.6893,0.997,0.0499,46260.9137,37102.9012,23121.0337,463996.9273,372142.087
688585.SH,20260819,152.5,2.8331,17.2995,1.81,1497.1827,,52.2533,34.2337,33.8763,0.0203,,40336.1728,40336.1728,6605.7864,6151265.925,6151265.925
601798.SH,20260819,7.52,1.7037,2.7189,1.42,54.8145,48.96,2.0601,2.6866,2.7182,,,35452.8198,35452.8198,22215.4098,266605.2064,266605.2064
920378.BJ,20260819,7.09,0.8886,1.3867,0.97,43.217,48.5187,2.7663,2.7092,2.6875,1.4104,1.4104,15552.6,11138.2264,7137.0044,110267.934,78970.0252
688183.SH,20260819,103.39,2.2001,7.4404,1.18,58.7847,42.1744,13.2979,9.1216,7.5247,0.521,0.8555,83759.1234,83759.1234,24766.6393,8659855.4168,8659855.4168
300848.SZ,20260819,12.43,1.2356,2.2501,1.23,64.9191,58.4501,3.4089,3.0453,2.7534,0.5632,0.4023,42788.7627,25312.2512,13899.9974,531864.2868,314631.2675
002236.SZ,20260819,16.14,2.1469,2.8141,1.14,13.6773,14.0136,1.3496,1.6115,1.5399,3.986,3.4182,326926.2074,239113.9515,182425.3167,5276589.0294,3859299.153
300035.SZ,20260819,14.69,11.9525,12.6987,6.44,21.4248,25.1638,1.999,1.1891,1.1015,1.7018,1.7018,68542.6671,58335.123,54907.3043,1006891.6754,856942.9128
001215.SZ,20260819,31.3,2.1715,3.6904,1.1,47.8384,46.9823,1.636,1.6014,1.5122,,,9716.0446,9690.1642,5701.9642,304112.052,303302.008
920478.BJ,20260819,11.4,10.3429,24.6364,0.92,25.0412,36.779,2.4191,4.3666,4.9552,1.7902,0.9398,11019.218,6700.4191,2812.9791,125619.0852,76384.7777
300676.SZ,20260819,37.6,1.7759,2.865,0.7,,,1.8664,4.2448,4.0938,,,41831.7075,41603.595,25788.2062,1572872.296,1564295.36
002291.SZ,20260819,5.17,2.955,3.5298,0.71,,,1.625,1.4638,1.6322,,,93513.0353,86912.527,72761.1407,483462.4168,449337.7801
002796.SZ,20260819,29.12,3.8868,5.658,1.01,,,8.8363,7.7794,7.8038,,,25236.6948,22770.3703,15642.1981,734892.4128,663073.1744
600882.SH,20260819,21.05,2.0119,4.3641,1.36,90.325,95.8573,2.3025,1.9001,1.7763,,,50845.3647,50845.3647,23440.0274,1070294.828,1070294.828
002780.SZ,20260819,12.87,2.6065,2.8252,1.04,39.8905,29.8316,2.5932,2.227,2.0754,,0.3885,16536.1713,13065.1759,12053.914,212820.6366,168148.8666
002815.SZ,20260819,13.14,6.6162,8.1169,1.36,50.0558,67.2468,1.8233,2.1497,2.0612,0.8001,0.9893,123415.1324,77714.2014,63346.3634,1621674.8082,1021164.588
000803.SZ,20260819,7.03,1.5649,2.0438,0.68,108.1918,71.6163,2.2008,2.2661,2.2825,,,46629.6153,45978.778,35205.6608,327806.2286,323230.8234
688549.SH,20260819,27.19,16.1041,18.6684,0.82,,,13.3121,33.154,27.822,0.0184,,147727.6,58931.9,50836.7843,4016713.444,1602358.361
300994.SZ,20260819,11.06,1.4794,2.2003,1.12,17.4156,20.7479,2.0918,0.7671,0.7543,3.6166,8.6799,23308.8,11666.4,7843.872,257795.328,129030.384
920174.BJ,20260819,28.81,2.6364,3.0235,1.5,31.409,27.2836,2.3423,4.4621,3.7548,,1.039,21690.4891,5579.363,4865.0773,624902.991,160741.448
601956.SH,20260819,4.9,1.0037,1.8998,1.36,40.0795,218.2378,1.2357,0.4963,0.4814,2.0414,2.0122,62161.659,62161.659,32842.6548,304592.134,304592.134
600748.SH,20260819,3.79,0.6212,1.4549,0.93,,,0.6767,2.0632,2.1504,,,184456.2892,184456.2892,78758.7573,699089.3391,699089.3391
000504.SZ,20260819,8.43,1.6951,2.8555,0.57,96.5044,66.0078,10.049,6.6887,5.4254,,,33002.3098,32912.2398,19537.1546,278209.4733,277450.1832
920896.BJ,20260819,12.03,1.3001,2.2361,1.11,19.8752,19.8039,2.6531,2.7264,2.6506,2.4938,2.4938,10122.424,4440.181,2581.6476,121772.7607,53415.3774
000798.SZ,20260819,8.51,7.9881,16.53,2.3,37.1738,42.27,7.687,0.717,0.7181,,,36585.8712,36583.6212,17679.0466,311345.7537,311326.6062
601808.SH,20260819,12.29,0.9979,5.3753,1.88,15.2647,15.3908,1.2343,1.1663,1.1548,1.8763,2.2986,477159.2,296046.8,54962.07,5864286.568,3638415.172
300463.SZ,20260819,9.16,2.1117,2.282,0.86,,,0.878,2.5519,2.601,1.1426,,60466.6624,49159.8938,45491.7899,553874.6056,450304.5924
688063.SH,20260819,43.6,2.1904,3.1383,1.08,126.2577,73.6802,1.1579,3.3813,2.8574,1.0069,0.2775,24535.9249,24535.9249,17124.7391,1069766.112,1069766.112
301170.SZ,20260819,22.58,2.3327,2.6403,1.31,22.2682,22.8202,1.2516,2.0107,1.9581,1.3286,1.1072,10000.0,3800.3725,3357.5425,225800.0,85812.3546
603269.SH,20260819,17.86,5.2849,7.0465,0.74,66.6888,64.7528,7.4738,4.1826,4.0003,0.8576,0.7186,43194.549,43194.549,32395.9089,771454.663,771454.663
603586.SH,20260819,13.44,1.6273,4.035,1.41,19.3221,57.3231,1.1722,1.4903,1.6692,3.7202,4.0923,19605.278,19605.278,7906.7263,263494.9632,263494.9632
600192.SH,20260819,6.78,2.0637,3.4126,0.71,,,3.9429,1.9437,1.9122,,,44174.8,44174.8,26714.0716,299505.144,299505.144
000756.SZ,20260819,14.09,4.6826,9.0921,1.7,33.8622,37.5101,1.8349,1.1213,1.1221,1.7499,1.0646,69668.3435,49889.9311,25694.3231,981626.9106,702949.1137
600793.SH,20260819,14.27,3.0323,6.3726,0.72,92.3337,,11.1419,1.085,1.1632,,,17690.4002,17690.4002,8417.6282,252442.008,252442.008
688102.SH,20260819,36.56,6.2244,12.8105,1.94,193.4721,180.3413,14.6241,18.1701,17.0941,0.2037,0.2177,78107.5007,77880.7308,37840.9141,2855610.2,2847319.4888
001339.SZ,20260819,78.97,5.1295,7.3084,0.91,151.0767,56.426,9.5013,6.3194,4.9765,0.0776,0.0293,32703.2752,16189.9671,11363.1777,2582578.0216,1278521.9309
300477.SZ,20260819,2.5,2.4539,2.502,0.97,,,32.3197,1.6114,1.663,,,107201.8687,99101.2959,97195.1686,268004.675,247753.25
600358.SH,20260819,4.98,0.9222,1.1466,0.97,,,119.6212,13.5603,12.1097,,,116315.5409,50493.666,40613.366,579251.3892,251458.4766
603993.SH,20260819,18.0,1.362,3.3492,1.06,18.9342,15.9442,4.3335,1.8632,1.6959,1.4167,1.5889,2139431.0176,1746084.2176,710084.1776,38509758.36,31429515.96
688488.SH,20260819,17.85,3.5755,6.8633,1.44,,,7.7074,10.4439,10.7402,,,42078.2808,42078.2808,21920.9464,751097.298,751097.298
000820.SZ,20260819,3.3,7.6441,7.8535,0.55,,,24.8078,6.4514,6.149,,,64655.5179,29696.6877,28904.9696,213363.216,97999.077
